num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4807	5093.165275	31.965938	2.214323	0.503484	6.750464
4809	5095.244849	31.829399	2.203881	0.503104	6.563468
4811	5097.329530	32.022892	2.148744	0.501897	6.473429
4813	5099.412219	32.353884	2.166490	0.507683	7.700852
4815	5101.501122	32.530754	2.049851	0.499079	6.938886
4817	5103.585790	33.065197	2.064357	0.491173	8.668257
4819	5105.669450	33.497453	2.021057	0.509218	6.490074
4821	5107.754018	33.456654	2.018082	0.488260	7.254048
4823	5109.836863	33.625882	2.004647	0.487636	6.334668
4825	5111.918567	33.936679	2.967755	0.479313	7.083054
4827	5113.999273	34.212361	1.820933	0.489195	7.344990
4829	5116.077448	34.746644	1.821165	0.486171	7.654890
4831	5118.158508	34.869005	1.796891	0.492122	7.484097
4833	5120.238619	35.053538	1.751693	0.492933	7.582729
4835	5122.320934	35.360303	1.632826	0.482620	7.619372
4837	5124.404596	36.181104	3.128560	0.464263	7.235637
4839	5126.488449	36.242042	3.105140	0.463901	7.006516
4841	5128.572990	35.993496	1.600951	0.487575	8.030177
4843	5130.658926	36.337546	1.696771	0.495774	8.232870
4845	5132.742384	36.732056	1.479049	0.475017	8.268343
4847	5134.827184	37.837197	1.596563	0.493277	8.408449
4849	5136.912031	37.339135	1.534980	0.488862	8.811782
4851	5138.997014	37.701186	1.420326	0.473133	8.888691
4853	5141.078783	38.470320	1.463014	0.493559	8.718157
4855	5143.160408	38.321974	1.411706	0.487786	8.872526
4857	5145.244579	38.329765	1.293427	0.478771	9.113153
4859	5147.326321	38.491209	1.261153	0.477861	9.402700
4861	5149.409223	38.902287	1.236168	0.477032	9.369131
4863	5151.493761	39.170840	1.195140	0.476873	9.558290
4865	5153.577841	39.474158	1.165431	0.476799	9.500948
4867	5155.664124	39.885652	1.171907	0.473024	10.125992
4869	5157.751418	40.002433	1.095463	0.472223	10.005349
4871	5159.839079	41.029040	1.212011	0.478086	10.332853
4873	5161.925636	40.696263	1.068662	0.476977	11.056105
4875	5164.011175	41.013802	1.151861	0.481147	10.411208
4877	5166.096021	41.593873	0.930903	0.467547	10.528297
4879	5168.179693	41.619110	1.869704	0.469093	10.587623
4881	5170.263613	43.141921	1.059956	0.481932	11.207229
4883	5172.345659	42.322644	0.926872	0.475362	10.556261
4885	5174.429412	42.713780	0.945747	0.479131	11.403690
4887	5176.514156	42.959065	0.892048	0.478555	11.431114
4889	5178.597227	43.200953	0.841235	0.473283	11.390690
4891	5180.681110	44.379473	-2.015320	0.474207	11.329756
4893	5182.765149	45.260462	0.833184	0.479262	12.039812
4895	5184.849247	44.220886	0.723611	0.472409	11.395211
4897	5186.933768	44.642322	0.764321	0.464296	12.212613
4899	5189.017490	44.835950	0.769489	0.465907	12.121512
4901	5191.100568	46.101471	0.698325	0.476265	12.162641
4903	5193.182707	45.599150	0.688676	0.464339	12.450900
4905	5195.263326	46.590770	1.918256	0.466516	12.953297
4907	5197.346023	47.249103	2.423174	0.469444	12.907405
4909	5199.426984	47.028431	2.265593	0.461782	13.038232
4911	5201.508617	46.899717	0.552393	0.472899	13.674608
4913	5203.590810	47.183508	0.630369	0.475198	14.349097
4915	5205.673252	47.467732	0.508761	0.474155	14.119538
4917	5207.756488	47.729659	0.472604	0.473425	13.986164
4919	5209.840325	48.075264	0.538784	0.476223	14.076461
4921	5211.924179	48.179502	-3.991639	0.467634	14.712551
4923	5214.008817	48.699552	0.403676	0.471319	14.373147
4925	5216.093333	49.038947	0.367361	0.470607	14.756781
4927	5218.176425	49.434498	0.367670	0.472841	15.977555
4929	5220.261074	49.807615	0.316028	0.472427	15.816771
4931	5222.344612	50.319048	0.272863	0.459576	15.709870
4933	5224.427161	51.177554	1.837283	0.457702	15.428187
