time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5194.344603	48.161297	0.019593	2.458121	39
5195.382444	49.680836	0.019618	2.532362	40
5196.431294	48.681278	0.019549	2.490176	41
5197.463905	50.912025	0.019693	2.585230	42
5198.515488	49.146187	0.019589	2.508892	43
5199.545525	50.710686	0.019595	2.587916	44
5200.603298	49.904770	0.019610	2.544827	45
5201.626365	51.140202	0.019582	2.611647	46
5202.687101	49.794468	0.019643	2.534938	47
5203.708254	52.266014	0.019620	2.663875	48
5204.771949	49.863132	0.019604	2.543487	49
5205.790427	52.681049	0.019604	2.687203	50
5206.858830	50.729992	0.019573	2.591770	51
5207.873106	53.055424	0.019635	2.702107	52
5208.941644	51.046200	0.019577	2.607489	53
5209.958360	54.015549	0.019591	2.757222	54
5211.025297	51.449970	0.019609	2.623745	55
5212.040294	53.519379	0.019547	2.737976	56
5213.107680	52.337608	0.019596	2.670812	57
5214.126099	53.989521	0.019590	2.755961	58
5215.190333	51.628834	0.019540	2.642157	59
5216.210548	54.784222	0.019581	2.797759	60
5217.274845	52.643002	0.019621	2.682973	61
5218.293684	55.065952	0.019592	2.810686	62
5219.357052	52.790585	0.019583	2.695768	63
5220.379183	56.023674	0.019581	2.861086	64
5221.440805	53.756504	0.019616	2.740441	65
5222.462674	56.514233	0.019609	2.882122	66
5223.523697	53.330444	0.019538	2.729589	67
5224.543664	56.501705	0.019570	2.887124	68
