crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	4.557593	2774	0.000000
281474976710655.000000	4.682685	2775	2941560576.000000
281474976710655.000000	5.082739	2776	2942616320.000000
281474976710655.000000	5.596294	2777	2943649024.000000
281474976710655.000000	6.398059	2778	2944692480.000000
281474976710655.000000	6.230385	2779	2945725440.000000
281474976710655.000000	5.477843	2780	2946774784.000000
281474976710655.000000	5.676806	2781	2947806208.000000
281474976710655.000000	4.959295	2782	2948862976.000000
281474976710655.000000	5.137110	2783	2949892352.000000
281474976710655.000000	5.866973	2784	2950950656.000000
281474976710655.000000	5.970536	2785	2951976960.000000
281474976710655.000000	5.869292	2786	2953033472.000000
281474976710655.000000	5.733183	2787	2954057216.000000
281474976710655.000000	6.034209	2788	2955118592.000000
281474976710655.000000	6.357362	2789	2956135680.000000
281474976710655.000000	5.491214	2790	2957205248.000000
281474976710655.000000	5.746992	2791	2958221312.000000
281474976710655.000000	6.041791	2792	2959293184.000000
281474976710655.000000	5.999256	2793	2960303616.000000
281474976710655.000000	6.401114	2794	2961377536.000000
281474976710655.000000	6.404445	2795	2962387712.000000
281474976710655.000000	6.352871	2796	2963459328.000000
281474976710655.000000	6.449813	2797	2964468224.000000
281474976710655.000000	5.918717	2798	2965547520.000000
281474976710655.000000	6.172478	2799	2966552576.000000
281474976710655.000000	6.290709	2800	2967632896.000000
281474976710655.000000	6.268998	2801	2968636416.000000
281474976710655.000000	7.001456	2802	2969715712.000000
281474976710655.000000	6.891782	2803	2970722816.000000
281474976710655.000000	6.278312	2804	2971797248.000000
281474976710655.000000	6.638212	2805	2972802816.000000
281474976710655.000000	6.329986	2806	2973881600.000000
281474976710655.000000	6.534438	2807	2974888704.000000
281474976710655.000000	6.815013	2808	2975968768.000000
281474976710655.000000	6.851040	2809	2976974336.000000
281474976710655.000000	7.032214	2810	2978048768.000000
281474976710655.000000	7.217685	2811	2979054592.000000
281474976710655.000000	6.625711	2812	2980134144.000000
281474976710655.000000	6.808647	2813	2981142016.000000
281474976710655.000000	7.172047	2814	2982216960.000000
281474976710655.000000	7.017982	2815	2983227648.000000
281474976710655.000000	7.460959	2816	2984300032.000000
281474976710655.000000	7.588760	2817	2985311232.000000
281474976710655.000000	7.131622	2818	2986381824.000000
281474976710655.000000	7.098219	2819	2987395840.000000
281474976710655.000000	7.430549	2820	2988468224.000000
281474976710655.000000	7.492237	2821	2989482752.000000
281474976710655.000000	7.768270	2822	2990548224.000000
281474976710655.000000	7.784816	2823	2991566336.000000
281474976710655.000000	7.811646	2824	2992630272.000000
281474976710655.000000	7.743248	2825	2993652480.000000
281474976710655.000000	7.643128	2826	2994715136.000000
281474976710655.000000	7.760093	2827	2995738624.000000
281474976710655.000000	8.161438	2828	2996795392.000000
281474976710655.000000	7.953474	2829	2997824256.000000
281474976710655.000000	8.315250	2830	2998877952.000000
281474976710655.000000	8.220656	2831	2999909888.000000
281474976710655.000000	7.725272	2832	3000963328.000000
281474976710655.000000	7.920081	2833	3001996032.000000
281474976710655.000000	8.262571	2834	3003044608.000000
281474976710655.000000	8.459293	2835	3004079104.000000
281474976710655.000000	8.505376	2836	3005124608.000000
281474976710655.000000	8.699544	2837	3006164480.000000
281474976710655.000000	8.328398	2838	3007209984.000000
281474976710655.000000	8.318090	2839	3008250112.000000
281474976710655.000000	8.067094	2840	3009294592.000000
281474976710655.000000	8.728674	2841	3010332672.000000
281474976710655.000000	8.800257	2842	3011376384.000000
281474976710655.000000	8.821840	2843	3012414976.000000
281474976710655.000000	8.965437	2844	3013460736.000000
281474976710655.000000	8.884233	2845	3014500864.000000
281474976710655.000000	8.439707	2846	3015546624.000000
281474976710655.000000	8.592458	2847	3016585728.000000
281474976710655.000000	9.043651	2848	3017631488.000000
281474976710655.000000	9.532840	2849	3018668032.000000
281474976710655.000000	9.263383	2850	3019712768.000000
281474976710655.000000	9.407690	2851	3020751104.000000
281474976710655.000000	9.096577	2852	3021797376.000000
281474976710655.000000	9.231359	2853	3022834432.000000
281474976710655.000000	9.084069	2854	3023885824.000000
281474976710655.000000	9.457555	2855	3024918016.000000
281474976710655.000000	9.771434	2856	3025968384.000000
281474976710655.000000	9.684050	2857	3027001856.000000
281474976710655.000000	9.977572	2858	3028051712.000000
281474976710655.000000	9.577136	2859	3029084672.000000
281474976710655.000000	9.704210	2860	3030139136.000000
281474976710655.000000	9.632679	2861	3031166208.000000
281474976710655.000000	9.690709	2862	3032223488.000000
281474976710655.000000	9.912929	2863	3033249280.000000
281474976710655.000000	10.363440	2864	3034307328.000000
281474976710655.000000	10.312830	2865	3035330560.000000
281474976710655.000000	10.695868	2866	3036392704.000000
281474976710655.000000	10.188053	2867	3037414912.000000
281474976710655.000000	10.026269	2868	3038478592.000000
281474976710655.000000	10.155504	2869	3039496960.000000
281474976710655.000000	10.452779	2870	3040563200.000000
281474976710655.000000	10.643738	2871	3041580800.000000
281474976710655.000000	10.567388	2872	3042648320.000000
281474976710655.000000	10.853368	2873	3043663872.000000
281474976710655.000000	10.390059	2874	3044732160.000000
281474976710655.000000	10.550431	2875	3045747456.000000
281474976710655.000000	10.207942	2876	3046817536.000000
281474976710655.000000	10.511142	2877	3047832320.000000
281474976710655.000000	11.343927	2878	3048900096.000000
281474976710655.000000	11.034886	2879	3049914880.000000
281474976710655.000000	11.646683	2880	3050982912.000000
281474976710655.000000	11.026311	2881	3051998208.000000
281474976710655.000000	10.736108	2882	3053068288.000000
281474976710655.000000	10.867884	2883	3054084096.000000
281474976710655.000000	11.034771	2884	3055152128.000000
281474976710655.000000	11.511064	2885	3056167168.000000
281474976710655.000000	11.206400	2886	3057234944.000000
281474976710655.000000	11.588839	2887	3058250240.000000
281474976710655.000000	11.665126	2888	3059318784.000000
281474976710655.000000	11.623133	2889	3060334592.000000
281474976710655.000000	11.383726	2890	3061402880.000000
281474976710655.000000	11.201758	2891	3062420224.000000
281474976710655.000000	12.305719	2892	3063485696.000000
281474976710655.000000	11.613698	2893	3064504832.000000
281474976710655.000000	12.411741	2894	3065569280.000000
281474976710655.000000	12.065350	2895	3066588672.000000
281474976710655.000000	12.212352	2896	3067650816.000000
281474976710655.000000	11.790163	2897	3068673024.000000
281474976710655.000000	12.446367	2898	3069734400.000000
281474976710655.000000	11.945434	2899	3070758656.000000
