num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2773	2938.263880	29.137366	5.087981	3.566206	6.531069
2775	2940.346781	29.070813	5.054693	3.566511	5.798548
2777	2942.444026	28.923806	4.973265	3.557474	4.326752
2779	2944.522060	29.666050	9.748820	3.499427	6.194136
2781	2946.603695	29.378415	4.933360	3.566008	6.075033
2783	2948.691552	29.493789	4.830210	3.555442	6.745730
2785	2950.779081	30.555982	4.776265	3.557141	4.183066
2787	2952.862514	30.322843	4.654032	3.555305	5.717555
2789	2954.947223	30.550857	4.619599	3.558312	6.672367
2791	2957.033906	30.717399	4.602884	3.559868	7.300265
2793	2959.121620	31.339124	4.561129	3.560040	5.677964
2795	2961.206316	31.179438	4.493567	3.559347	6.215166
2797	2963.288211	31.129158	4.494038	3.559806	7.524012
2799	2965.376079	31.774580	4.324723	3.556035	6.841646
2801	2967.461599	31.775181	4.329463	3.558594	6.297320
2803	2969.544684	31.879617	4.249591	3.531168	6.911888
2805	2971.626217	32.324578	4.151502	3.551445	7.388413
2807	2973.710516	32.328192	6.637145	3.550665	6.894610
2809	2975.797413	33.064041	4.555855	3.535916	7.204957
2811	2977.878053	32.940471	3.979812	3.546046	6.891596
2813	2979.962798	32.737671	5.582561	3.560977	7.733423
2815	2982.045916	33.184525	3.958999	3.552385	6.893270
2817	2984.129136	33.419348	3.934584	3.552675	7.800624
2819	2986.210781	34.060736	3.795416	3.547113	7.880054
2821	2988.296999	33.929865	3.643994	3.540076	6.975434
2823	2990.377508	34.452743	8.199725	3.505874	7.873584
2825	2992.459225	34.191593	3.953883	3.528491	8.012767
2827	2994.543954	35.012572	3.588330	3.543227	7.319552
2829	2996.624605	34.837332	3.430717	3.534301	7.855970
2831	2998.706874	34.706902	7.370445	3.525398	8.390792
2833	3000.792182	35.236333	3.623577	3.528327	8.587627
2835	3002.873717	35.737569	3.839410	3.534074	7.657276
2837	3004.953977	36.003759	3.564420	3.532264	8.256444
2839	3007.038783	36.463131	3.316947	3.537259	8.955902
2841	3009.123375	36.411703	3.185529	3.531491	7.747999
2843	3011.205491	35.653062	6.348621	3.526796	8.653240
2845	3013.289766	36.578110	3.211052	3.541277	9.013694
2847	3015.375456	37.150048	3.417678	3.526943	9.093139
2849	3017.460139	37.166461	4.804969	3.533904	8.306520
2851	3019.541853	37.453223	3.152221	3.526536	9.833298
2853	3021.626211	37.497889	3.711302	3.524524	9.854875
2855	3023.714361	39.050805	4.302164	3.513771	9.206047
2857	3025.797291	38.119916	3.558473	3.529694	9.534692
2859	3027.880823	38.801149	2.854506	3.532532	9.766382
2861	3029.967766	38.526300	2.790372	3.537371	9.513323
2863	3032.052253	38.903983	2.763613	3.537400	9.607103
2865	3034.136390	39.151783	7.332903	3.502584	10.084278
2867	3036.221431	38.773159	2.755551	3.537577	10.100174
2869	3038.307381	39.596455	3.024883	3.521097	10.279970
2871	3040.391905	40.170147	2.876919	3.515775	10.251435
2873	3042.476974	40.145401	3.513871	3.517483	10.738448
2875	3044.561231	40.021142	2.633990	3.539439	10.733714
2877	3046.646242	40.875292	3.216393	3.516455	10.324210
2879	3048.729030	40.564639	3.474426	3.515355	10.819969
2881	3050.811934	40.521095	3.195191	3.511687	11.231989
2883	3052.897017	41.621561	3.063725	3.516956	10.916566
2885	3054.981115	41.334163	2.305168	3.534926	10.954911
2887	3057.064002	41.790172	6.486565	3.503498	11.360498
2889	3059.147757	42.655734	3.859285	3.494560	11.118217
2891	3061.231795	42.314008	2.826903	3.512450	11.802078
2893	3063.314698	42.630164	2.190853	3.534646	11.685224
2895	3065.398248	42.519489	2.097485	3.530011	11.738584
2897	3067.479892	42.796331	2.101697	3.535584	12.097852
