time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2941.565118	20.464804	0.014627	1.399134	215
2942.619847	21.333588	0.014607	1.460521	216
2943.652948	21.981760	0.014585	1.507200	217
2944.697113	21.726387	0.014605	1.487592	218
2945.730997	22.075521	0.014630	1.508934	219
2946.779598	20.089186	0.014596	1.376394	220
2947.810179	20.713884	0.014648	1.414140	221
2948.867708	19.997450	0.014601	1.369628	222
2949.896592	22.172934	0.014618	1.516819	223
2950.956276	22.801901	0.014637	1.557877	224
2951.981454	24.380959	0.014599	1.670058	225
2953.039296	21.785145	0.014613	1.490770	226
2954.063944	23.833549	0.014638	1.628166	227
2955.123973	19.791758	0.014631	1.352713	228
2956.139331	22.259590	0.014600	1.524607	229
2957.209176	21.226606	0.014619	1.452012	230
2958.225224	23.843031	0.014634	1.629264	231
2959.298676	23.215746	0.014619	1.588092	232
2960.308743	26.246729	0.014634	1.793500	233
2961.381405	21.205175	0.014632	1.449251	234
2962.393387	24.865122	0.014619	1.700837	235
2963.464058	21.321903	0.014602	1.460250	236
2964.472976	23.409431	0.014569	1.606768	237
2965.552980	23.197336	0.014621	1.586558	238
2966.556289	25.255651	0.014591	1.730952	239
2967.637643	22.045616	0.014574	1.512681	240
2968.640556	26.027187	0.014627	1.779434	241
2969.720302	22.082237	0.014610	1.511410	242
2970.726754	25.669863	0.014629	1.754678	243
2971.802017	22.445110	0.014696	1.527332	244
2972.806803	25.204271	0.014636	1.722062	245
2973.886365	23.636156	0.014597	1.619258	246
2974.893123	27.022621	0.014572	1.854400	247
2975.973186	22.728710	0.014605	1.556179	248
2976.978773	26.913107	0.014672	1.834331	249
2978.052332	22.831478	0.014597	1.564073	250
2979.059578	25.893534	0.014608	1.772605	251
2980.138152	24.293407	0.014639	1.659524	252
2981.148456	27.377934	0.014604	1.874636	253
2982.221176	24.447500	0.014612	1.673150	254
2983.233666	27.701876	0.014602	1.897125	255
2984.304526	24.187975	0.014572	1.659947	0
2985.315340	27.224928	0.014631	1.860833	1
2986.387497	24.719910	0.014632	1.689456	2
2987.400049	26.850863	0.014613	1.837457	3
2988.474017	25.846565	0.014575	1.773324	4
2989.486696	28.527990	0.014629	1.950072	5
2990.552488	25.476105	0.014613	1.743353	6
2991.570586	27.783445	0.014610	1.901713	7
2992.634254	25.142809	0.014611	1.720816	8
