crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	0.764937	5862	0.000000
281474976710655.000000	0.758103	5863	7817878528.000000
281474976710655.000000	0.758734	5864	7818894848.000000
281474976710655.000000	0.758654	5865	7819960832.000000
281474976710655.000000	0.769811	5866	7820979200.000000
281474976710655.000000	0.765765	5867	7822044672.000000
281474976710655.000000	0.773670	5868	7823062016.000000
281474976710655.000000	0.762001	5869	7824133632.000000
281474976710655.000000	0.792804	5870	7825145856.000000
281474976710655.000000	0.786534	5871	7826217472.000000
281474976710655.000000	0.799728	5872	7827227648.000000
281474976710655.000000	0.803068	5873	7828301312.000000
281474976710655.000000	0.811302	5874	7829306368.000000
281474976710655.000000	0.798372	5875	7830393344.000000
281474976710655.000000	0.813018	5876	7831387648.000000
281474976710655.000000	0.805013	5877	7832479232.000000
281474976710655.000000	0.816025	5878	7833468928.000000
281474976710655.000000	0.832047	5879	7834564096.000000
281474976710655.000000	0.808110	5880	7835552768.000000
281474976710655.000000	0.811451	5881	7836650496.000000
281474976710655.000000	0.823140	5882	7837635584.000000
281474976710655.000000	0.821423	5883	7838733312.000000
281474976710655.000000	0.831775	5884	7839718912.000000
281474976710655.000000	0.828034	5885	7840819712.000000
281474976710655.000000	0.844622	5886	7841804288.000000
281474976710655.000000	0.850355	5887	7842901504.000000
281474976710655.000000	0.850144	5888	7843888128.000000
281474976710655.000000	0.857964	5889	7844984832.000000
281474976710655.000000	0.865271	5890	7845972480.000000
281474976710655.000000	0.867092	5891	7847067648.000000
281474976710655.000000	0.866995	5892	7848058880.000000
281474976710655.000000	0.869290	5893	7849151488.000000
281474976710655.000000	0.890643	5894	7850144256.000000
281474976710655.000000	0.903719	5895	7851233280.000000
281474976710655.000000	0.889930	5896	7852231168.000000
281474976710655.000000	0.888199	5897	7853314560.000000
281474976710655.000000	0.906589	5898	7854319616.000000
281474976710655.000000	0.912548	5899	7855394304.000000
281474976710655.000000	0.910976	5900	7856407040.000000
281474976710655.000000	0.921362	5901	7857476608.000000
281474976710655.000000	0.920774	5902	7858492928.000000
281474976710655.000000	0.938007	5903	7859557888.000000
281474976710655.000000	0.936666	5904	7860576256.000000
281474976710655.000000	0.936576	5905	7861642240.000000
281474976710655.000000	0.942328	5906	7862663680.000000
281474976710655.000000	0.947998	5907	7863726592.000000
281474976710655.000000	0.951788	5908	7864744448.000000
281474976710655.000000	0.920922	5909	7865811456.000000
281474976710655.000000	0.953360	5910	7866828288.000000
281474976710655.000000	0.947322	5911	7867898880.000000
281474976710655.000000	0.960254	5912	7868910080.000000
281474976710655.000000	0.945654	5913	7869984256.000000
281474976710655.000000	0.991239	5914	7870992384.000000
281474976710655.000000	0.957044	5915	7872070144.000000
281474976710655.000000	0.999467	5916	7873074688.000000
281474976710655.000000	0.973192	5917	7874156544.000000
281474976710655.000000	0.999696	5918	7875156992.000000
281474976710655.000000	0.980629	5919	7876240896.000000
281474976710655.000000	1.002003	5920	7877237760.000000
281474976710655.000000	0.997097	5921	7878327296.000000
281474976710655.000000	1.023764	5922	7879319552.000000
281474976710655.000000	1.000461	5923	7880411648.000000
281474976710655.000000	1.031653	5924	7881403392.000000
281474976710655.000000	1.013769	5925	7882495488.000000
281474976710655.000000	1.030409	5926	7883487232.000000
281474976710655.000000	1.024897	5927	7884579328.000000
281474976710655.000000	1.047505	5928	7885572096.000000
281474976710655.000000	1.028091	5929	7886663680.000000
281474976710655.000000	1.060342	5930	7887656448.000000
281474976710655.000000	1.051611	5931	7888746496.000000
281474976710655.000000	1.061663	5932	7889740288.000000
281474976710655.000000	1.059035	5933	7890828800.000000
281474976710655.000000	1.083172	5934	7891826688.000000
281474976710655.000000	1.083027	5935	7892909568.000000
281474976710655.000000	1.099139	5936	7893914624.000000
281474976710655.000000	1.078122	5937	7894991872.000000
281474976710655.000000	1.100502	5938	7896000000.000000
281474976710655.000000	1.088949	5939	7897073664.000000
281474976710655.000000	1.104625	5940	7898086912.000000
281474976710655.000000	1.097216	5941	7899153920.000000
281474976710655.000000	1.104720	5942	7900171264.000000
281474976710655.000000	1.104052	5943	7901235712.000000
281474976710655.000000	1.123253	5944	7902257664.000000
281474976710655.000000	1.098785	5945	7903318528.000000
281474976710655.000000	1.118691	5946	7904343040.000000
281474976710655.000000	1.116944	5947	7905400832.000000
281474976710655.000000	1.131227	5948	7906425344.000000
281474976710655.000000	1.131580	5949	7907484672.000000
281474976710655.000000	1.135584	5950	7908508672.000000
281474976710655.000000	1.130312	5951	7909571072.000000
281474976710655.000000	1.144769	5952	7910590464.000000
281474976710655.000000	1.147143	5953	7911657984.000000
281474976710655.000000	1.163362	5954	7912672768.000000
281474976710655.000000	1.157689	5955	7913742336.000000
281474976710655.000000	1.173485	5956	7914755072.000000
281474976710655.000000	1.158551	5957	7915829760.000000
281474976710655.000000	1.176540	5958	7916836352.000000
281474976710655.000000	1.165916	5959	7917914112.000000
281474976710655.000000	1.193498	5960	7918919168.000000
281474976710655.000000	1.177702	5961	7919998464.000000
281474976710655.000000	1.217387	5962	7921003008.000000
281474976710655.000000	1.212664	5963	7922082304.000000
281474976710655.000000	1.201539	5964	7923085312.000000
281474976710655.000000	1.204734	5965	7924166656.000000
281474976710655.000000	1.212110	5966	7925168128.000000
281474976710655.000000	1.221913	5967	7926251008.000000
281474976710655.000000	1.218692	5968	7927252992.000000
281474976710655.000000	1.225515	5969	7928334336.000000
281474976710655.000000	1.231806	5970	7929337344.000000
281474976710655.000000	1.236240	5971	7930418176.000000
281474976710655.000000	1.239960	5972	7931421184.000000
281474976710655.000000	1.236930	5973	7932499968.000000
281474976710655.000000	1.240213	5974	7933506048.000000
281474976710655.000000	1.251275	5975	7934582272.000000
281474976710655.000000	1.275504	5976	7935591936.000000
281474976710655.000000	1.253637	5977	7936664064.000000
281474976710655.000000	1.248251	5978	7937678848.000000
281474976710655.000000	1.257431	5979	7938746368.000000
281474976710655.000000	1.278606	5980	7939763712.000000
281474976710655.000000	1.271085	5981	7940828672.000000
281474976710655.000000	1.288007	5982	7941848064.000000
281474976710655.000000	1.259337	5983	7942911488.000000
281474976710655.000000	1.275181	5984	7943932928.000000
281474976710655.000000	1.255046	5985	7944993280.000000
281474976710655.000000	1.269433	5986	7946019840.000000
281474976710655.000000	1.285704	5987	7947075584.000000
281474976710655.000000	1.282937	5988	7948102656.000000
281474976710655.000000	1.302254	5989	7949159936.000000
281474976710655.000000	1.311868	5990	7950184960.000000
281474976710655.000000	1.316621	5991	7951244800.000000
281474976710655.000000	1.334431	5992	7952267264.000000
281474976710655.000000	1.320228	5993	7953329152.000000
281474976710655.000000	1.351123	5994	7954348032.000000
281474976710655.000000	1.307686	5995	7955416064.000000
281474976710655.000000	1.353734	5996	7956430336.000000
281474976710655.000000	1.328615	5997	7957500416.000000
281474976710655.000000	1.354907	5998	7958513152.000000
281474976710655.000000	1.335874	5999	7959585280.000000
281474976710655.000000	1.360756	6000	7960595968.000000
281474976710655.000000	1.342098	6001	7961670144.000000
281474976710655.000000	1.355010	6002	7962678784.000000
281474976710655.000000	1.353887	6003	7963753984.000000
281474976710655.000000	1.377970	6004	7964761600.000000
281474976710655.000000	1.353246	6005	7965838848.000000
281474976710655.000000	1.395644	6006	7966845952.000000
281474976710655.000000	1.368145	6007	7967921664.000000
281474976710655.000000	1.387255	6008	7968928768.000000
