num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
5861	7814.492725	31.296519	2.479626	0.478765	0.788910
5863	7816.578098	31.217556	2.460477	0.477651	0.619132
5865	7818.665579	30.704161	2.370728	0.472621	0.813614
5867	7820.750513	31.554225	2.305574	0.476213	0.705010
5869	7822.833243	30.665938	2.638418	0.474541	0.759442
5871	7824.917096	31.428570	3.880328	0.472767	0.721095
5873	7826.998798	32.600062	3.758129	0.442779	0.845243
5875	7829.078204	32.439052	2.328985	0.477286	0.876374
5877	7831.158829	31.684013	2.499581	0.465179	0.802773
5879	7833.240272	32.714132	2.163062	0.482701	0.786860
5881	7835.324092	32.868992	2.109188	0.476632	0.878192
5883	7837.406789	33.066265	2.204235	0.487713	0.771961
5885	7839.490274	33.233191	2.065023	0.478646	0.863088
5887	7841.575194	33.246978	2.014938	0.477483	0.822424
5889	7843.659287	33.351665	2.001704	0.477854	0.892465
5891	7845.743498	33.786152	2.871095	0.444826	0.847452
5893	7847.829303	33.877919	1.917082	0.483450	0.854720
5895	7849.914809	34.004231	1.893655	0.483585	0.889936
5897	7852.001822	34.245366	1.866865	0.479386	0.885638
5899	7854.090200	34.500279	1.926974	0.486270	0.894043
5901	7856.177423	35.414608	-0.790961	0.506761	0.911741
5903	7858.263331	33.871862	3.252164	0.474560	0.921285
5905	7860.347556	34.646536	1.698819	0.479801	0.986626
5907	7862.434094	34.849331	1.706804	0.481814	0.917771
5909	7864.515515	34.551412	2.062047	0.474346	0.910129
5911	7866.599243	35.411523	1.683732	0.487734	0.892225
5913	7868.681430	36.311389	0.276489	0.488088	0.945783
5915	7870.763735	34.819657	3.759589	0.476752	0.978851
5917	7872.845904	35.742939	1.649605	0.480406	0.971460
5919	7874.928153	35.524923	1.959746	0.467882	1.028342
5921	7877.008867	36.035112	1.533638	0.479354	1.003299
5923	7879.090649	36.137928	1.495259	0.479430	0.969375
5925	7881.174504	36.407830	1.409092	0.486902	0.986039
5927	7883.258461	36.599292	1.382339	0.479492	0.983787
5929	7885.343036	36.952726	2.290215	0.466290	1.030776
5931	7887.427424	36.686571	1.325747	0.481236	0.994482
5933	7889.511574	36.700042	2.044898	0.476381	1.042313
5935	7891.597156	37.392429	1.469621	0.500968	1.044832
5937	7893.684996	37.569211	-0.124293	0.490044	1.099190
5939	7895.770830	37.015578	1.728921	0.477230	1.034728
5941	7897.857769	37.362034	1.243522	0.483946	1.115426
5943	7899.942153	37.733283	1.127276	0.488535	1.111730
5945	7902.028367	38.326394	-1.088466	0.503411	1.096580
5947	7904.113709	38.323093	1.118712	0.498202	1.110705
5949	7906.196502	38.120378	1.087584	0.487083	1.127445
5951	7908.279751	37.935399	0.739603	0.481442	1.118225
5953	7910.361808	38.483444	1.049030	0.487656	1.095225
5955	7912.443807	38.973113	-2.218000	0.515829	1.101081
5957	7914.525992	38.720950	0.910420	0.483450	1.164493
5959	7916.607422	38.804608	0.870097	0.484244	1.198957
5961	7918.690221	38.929341	0.840087	0.484993	1.184592
5963	7920.773904	39.063175	0.810817	0.485633	1.187011
5965	7922.856630	38.953274	1.724407	0.475347	1.292079
5967	7924.939398	39.543851	0.859985	0.492699	1.175026
5969	7927.024367	39.652615	0.851886	0.489222	1.195232
5971	7929.108415	39.909756	0.842130	0.492416	1.178167
5973	7931.192569	39.910620	0.820071	0.489645	1.183862
5975	7933.277434	39.533332	1.692170	0.480539	1.215603
5977	7935.362633	39.901717	1.762146	0.484079	1.263409
5979	7937.449220	40.260049	1.700139	0.489321	1.221071
5981	7939.534576	40.111576	2.495517	0.496159	1.248177
5983	7941.619040	40.556004	0.737438	0.494294	1.313674
5985	7943.703963	40.670971	-0.058967	0.488304	1.184772
5987	7945.790274	40.764204	1.736583	0.490127	1.239880
5989	7947.873606	40.668297	0.701480	0.492461	1.263862
5991	7949.955958	40.823730	0.670942	0.492443	1.284603
5993	7952.038167	40.976601	1.925378	0.485955	1.315732
5995	7954.119404	41.229929	0.592140	0.491347	1.349160
5997	7956.201300	40.989392	1.737849	0.484556	1.336062
5999	7958.284054	41.483667	1.909572	0.487090	1.310967
6001	7960.367052	41.038131	3.795454	0.483797	1.315620
6003	7962.449948	41.671926	2.084441	0.483452	1.304493
6005	7964.532508	41.539795	1.841850	0.480518	1.323223
