time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
7923.089602	23.226164	0.014584	1.592579	76
7924.176220	21.338943	0.014631	1.458513	77
7925.173915	23.705078	0.014651	1.617989	78
7926.256485	21.807083	0.014667	1.486802	79
7927.257379	23.374615	0.014645	1.596049	80
7928.339205	21.370487	0.014631	1.460581	81
7929.343797	22.116341	0.014679	1.506623	82
7930.423818	21.516092	0.014660	1.467690	83
7931.425074	23.490013	0.014675	1.600717	84
7932.504560	21.170048	0.014585	1.451539	85
7933.510670	23.268768	0.014633	1.590186	86
7934.586752	22.084320	0.014637	1.508800	87
7935.596643	76.648560	0.014606	5.247882	88
7936.668762	21.788399	0.014637	1.488555	89
7937.683062	22.924871	0.014644	1.565429	90
7938.750910	21.914349	0.014631	1.497829	91
7939.767496	23.119480	0.014667	1.576301	92
7940.837610	21.605665	0.014614	1.478439	93
7941.824522	27.299768	0.014627	1.866351	94
7942.915735	21.810879	0.014644	1.489406	95
7943.937537	22.606783	0.014667	1.541378	96
7945.003594	20.251524	0.014615	1.385700	97
7946.024548	22.294653	0.014634	1.523532	98
7947.079236	22.235033	0.014646	1.518146	99
7948.107198	22.693962	0.014633	1.550866	100
7949.165140	22.165371	0.014673	1.510654	101
7950.191610	22.423256	0.014597	1.536204	102
7951.249692	21.721537	0.014627	1.485048	103
7952.271010	23.071974	0.014665	1.573316	104
7953.334374	22.021576	0.014668	1.501366	105
7954.352868	23.058229	0.014599	1.579412	106
7955.420054	21.562817	0.014676	1.469237	107
7956.434172	23.280306	0.014655	1.588513	108
7957.504207	21.473772	0.014665	1.464282	109
7958.517690	22.756697	0.014633	1.555167	110
7959.589741	21.329231	0.014639	1.457016	111
7960.600058	22.233032	0.014636	1.519112	112
7961.674185	21.506420	0.014681	1.464926	113
7962.683679	22.704901	0.014612	1.553805	114
7963.758133	21.186533	0.014611	1.450057	115
7964.767836	22.924673	0.014637	1.566162	116
7965.843938	20.977556	0.014669	1.430027	117
7966.851781	22.660662	0.014632	1.548725	118
7967.925598	21.733883	0.014661	1.482452	119
7968.933249	22.746244	0.014630	1.554722	120
