num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3121	3301.793007	35.514642	-1.231942	3.589931	7.964181
3123	3303.872865	35.460857	-1.248665	3.590569	8.739280
3125	3305.955534	35.583861	-1.203606	3.596664	8.032685
3127	3308.039205	36.226218	-1.354898	3.582921	8.794693
3129	3310.125704	36.129490	-1.272207	3.593038	8.304938
3131	3312.208828	36.479568	-1.287758	3.594051	8.900074
3133	3314.293607	36.613812	-1.263542	3.598681	8.434371
3135	3316.379909	37.182295	-1.310338	3.595243	9.030449
3137	3318.461730	37.497421	-1.281786	3.599041	9.113464
3139	3320.548223	37.695610	2.082665	3.581381	9.469819
3141	3322.631473	38.522253	-1.324219	3.585367	9.652791
3143	3324.716986	37.395011	1.092697	3.581524	9.143292
3145	3326.802693	38.546740	-1.385024	3.594735	9.850624
3147	3328.888648	39.112141	-1.323805	3.595432	9.541365
3149	3330.976017	39.443617	-1.335113	3.595222	10.499563
3151	3333.061373	39.857711	-1.341275	3.595532	9.937375
3153	3335.148329	40.114820	-1.444239	3.589411	10.557763
3155	3337.232931	40.606519	-1.298866	3.598630	11.314135
3157	3339.318707	40.652859	-1.331111	3.597954	10.985322
3159	3341.404218	41.017793	-1.323080	3.599129	11.021999
3161	3343.488851	41.719239	2.830558	3.574219	11.684024
3163	3345.573586	41.705260	-1.385981	3.597180	11.380157
3165	3347.659692	41.797470	-1.500812	3.588710	11.561454
3167	3349.742557	42.357067	-1.390912	3.598312	12.006242
3169	3351.827007	42.873080	-1.336995	3.603547	11.668408
3171	3353.911358	43.053379	-1.434961	3.599218	11.635310
3173	3355.996168	43.137996	-1.486700	3.591181	12.492281
3175	3358.078940	43.819447	-1.402524	3.602892	12.548188
3177	3360.163512	43.993326	-1.431055	3.600612	12.054357
3179	3362.246230	44.104731	-1.505546	3.594497	12.730284
3181	3364.329879	44.833151	-1.415826	3.602770	13.071411
3183	3366.413803	45.052750	-1.440869	3.601078	13.782132
3185	3368.497576	45.478974	-1.428210	3.602654	13.450462
3187	3370.579291	45.615284	-1.471188	3.600790	13.825503
3189	3372.662097	46.361344	-1.647780	3.592608	13.703422
3191	3374.744884	46.204061	-1.479825	3.599632	13.523397
3193	3376.827343	46.838724	-1.603567	3.591088	13.944094
3195	3378.909807	46.846275	-1.421596	3.601916	14.065801
3197	3380.993846	47.093906	-1.530374	3.598779	14.058819
3199	3383.076580	47.335078	-1.506748	3.598942	14.196403
3201	3385.160470	47.616169	-1.509702	3.599481	14.168913
3203	3387.243893	48.023574	-1.462496	3.604088	14.717898
3205	3389.328331	48.223955	-1.557803	3.600109	15.293790
3207	3391.412301	48.175623	-1.573905	3.594143	15.199492
3209	3393.495706	48.850684	-1.512978	3.605301	15.503021
3211	3395.579753	48.827647	-1.652578	3.601859	15.880878
3213	3397.664265	49.446329	2.785214	3.589064	15.693618
3215	3399.748349	50.225570	-1.585906	3.593776	15.394717
3217	3401.833457	49.959743	-1.580895	3.604248	15.299337
3219	3403.917151	50.872872	-1.565656	3.596648	16.294671
3221	3406.002410	50.367820	-1.602338	3.602254	15.878612
3223	3408.087482	50.620804	-1.608190	3.598565	16.781539
3225	3410.172188	51.059026	-1.585948	3.604740	16.581292
3227	3412.256976	51.245206	-1.627767	3.602412	17.216877
3229	3414.341729	51.468144	-1.611132	3.602268	17.647749
3231	3416.428267	51.844991	-1.778361	3.595888	16.985498
3233	3418.513384	51.994689	-1.626785	3.602294	17.366478
3235	3420.597845	52.540260	-1.576266	3.605453	18.013928
3237	3422.682826	53.193275	-1.753120	3.597652	18.069299
3239	3424.767547	52.501853	-1.850943	3.592987	17.505635
3241	3426.852032	52.960911	-1.660665	3.603234	17.910544
3243	3428.935723	53.227547	-1.676704	3.603670	18.418552
3245	3431.019165	53.712391	-1.631257	3.609359	18.146701
3247	3433.103290	53.726591	-1.726377	3.603576	18.606932
3249	3435.187567	54.197443	-1.658033	3.609689	18.725746
