time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
3306.129967	38.974155	0.019645	1.983944	52
3307.174139	38.375481	0.019646	1.953317	53
3308.213866	38.735775	0.019700	1.966285	54
3309.257484	39.448177	0.019625	2.010132	55
3310.301384	38.817410	0.019616	1.978815	56
3311.341334	38.208931	0.019558	1.953575	57
3312.386387	39.679344	0.019639	2.020422	58
3313.427987	39.584011	0.019609	2.018714	59
3314.469665	39.865871	0.019610	2.032916	60
3315.509275	39.959244	0.019648	2.033712	61
3316.555581	41.193779	0.019607	2.100947	62
3317.593842	41.245716	0.019617	2.102523	63
3318.636673	40.543980	0.019620	2.066459	64
3319.679391	40.183834	0.019663	2.043641	65
3320.722896	40.943073	0.019608	2.088061	66
3321.765564	40.995193	0.019612	2.090304	67
3322.806798	40.768620	0.019605	2.079506	68
3323.848591	41.741806	0.019641	2.125243	69
3324.893361	43.133648	0.019645	2.195676	70
3325.930367	42.452904	0.019632	2.162428	71
3326.979248	41.576965	0.019610	2.120177	72
3328.020440	43.334015	0.019592	2.211811	73
3329.064312	41.873585	0.019560	2.140767	74
3330.097011	42.594215	0.019635	2.169293	75
3331.151024	41.929615	0.019648	2.134063	76
3332.178854	43.870895	0.019625	2.235509	77
3333.236790	42.348640	0.019612	2.159362	78
3334.265636	44.189613	0.019607	2.253790	79
3335.323093	42.753769	0.019657	2.174966	80
3336.342781	45.003044	0.019606	2.295416	81
3337.407416	42.175129	0.019595	2.152318	82
3338.426976	44.649666	0.019600	2.278062	83
3339.493574	42.673447	0.019595	2.177730	84
3340.509491	45.323299	0.019590	2.313554	85
3341.580489	43.314754	0.019647	2.204597	86
3342.593709	45.659607	0.019587	2.331084	87
3343.664799	43.158916	0.019651	2.196267	88
3344.677533	45.935684	0.019607	2.342859	89
3345.749166	43.232254	0.019597	2.206088	90
3346.762198	45.820663	0.019556	2.343007	91
3347.836097	43.914124	0.019605	2.239963	92
3348.845599	46.914497	0.019585	2.395459	93
3349.917758	43.661144	0.019576	2.230311	94
3350.929451	46.939606	0.019598	2.395132	95
3352.002982	44.000607	0.019646	2.239722	96
3353.015309	47.264008	0.019596	2.411959	97
3354.085776	44.827023	0.019639	2.282542	98
3355.098032	47.487495	0.019642	2.417694	99
3356.171546	44.840393	0.019568	2.291487	100
3357.183449	47.921074	0.019592	2.445970	101
3358.254985	44.748680	0.019625	2.280136	102
3359.267614	47.489529	0.019659	2.415656	103
3360.344453	44.642178	0.019590	2.278828	104
3361.352354	47.211887	0.019579	2.411389	105
3362.421628	45.631706	0.019588	2.329612	106
3363.437820	47.806160	0.019595	2.439678	107
3364.504509	45.708740	0.019612	2.330601	108
3365.523159	47.740841	0.019624	2.432739	109
3366.588681	46.004681	0.019638	2.342667	110
3367.607993	47.780560	0.019594	2.438488	111
3368.673604	46.398876	0.019624	2.364377	112
3369.691939	47.988007	0.019595	2.448984	113
3370.754606	46.823631	0.019591	2.390026	114
3371.780110	48.006268	0.019598	2.449510	115
3372.836710	46.756542	0.019569	2.389282	116
3373.866387	47.103592	0.019589	2.404648	117
3374.920410	46.910778	0.019589	2.394747	118
3375.953671	47.381721	0.019590	2.418608	119
3377.002691	46.676422	0.019594	2.382128	120
3378.036787	47.627068	0.019556	2.435393	121
3379.085972	47.606396	0.019591	2.429958	122
3380.122647	47.562313	0.019586	2.428364	123
3381.169222	47.682610	0.019606	2.432031	124
3382.207159	47.739487	0.019583	2.437848	125
3383.251629	48.693665	0.019619	2.482012	126
3384.292542	45.289276	0.019597	2.311030	127
3385.336046	48.018208	0.019599	2.449993	128
3386.376180	47.880402	0.019588	2.444372	129
3387.419846	48.653854	0.019648	2.476318	130
3388.460991	47.791588	0.019598	2.438566	131
3389.504329	47.135727	0.019586	2.406609	132
3390.544797	48.157928	0.019629	2.453402	133
3391.587634	48.243683	0.019593	2.462273	134
3392.629773	47.513386	0.019598	2.424373	135
3393.672720	48.332775	0.019594	2.466740	136
3394.714116	47.762821	0.019578	2.439604	137
3395.755757	48.909588	0.019608	2.494358	138
3396.797728	47.951283	0.019597	2.446837	139
3397.838527	49.011440	0.019604	2.500138	140
3398.880679	48.490677	0.019618	2.471806	141
3399.923330	48.845818	0.019618	2.489883	142
3400.965304	48.017704	0.019604	2.449323	143
3402.008250	48.520267	0.019571	2.479132	144
3403.048655	47.392960	0.019561	2.422803	145
3404.092307	48.923870	0.019591	2.497243	146
3405.131005	48.610420	0.019631	2.476249	147
3406.181335	48.204552	0.019629	2.455762	148
3407.215920	48.297039	0.019612	2.462680	149
3408.262680	48.424740	0.019578	2.473485	150
3409.298399	47.721024	0.019525	2.444120	151
3410.348149	48.363186	0.019614	2.465693	152
3411.380875	48.173183	0.019593	2.458703	153
3412.432531	48.678413	0.019587	2.485189	154
3413.462669	48.740257	0.019599	2.486824	155
3414.516671	48.786407	0.019608	2.488081	156
3415.545636	48.537846	0.019597	2.476824	157
3416.603391	48.253414	0.019619	2.459554	158
3417.629641	48.918835	0.019643	2.490413	159
3418.688878	47.899731	0.019586	2.445585	160
3419.711915	48.824318	0.019626	2.487704	161
3420.772482	48.297607	0.019589	2.465539	162
3421.795013	49.228809	0.019620	2.509154	163
3422.858149	47.655621	0.019606	2.430691	164
3423.878814	48.352798	0.019597	2.467385	165
3424.942285	47.926304	0.019608	2.444176	166
3425.961743	48.102730	0.019565	2.458645	167
3427.027273	47.615391	0.019629	2.425782	168
3428.044835	48.463589	0.019587	2.474308	169
3429.110876	47.716057	0.019585	2.436356	170
3430.129057	48.512745	0.019624	2.472064	171
3431.195873	47.850761	0.019582	2.443616	172
3432.212678	49.134842	0.019575	2.510030	173
3433.278756	47.912258	0.019550	2.450811	174
3434.297046	48.613514	0.019589	2.481644	175
3435.364001	47.383018	0.019582	2.419773	176
3436.380911	48.459457	0.019585	2.474367	177
3437.449404	46.596672	0.019578	2.380016	178
