crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	14.419602	2031	2164695296.000000
281474976710655.000000	14.315675	2032	2165719808.000000
281474976710655.000000	14.687925	2033	2166780928.000000
281474976710655.000000	14.646362	2034	2167801856.000000
281474976710655.000000	14.633264	2035	2168866560.000000
281474976710655.000000	14.799489	2036	2169886208.000000
281474976710655.000000	14.544321	2037	2170951168.000000
281474976710655.000000	14.556406	2038	2171969536.000000
281474976710655.000000	14.639673	2039	2173035776.000000
281474976710655.000000	14.986528	2040	2174054656.000000
281474976710655.000000	15.190969	2041	2175121152.000000
281474976710655.000000	14.530633	2042	2176138752.000000
281474976710655.000000	15.677134	2043	2177204992.000000
281474976710655.000000	15.101647	2044	2178221824.000000
281474976710655.000000	14.856703	2045	2179289856.000000
281474976710655.000000	15.102551	2046	2180307200.000000
281474976710655.000000	15.631518	2047	2181372416.000000
281474976710655.000000	15.393085	2048	2182390784.000000
281474976710655.000000	15.159357	2049	2183457792.000000
281474976710655.000000	15.086441	2050	2184475392.000000
281474976710655.000000	15.414915	2051	2185540864.000000
281474976710655.000000	15.559724	2052	2186560000.000000
281474976710655.000000	15.844159	2053	2187624704.000000
281474976710655.000000	16.165958	2054	2188645120.000000
281474976710655.000000	16.125322	2055	2189708288.000000
281474976710655.000000	15.571100	2056	2190729216.000000
281474976710655.000000	15.908082	2057	2191791104.000000
281474976710655.000000	16.302004	2058	2192814336.000000
281474976710655.000000	15.912129	2059	0.000000
281474976710655.000000	16.106258	2060	0.000000
281474976710655.000000	16.786804	2061	0.000000
281474976710655.000000	17.310699	2062	0.000000
281474976710655.000000	16.271441	2063	0.000000
281474976710655.000000	16.368807	2064	0.000000
281474976710655.000000	16.067446	2065	0.000000
281474976710655.000000	15.051611	2066	0.000000
281474976710655.000000	16.631447	2067	0.000000
281474976710655.000000	15.774370	2068	0.000000
281474976710655.000000	16.650446	2069	0.000000
281474976710655.000000	16.074024	2070	0.000000
281474976710655.000000	15.569755	2071	0.000000
281474976710655.000000	15.545913	2072	0.000000
281474976710655.000000	15.755497	2073	0.000000
281474976710655.000000	14.948163	2074	0.000000
281474976710655.000000	16.187370	2075	0.000000
281474976710655.000000	16.630314	2076	0.000000
281474976710655.000000	16.215704	2077	0.000000
281474976710655.000000	15.913795	2078	0.000000
281474976710655.000000	15.189300	2079	0.000000
281474976710655.000000	15.802599	2080	0.000000
281474976710655.000000	14.522742	2081	0.000000
281474976710655.000000	15.338093	2082	0.000000
281474976710655.000000	15.878173	2083	0.000000
281474976710655.000000	15.629844	2084	0.000000
281474976710655.000000	7.647658	2085	0.000000
281474976710655.000000	7.560709	2086	0.000000
281474976710655.000000	7.784217	2087	0.000000
281474976710655.000000	7.014445	2088	0.000000
281474976710655.000000	6.099280	2089	0.000000
281474976710655.000000	6.712184	2090	0.000000
