time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2142.804222	40.471474	0.024157	1.675344	218
2143.848697	41.223778	0.024164	1.705991	219
2144.889317	40.579659	0.024162	1.679507	220
2145.934200	41.038574	0.024168	1.698058	221
2146.972935	40.328056	0.024223	1.664856	222
2148.017595	40.959072	0.024109	1.698933	223
2149.057013	56.065201	0.024216	2.315258	224
2150.102919	41.409035	0.024149	1.714738	225
2151.140308	40.141144	0.024163	1.661243	226
2152.188176	41.047966	0.024195	1.696554	227
2153.224543	39.942265	0.024186	1.651487	228
2154.274174	40.291340	0.024160	1.667717	229
2155.306917	40.089783	0.024105	1.663099	230
2156.360785	39.766262	0.024162	1.645791	231
2157.391108	39.828793	0.024145	1.649583	232
2158.445129	40.076469	0.024204	1.655813	233
2159.474826	39.474606	0.024117	1.636780	234
2160.530877	39.344326	0.024159	1.628580	235
2161.558943	39.002651	0.024152	1.614865	236
2162.614991	39.687130	0.024142	1.643876	237
2163.643338	39.223835	0.024162	1.623373	238
2164.702195	38.915443	0.024154	1.611113	239
2165.726622	39.052696	0.024154	1.616819	240
2166.787797	38.800488	0.024208	1.602807	241
2167.808551	39.681408	0.024203	1.639556	242
2168.872853	38.519234	0.024153	1.594830	243
2169.891678	37.759178	0.024141	1.564103	244
2170.956935	35.402287	0.024180	1.464127	245
2171.974315	39.062473	0.024076	1.622457	246
2173.043288	37.513199	0.024106	1.556162	247
2174.060625	38.341351	0.024159	1.587045	248
2175.127149	37.095467	0.024096	1.539456	249
2176.144706	35.673920	0.024156	1.476843	250
2177.211946	37.984020	0.024194	1.569967	251
2178.229649	38.038841	0.024172	1.573699	252
2179.295365	35.469254	0.024152	1.468586	253
2180.312685	37.786457	0.024161	1.563933	254
2181.379454	37.535072	0.024163	1.553380	255
2182.396771	36.011726	0.024154	1.490898	0
2183.463773	36.939003	0.024156	1.529161	1
2184.481701	37.486679	0.024147	1.552458	2
2185.547504	37.110878	0.024200	1.533479	3
2186.567418	37.447945	0.024145	1.550987	4
2187.631768	37.144283	0.024164	1.537151	5
2188.651169	37.694649	0.024150	1.560843	6
2189.714810	36.680954	0.024152	1.518763	7
2190.736359	36.934696	0.024158	1.528867	8
2191.798597	35.363972	0.024141	1.464888	9
2192.820475	36.857788	0.024151	1.526149	10
