time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5503.498403	57.079201	0.019581	2.915025	78
5504.516185	59.733589	0.019594	3.048586	79
5505.583155	57.021484	0.019512	2.922379	80
5506.600354	60.060509	0.019572	3.068702	81
5507.665535	57.894745	0.019582	2.956560	82
5508.684899	60.349205	0.019573	3.083259	83
5509.747413	58.508945	0.019597	2.985606	84
5510.768496	60.708786	0.019574	3.101473	85
5511.827663	58.968430	0.019559	3.014887	86
5512.855574	61.175449	0.019562	3.127307	87
5513.911003	60.234032	0.019596	3.073717	88
5514.940967	61.615498	0.019609	3.142220	89
5515.994823	59.978878	0.019544	3.068955	90
5517.026195	61.367607	0.019562	3.137036	91
5518.074044	60.491085	0.019615	3.083846	92
5519.113091	62.427490	0.019609	3.183643	93
5520.158215	62.054115	0.019597	3.166502	94
5521.196143	63.043285	0.019612	3.214575	95
5522.243831	62.854336	0.019608	3.205544	96
5523.279299	63.862553	0.019570	3.263247	97
5524.329172	62.639095	0.019563	3.201847	98
5525.359766	64.367317	0.019567	3.289604	99
5526.412721	62.619953	0.019604	3.194289	100
5527.438600	65.401886	0.019595	3.337690	101
5528.502284	62.709373	0.019599	3.199629	102
5529.521023	65.488899	0.019571	3.346167	103
5530.587513	62.884892	0.019602	3.208106	104
5531.604268	65.695526	0.019569	3.357169	105
5532.672007	63.225739	0.019584	3.228479	106
5533.687837	65.667137	0.019532	3.362050	107
5534.755146	64.059258	0.019577	3.272128	108
5535.772628	66.091599	0.019588	3.374099	109
5536.835846	64.600555	0.019606	3.294881	110
5537.859420	66.182091	0.019600	3.376584	111
5538.918621	65.184532	0.019594	3.326727	112
5539.943594	65.845482	0.019528	3.371868	113
5541.000410	64.969841	0.019534	3.326071	114
5542.029983	66.093666	0.019571	3.377118	115
5543.083302	65.656807	0.019542	3.359770	116
5544.112568	66.201721	0.019606	3.376633	117
5545.167837	65.294037	0.019516	3.345673	118
5546.197622	65.923981	0.019525	3.376406	119
5547.251817	66.125687	0.019579	3.377394	120
