time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5419.077716	38.886932	0.019626	1.981444	253
5420.157589	35.886497	0.019601	1.830808	254
5421.164014	40.184204	0.019614	2.048743	255
5422.240113	37.605553	0.019635	1.915209	0
5423.247133	40.486980	0.019600	2.065702	1
5424.322690	36.931183	0.019610	1.883268	2
5425.330362	37.983994	0.019718	1.926368	3
5426.404596	38.254890	0.019590	1.952792	4
5427.413233	41.297298	0.019605	2.106492	5
5428.490374	38.531269	0.019638	1.962054	6
5429.501412	41.441387	0.019598	2.114565	7
5430.564022	37.802048	0.019583	1.930336	8
5431.583588	41.964394	0.019581	2.143097	9
5432.655387	39.366314	0.019561	2.012524	10
5433.671100	48.068920	0.019584	2.454445	11
5434.733097	38.930801	0.019605	1.985730	12
5435.760126	42.148941	0.019589	2.151667	13
5436.812448	41.674858	0.019621	2.123966	14
5437.847445	43.052513	0.019617	2.194602	15
5438.893685	42.486397	0.019628	2.164623	16
5439.932252	42.807732	0.019621	2.181737	17
5440.976590	42.261497	0.019605	2.155649	18
5442.014714	43.741074	0.019578	2.234170	19
5443.063707	43.988419	0.019618	2.242246	20
5444.091599	45.467651	0.019584	2.321641	21
5445.154915	42.726028	0.019603	2.179606	22
5446.172684	47.731277	0.019570	2.438961	23
5447.242273	43.528404	0.019624	2.218114	24
5448.250329	45.618393	0.019569	2.331156	25
5449.327775	43.597847	0.019589	2.225672	26
5450.335873	46.516586	0.019591	2.374419	27
5451.408377	44.375790	0.019573	2.267140	28
5452.421817	46.901371	0.019583	2.394955	29
5453.490137	45.731922	0.019584	2.335174	30
5454.505490	47.085823	0.019536	2.410268	31
5455.571701	44.942745	0.019587	2.294511	32
5456.595114	47.800751	0.019599	2.438997	33
5457.651522	45.871735	0.019589	2.341658	34
5458.680713	47.252155	0.019579	2.413373	35
5459.733108	46.593845	0.019625	2.374235	36
5460.767321	50.074390	0.019611	2.553438	37
5461.812778	48.939350	0.019619	2.494443	38
5462.852362	49.997429	0.019625	2.547627	39
5463.900930	48.748547	0.019564	2.491784	40
5464.935449	50.111557	0.019619	2.554221	41
5465.986322	49.105595	0.019585	2.507341	42
5467.019052	50.110577	0.019607	2.555800	43
5468.067336	49.294689	0.019617	2.512871	44
5469.102527	51.162491	0.019564	2.615132	45
5470.151709	49.534298	0.019583	2.529476	46
5471.183488	51.340469	0.019585	2.621424	47
5472.237663	49.858376	0.019586	2.545596	48
5473.262391	51.567505	0.019573	2.634625	49
5474.322443	50.221664	0.019581	2.564830	50
5475.345944	53.098492	0.019621	2.706178	51
5476.410573	50.236202	0.019553	2.569286	52
5477.426528	53.624844	0.019573	2.739725	53
5478.497074	50.939117	0.019605	2.598236	54
5479.507219	52.959427	0.019527	2.712149	55
5480.580502	51.303741	0.019553	2.623842	56
5481.591397	54.974796	0.019605	2.804079	57
5482.663010	51.864304	0.019579	2.648992	58
5483.684764	55.452316	0.019537	2.838321	59
5484.743161	52.888912	0.019545	2.705965	60
5485.765465	54.753983	0.019573	2.797359	61
5486.822347	54.508007	0.019622	2.777852	62
5487.854161	55.325890	0.019603	2.822296	63
5488.903538	53.798737	0.019531	2.754524	64
5489.939678	55.497047	0.019584	2.833802	65
5490.987054	55.246479	0.019583	2.821121	66
5492.023860	56.032398	0.019580	2.861775	67
5493.071164	55.893784	0.019608	2.850498	68
5494.106919	56.698860	0.019569	2.897402	69
5495.156824	55.788406	0.019601	2.846249	70
5496.186277	56.850925	0.019570	2.905073	71
5497.242397	55.923832	0.019575	2.856910	72
5498.269570	58.027683	0.019566	2.965698	73
5499.329455	56.612442	0.019613	2.886406	74
5500.351050	58.540466	0.019605	2.986014	75
5501.413289	55.611526	0.019556	2.843773	76
5502.433520	58.919075	0.019607	3.005002	77
