time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
6417.714941	22.816320	0.014643	1.558215	51
6418.784843	21.197844	0.014638	1.448112	52
6419.800944	23.002407	0.014646	1.570596	53
6420.865576	20.777792	0.014631	1.420120	54
6421.886997	21.554722	0.014632	1.473086	55
6422.949374	21.425323	0.014673	1.460199	56
6423.972603	22.232641	0.014687	1.513780	57
6425.031993	21.754032	0.014627	1.487216	58
6426.058894	21.936638	0.014648	1.497582	59
6427.118591	21.485716	0.014657	1.465919	60
6428.143065	22.072304	0.014630	1.508673	61
6429.200934	21.819723	0.014651	1.489251	62
6430.227567	22.248539	0.014614	1.522450	63
6431.285310	21.891453	0.014628	1.496496	64
6432.311745	21.778858	0.014658	1.485804	65
6433.369828	21.686647	0.014603	1.485125	66
6434.392546	22.354921	0.014637	1.527262	67
6435.460295	21.844919	0.014638	1.492332	68
6436.472025	23.120609	0.014647	1.578495	69
6437.541443	21.253233	0.014663	1.449479	70
6438.555690	23.138424	0.014631	1.581462	71
6439.630131	21.299536	0.014646	1.454289	72
6440.635041	22.984020	0.014640	1.569928	73
6441.711196	21.771664	0.014651	1.485974	74
6442.722950	22.975033	0.014634	1.569924	75
6443.797222	21.672998	0.014649	1.479517	76
6444.805091	23.220839	0.014634	1.586760	77
6445.885097	21.021009	0.014708	1.429191	78
6446.887644	23.230925	0.014635	1.587324	79
6447.966737	21.747406	0.014634	1.486082	80
6448.970931	23.550045	0.014665	1.605874	81
6450.048645	22.157421	0.014646	1.512913	82
6451.057211	23.209471	0.014654	1.583808	83
6452.134750	21.161282	0.014643	1.445123	84
6453.139908	23.516544	0.014654	1.604792	85
6454.215824	21.996042	0.014651	1.501288	86
6455.227947	23.004147	0.014615	1.573985	87
6456.299600	22.035328	0.014674	1.501639	88
6457.319664	22.520407	0.014606	1.541881	89
6458.378698	22.400816	0.014736	1.520182	90
6459.398654	23.170391	0.014657	1.580860	91
6460.460805	22.414539	0.014680	1.526883	92
6461.484601	22.265135	0.014645	1.520330	93
6462.544245	21.885656	0.014650	1.493924	94
6463.570947	22.323366	0.014603	1.528693	95
6464.631423	22.205082	0.014627	1.518085	96
6465.654090	22.877493	0.014656	1.561001	97
6466.711449	22.513752	0.014639	1.537900	98
6467.742000	22.443581	0.014638	1.533214	99
