num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4809	6306.016904	24.800037	-0.982007	3.514113	0.451697
4811	6308.105101	24.614458	-1.025681	3.512719	0.512855
4813	6310.190266	24.467264	0.190884	3.516004	0.481236
4815	6312.273335	25.394530	2.910795	3.516211	0.596497
4817	6314.357362	25.935720	2.353242	3.495645	0.545723
4819	6316.439707	26.193913	2.102448	3.497366	0.511737
4821	6318.524695	26.458754	1.470339	3.486036	0.582521
4823	6320.608227	27.752710	-0.762584	3.519639	0.601886
4825	6322.695468	26.523547	2.439954	3.490745	0.572922
4827	6324.779223	28.170233	-0.755193	3.518211	0.541287
4829	6326.863330	27.107570	1.659513	3.480882	0.661424
4831	6328.945239	28.398490	-0.815568	3.517564	0.560993
4833	6331.028041	26.358993	-1.132872	3.509036	0.579867
4835	6333.106660	28.576000	-1.402591	3.503912	0.632593
4837	6335.187154	28.505399	-1.276346	3.511578	0.520608
4839	6337.265019	27.351001	-1.083153	3.520766	0.613978
4841	6339.346420	28.321072	-1.096540	3.522594	0.635129
4843	6341.427824	27.556044	-1.399033	3.529361	0.584863
4845	6343.515860	29.186542	-1.389843	3.495207	0.645531
4847	6345.599088	27.198419	-0.038124	3.509677	0.663396
4849	6347.687228	27.973296	-1.107672	3.519036	0.608848
4851	6349.776706	29.086670	-1.023543	3.518338	0.620853
4853	6351.864460	27.742368	1.910234	3.498627	0.616156
4855	6353.947649	29.808974	-0.825129	3.524762	0.603705
4857	6356.033867	28.378711	1.313063	3.494466	0.616408
4859	6358.123145	28.579462	2.417228	3.489384	0.642157
4861	6360.206408	32.007136	-1.474062	3.503566	0.648153
4863	6362.290438	29.245358	-1.115218	3.517576	0.636683
4865	6364.374742	30.672627	-1.011525	3.519834	0.700063
4867	6366.458156	29.376967	1.371717	3.496241	0.683127
4869	6368.540672	31.245391	-0.895179	3.524943	0.712305
4871	6370.621825	31.420322	-0.913377	3.525129	0.622622
4873	6372.702355	32.187225	-1.580824	3.498471	0.730368
4875	6374.783287	30.636476	-1.171675	3.517498	0.731408
4877	6376.865807	31.067092	-1.427660	3.508756	0.754247
4879	6378.944795	31.014938	-1.095473	3.523747	0.701669
4881	6381.026914	31.431468	-1.387373	3.511291	0.759146
4883	6383.115894	31.180724	-1.013969	3.529235	0.752442
4885	6385.201448	31.064526	1.617912	3.497832	0.746810
4887	6387.289210	31.084531	3.559690	3.501682	0.783933
4889	6389.375425	33.373018	-1.496662	3.500358	0.807141
4891	6391.464060	31.601103	0.138802	3.514622	0.767640
4893	6393.548611	32.827139	-1.116819	3.524583	0.762686
4895	6395.635442	31.716653	2.242317	3.502071	0.865089
4897	6397.720088	34.787623	-1.680654	3.491655	0.825210
4899	6399.806470	32.342446	-0.178892	3.516787	0.841328
4901	6401.889666	32.447340	1.624251	3.497818	0.860650
4903	6403.973896	32.531384	4.919374	3.506101	0.862806
4905	6406.056788	32.849143	-1.321372	3.516816	0.864452
4907	6408.142142	32.520120	-0.804496	3.520982	0.872144
4909	6410.224632	35.878355	-1.756668	3.491893	0.854239
4911	6412.308786	34.328274	-1.161703	3.520483	0.845868
4913	6414.389858	34.707476	-1.160851	3.523553	0.858298
4915	6416.474609	33.856746	1.768420	3.502342	0.937412
4917	6418.551960	33.634617	2.922335	3.504071	0.920245
4919	6420.632878	35.081420	-1.420870	3.510684	0.933765
4921	6422.716354	33.974111	-1.006441	3.523546	0.846471
4923	6424.798407	34.048355	2.064923	3.500005	0.953381
4925	6426.881944	34.571539	2.637617	3.499272	0.901653
4927	6428.964267	35.015787	-1.346095	3.512256	0.956656
4929	6431.051178	35.015453	-0.542296	3.516418	0.942641
4931	6433.136154	35.194693	-1.410247	3.522347	1.008772
4933	6435.224585	34.877188	1.846399	3.506309	1.006328
4935	6437.308267	35.280748	1.769636	3.504356	0.992156
4937	6439.394698	36.990072	-1.515518	3.510246	1.001647
4939	6441.477995	35.859554	1.302198	3.503188	0.980414
4941	6443.563761	35.579582	3.704176	3.501533	0.980888
4943	6445.649891	37.931211	-1.731784	3.501505	1.001929
4945	6447.732356	37.151582	-1.599417	3.514582	1.038046
4947	6449.815567	36.155264	1.083180	3.504818	1.001280
4949	6451.899990	38.073748	-1.560536	3.508884	1.008994
4951	6453.982968	36.436615	1.115543	3.504067	1.015245
4953	6456.065418	37.942193	-1.701297	3.504203	1.053872
4955	6458.146012	37.195597	-0.842374	3.517676	1.087472
4957	6460.228245	37.234273	2.923642	3.505491	1.119305
4959	6462.310089	37.777581	-1.548526	3.512815	1.090227
4961	6464.393256	37.567656	-1.582832	3.510218	1.052055
4963	6466.476328	37.651710	-1.641815	3.509357	1.071773
4965	6468.560506	37.876781	-1.473829	3.518680	1.063945
4967	6470.643772	37.866176	-1.468515	3.518643	1.168005
4969	6472.729206	37.695119	-1.498058	3.519530	1.199397
