num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3303	4733.465345	51.280569	-3.069222	3.493085	2.112085
3305	4735.548222	51.207573	-3.092814	3.492547	2.054165
3307	4737.631228	51.130545	-3.099249	3.491942	2.060694
3309	4739.713782	51.078628	-3.111062	3.491460	2.082530
3311	4741.796862	51.000641	-3.139651	3.490708	2.004976
3313	4743.878462	50.913364	-3.146644	3.489831	2.060934
3315	4745.960914	50.865350	-3.156545	3.489177	2.020939
3317	4748.043087	50.839483	-3.172359	3.488137	2.036202
3319	4750.124606	50.776470	-3.183530	3.487661	1.950771
3321	4752.206526	50.743250	-3.188256	3.487725	2.014249
3323	4754.287336	50.705895	-3.200986	3.487600	2.066078
3325	4756.368068	50.651804	-3.205185	3.488087	1.948208
3327	4758.449184	50.600857	-3.224474	3.488369	1.910191
3329	4760.529628	50.526086	-3.238150	3.488733	1.959549
3331	4762.611513	50.420834	-3.259747	3.488848	2.003987
3333	4764.693813	50.287891	-3.258990	3.488611	1.921700
3335	4766.775635	50.174261	-3.289326	3.487692	1.963592
3337	4768.858228	50.087192	-3.298756	3.487144	2.054752
3339	4770.941314	49.993807	-3.301377	3.485941	2.026825
3341	4773.024735	49.894626	-3.319615	3.484960	1.940694
3343	4775.108279	49.864239	-3.319216	3.484063	1.973667
3345	4777.192188	49.786052	-3.331687	3.483399	1.975666
3347	4779.274884	49.759049	-3.341406	3.482166	1.935796
3349	4781.358315	49.686755	-3.354920	3.481533	1.964520
3351	4783.441023	49.602899	-3.374954	3.480885	1.943870
3353	4785.523787	49.531690	-3.383160	3.480453	1.967771
3355	4787.605277	49.444278	-3.393190	3.479902	1.978413
3357	4789.687346	49.390712	-3.403553	3.479127	1.917793
3359	4791.768668	49.306009	-3.414962	3.477859	1.843572
3361	4793.850637	49.188280	-3.428467	3.477512	1.916048
3363	4795.933283	49.110326	-3.443936	3.476934	1.885223
3365	4798.015133	49.000055	-3.459850	3.476351	1.872535
3367	4800.097629	48.901288	-3.478600	3.475976	1.941051
3369	4802.180603	48.832973	-3.483393	3.476519	1.901748
3371	4804.263958	48.786602	-3.488446	3.476202	1.888209
3373	4806.348488	48.737702	-3.496481	3.476330	1.820238
3375	4808.432621	48.660137	-3.523890	3.475773	1.850092
3377	4810.516667	48.586554	-3.521433	3.475701	1.813570
3379	4812.600664	48.452360	-3.533166	3.475247	1.804711
3381	4814.684710	48.405950	-3.549604	3.474517	1.816626
3383	4816.767994	48.352212	-3.560469	3.474307	1.843066
3385	4818.851414	48.269102	-3.575431	3.473859	1.790272
3387	4820.935183	48.206315	-3.579257	3.473376	1.790075
3389	4823.018429	48.160614	-3.591428	3.472635	1.761704
3391	4825.101071	48.078830	-3.602878	3.472083	1.785417
3393	4827.183472	48.018347	-3.621000	3.471376	1.768858
3395	4829.265613	47.962592	-3.625323	3.470499	1.820000
3397	4831.348628	47.882959	-3.642824	3.469640	1.801756
3399	4833.429508	47.838130	-3.654261	3.469116	1.785220
3401	4835.511243	47.776446	-3.665946	3.468968	1.803485
3403	4837.592983	47.756234	-3.673471	3.469067	1.756765
3405	4839.673499	47.687734	-3.691859	3.468630	1.840029
3407	4841.754869	47.636328	-3.698841	3.469103	1.803117
3409	4843.835707	47.562078	-3.718407	3.469086	1.768483
3411	4845.917527	47.491411	-3.720430	3.468999	1.756817
3413	4847.998752	47.380970	-3.733234	3.468894	1.771164
3415	4850.080970	47.301541	-3.738796	3.468513	1.745029
3417	4852.162730	47.198764	-3.759149	3.467862	1.807571
3419	4854.245354	47.117513	-3.759769	3.466988	1.701772
3421	4856.329060	47.007382	-3.776656	3.465969	1.777811
3423	4858.412230	46.968630	-3.774150	3.465169	1.698098
3425	4860.495405	46.894940	-3.780748	3.464492	1.748752
3427	4862.578264	46.829295	-3.793342	3.463518	1.714342
3429	4864.660380	46.776193	-3.796598	3.462930	1.726095
3431	4866.743542	46.725504	-3.801923	3.462249	1.708376
3433	4868.826205	46.664501	-3.811678	3.461406	1.760485
3435	4870.909317	46.588259	-3.827978	3.460405	1.692959
3437	4872.990739	46.487770	-3.841887	3.459854	1.652228
3439	4875.073884	46.407049	-3.852594	3.458688	1.655585
3441	4877.155689	46.367373	-3.868694	3.458042	1.626918
3443	4879.237389	46.270440	-3.877344	3.457357	1.731177
3445	4881.319594	46.148752	-3.893085	3.456948	1.722381
3447	4883.402780	46.106136	-3.900990	3.456732	1.657235
3449	4885.484796	46.011783	-3.914352	3.456356	1.636136
3451	4887.568123	45.959148	-3.921304	3.456309	1.686981
3453	4889.651733	45.902823	-3.931817	3.456021	1.646404
3455	4891.735292	45.826766	-3.943668	3.455696	1.687720
3457	4893.818799	45.770304	-3.948566	3.455499	1.613822
3459	4895.902291	45.700989	-3.955973	3.454934	1.616608
3461	4897.987324	45.634577	-3.971870	3.454376	1.530282
3463	4900.070870	45.588308	-3.979925	3.453813	1.562816
3465	4902.153637	45.494630	-3.999595	3.453265	1.618888
3467	4904.237093	45.449578	-4.006908	3.452611	1.611466
3469	4906.320299	45.362011	-4.012225	3.451935	1.633869
3471	4908.403128	45.298468	-4.016029	3.451114	1.590425
3473	4910.485915	45.238204	-4.038159	3.450128	1.592066
3475	4912.568528	45.174364	-4.040955	3.449953	1.537508
3477	4914.649495	45.114281	-4.059400	3.448941	1.563243
3479	4916.731880	45.057735	-4.056964	3.448390	1.524194
3481	4918.814372	44.990540	-4.060886	3.448236	1.621153
3483	4920.894355	44.917955	-4.067830	3.447971	1.568335
3485	4922.976037	44.874739	-4.070353	3.447631	1.489597
3487	4925.058146	44.817579	-4.074489	3.447608	1.513112
3489	4927.138627	44.717670	-4.092119	3.447742	1.534494
3491	4929.220303	44.675678	-4.095604	3.447303	1.495002
3493	4931.302175	44.597797	-4.096742	3.447202	1.568638
3495	4933.383697	44.495929	-4.104400	3.446520	1.433339
3497	4935.466422	44.408351	-4.120579	3.446046	1.500379
3499	4937.548074	44.335510	-4.120422	3.445380	1.488324
3501	4939.631534	44.255252	-4.142539	3.444470	1.557675
3503	4941.714787	44.185973	-4.150560	3.443579	1.590624
3505	4943.797298	44.177681	-4.148878	3.442921	1.430215
3507	4945.879436	44.049740	-4.170469	3.441629	1.461587
3509	4947.962470	43.983984	-4.161410	3.440700	1.445700
3511	4950.044996	43.934308	-4.188444	3.440317	1.519615
3513	4952.127892	43.840932	-4.199056	3.439415	1.509721
