crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	8.573609	1572	0.000000
281474976710655.000000	8.070973	1573	0.000000
281474976710655.000000	7.006896	1574	1687423744.000000
281474976710655.000000	7.082273	1575	1688482688.000000
281474976710655.000000	8.095473	1576	1689505280.000000
281474976710655.000000	7.702901	1577	1690573440.000000
281474976710655.000000	6.896353	1578	1691594496.000000
281474976710655.000000	8.269392	1579	1692657792.000000
281474976710655.000000	8.880240	1580	1693673984.000000
281474976710655.000000	8.033742	1581	1694740352.000000
281474976710655.000000	8.086252	1582	1695760640.000000
281474976710655.000000	7.959127	1583	1696827392.000000
281474976710655.000000	7.542327	1584	1697846912.000000
281474976710655.000000	8.348007	1585	1698908672.000000
281474976710655.000000	8.548762	1586	1699937408.000000
281474976710655.000000	8.745479	1587	1700991104.000000
281474976710655.000000	8.151668	1588	1702019968.000000
281474976710655.000000	8.166506	1589	1703074304.000000
281474976710655.000000	8.331581	1590	1704108800.000000
281474976710655.000000	8.462107	1591	1705158016.000000
281474976710655.000000	9.138074	1592	1706196992.000000
281474976710655.000000	8.920619	1593	1707240704.000000
281474976710655.000000	8.362770	1594	1708279040.000000
281474976710655.000000	9.000904	1595	1709327488.000000
281474976710655.000000	8.898807	1596	1710365184.000000
281474976710655.000000	8.932228	1597	1711411328.000000
281474976710655.000000	8.849386	1598	1712446336.000000
281474976710655.000000	9.340989	1599	1713499904.000000
281474976710655.000000	8.921192	1600	1714527232.000000
281474976710655.000000	8.899326	1601	1715591936.000000
281474976710655.000000	9.243712	1602	1716609152.000000
281474976710655.000000	9.811834	1603	1717678720.000000
281474976710655.000000	9.794658	1604	1718690688.000000
281474976710655.000000	9.693657	1605	1719765120.000000
281474976710655.000000	9.473382	1606	1720772352.000000
281474976710655.000000	9.907589	1607	1721850880.000000
281474976710655.000000	9.861538	1608	1722857600.000000
281474976710655.000000	9.830663	1609	1723935616.000000
281474976710655.000000	9.893093	1610	1724944128.000000
281474976710655.000000	10.448319	1611	1726018688.000000
281474976710655.000000	10.081605	1612	1727027456.000000
281474976710655.000000	9.877662	1613	1728102272.000000
281474976710655.000000	9.915807	1614	1729116672.000000
281474976710655.000000	10.420658	1615	1730185472.000000
281474976710655.000000	10.428844	1616	1731199872.000000
281474976710655.000000	10.408797	1617	1732269952.000000
281474976710655.000000	10.875921	1618	1733285248.000000
281474976710655.000000	10.621518	1619	1734353536.000000
281474976710655.000000	10.183920	1620	1735371648.000000
281474976710655.000000	10.844853	1621	1736438272.000000
281474976710655.000000	10.881660	1622	1737454208.000000
281474976710655.000000	10.569581	1623	1738523136.000000
281474976710655.000000	10.598463	1624	1739538176.000000
281474976710655.000000	11.131040	1625	1740609152.000000
281474976710655.000000	10.745620	1626	1741622272.000000
281474976710655.000000	11.095516	1627	1742694784.000000
281474976710655.000000	11.005958	1628	1743706496.000000
281474976710655.000000	11.076569	1629	1744778880.000000
281474976710655.000000	11.216720	1630	1745789696.000000
281474976710655.000000	11.001826	1631	1746865024.000000
281474976710655.000000	11.289776	1632	1747874048.000000
281474976710655.000000	11.182760	1633	1748948608.000000
281474976710655.000000	11.314450	1634	1749959424.000000
281474976710655.000000	11.333356	1635	1751032320.000000
281474976710655.000000	11.324157	1636	1752045568.000000
281474976710655.000000	12.152664	1637	1753114496.000000
281474976710655.000000	11.312338	1638	1754132992.000000
281474976710655.000000	11.678635	1639	1755194496.000000
281474976710655.000000	11.369176	1640	1756219648.000000
281474976710655.000000	11.898632	1641	1757276800.000000
281474976710655.000000	11.477554	1642	1758307328.000000
281474976710655.000000	11.871746	1643	1759358592.000000
281474976710655.000000	12.261778	1644	1760395008.000000
281474976710655.000000	12.235567	1645	1761441408.000000
281474976710655.000000	11.846567	1646	1762479616.000000
281474976710655.000000	12.775015	1647	1763523072.000000
281474976710655.000000	11.928204	1648	1764564352.000000
281474976710655.000000	12.521280	1649	1765608448.000000
281474976710655.000000	11.900048	1650	1766647936.000000
281474976710655.000000	12.230890	1651	1767693696.000000
281474976710655.000000	12.041739	1652	1768730368.000000
281474976710655.000000	12.188361	1653	1769780480.000000
281474976710655.000000	12.205021	1654	1770814336.000000
281474976710655.000000	12.623059	1655	1771865088.000000
281474976710655.000000	12.840842	1656	1772898176.000000
281474976710655.000000	12.492954	1657	1773949824.000000
281474976710655.000000	12.012984	1658	1774981376.000000
281474976710655.000000	12.179984	1659	1776033536.000000
281474976710655.000000	12.541574	1660	1777066624.000000
281474976710655.000000	12.623334	1661	1778118272.000000
281474976710655.000000	12.469389	1662	1779150848.000000
281474976710655.000000	12.942118	1663	1780200832.000000
281474976710655.000000	12.331008	1664	1781235072.000000
281474976710655.000000	13.441526	1665	1782283520.000000
281474976710655.000000	13.022040	1666	1783319936.000000
281474976710655.000000	12.354578	1667	1784367104.000000
281474976710655.000000	12.635357	1668	1785405184.000000
281474976710655.000000	13.603955	1669	1786451072.000000
281474976710655.000000	13.092037	1670	1787489152.000000
281474976710655.000000	13.999824	1671	1788534656.000000
281474976710655.000000	13.458939	1672	1789574144.000000
281474976710655.000000	13.720448	1673	1790618624.000000
281474976710655.000000	13.571717	1674	1791657600.000000
281474976710655.000000	13.226856	1675	1792704128.000000
281474976710655.000000	13.383911	1676	1793739136.000000
281474976710655.000000	13.459771	1677	1794791040.000000
281474976710655.000000	14.188867	1678	1795820928.000000
281474976710655.000000	14.015456	1679	1796877696.000000
281474976710655.000000	14.083554	1680	1797901824.000000
281474976710655.000000	14.079609	1681	1798963328.000000
281474976710655.000000	13.920278	1682	1799983744.000000
281474976710655.000000	13.901698	1683	1801049984.000000
281474976710655.000000	13.999068	1684	1802066560.000000
281474976710655.000000	14.048038	1685	1803134976.000000
281474976710655.000000	13.796782	1686	1804149248.000000
281474976710655.000000	14.618853	1687	1805220352.000000
281474976710655.000000	14.245641	1688	1806232960.000000
281474976710655.000000	14.315902	1689	1807305216.000000
281474976710655.000000	14.522910	1690	1808318080.000000
281474976710655.000000	14.917516	1691	1809387392.000000
281474976710655.000000	14.706352	1692	1810401536.000000
281474976710655.000000	14.729641	1693	1811471104.000000
281474976710655.000000	14.178069	1694	1812485632.000000
281474976710655.000000	14.771036	1695	1813556480.000000
281474976710655.000000	14.486514	1696	1814570240.000000
281474976710655.000000	14.772137	1697	1815638528.000000
281474976710655.000000	14.719731	1698	1816654464.000000
281474976710655.000000	15.353925	1699	1817722368.000000
281474976710655.000000	14.629725	1700	1818737536.000000
281474976710655.000000	15.045392	1701	1819807616.000000
281474976710655.000000	14.418320	1702	1820821760.000000
281474976710655.000000	14.654512	1703	1821892224.000000
