num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3637	3861.009025	40.379535	-0.088306	0.485269	11.017667
3639	3863.088941	40.401666	-0.130430	0.485214	10.644889
3641	3865.169269	40.021386	-0.257885	0.472543	12.275271
3643	3867.248903	42.078641	-0.087299	0.520473	11.916628
3645	3869.331813	41.549434	-0.235547	0.504075	11.597858
3647	3871.415643	41.554607	2.509810	0.464338	12.150932
3649	3873.503662	43.399709	-0.169141	0.515814	12.529348
3651	3875.591922	42.482258	-0.127500	0.507631	13.073075
3653	3877.681657	42.769488	-0.211132	0.484295	13.891455
3655	3879.769525	43.008076	-0.458069	0.467671	13.638699
3657	3881.854323	45.789179	-0.110875	0.517245	12.972346
3659	3883.936889	44.473857	2.011185	0.506724	14.516027
3661	3886.020309	43.062523	2.883079	0.547286	14.507253
3663	3888.102077	47.061707	-0.247347	0.517370	14.770158
3665	3890.184727	45.349845	-0.220459	0.509096	14.968710
3667	3892.267556	45.812134	2.835898	0.497256	14.491224
3669	3894.352040	44.963587	2.529799	0.545766	15.108365
3671	3896.435244	45.848947	2.516849	0.544485	15.747851
3673	3898.519836	48.610630	-0.280323	0.521311	15.357708
3675	3900.606268	47.093033	-0.321810	0.513311	15.789699
3677	3902.692923	47.500083	2.106324	0.478140	16.288868
3679	3904.779499	46.436737	3.238623	0.545869	16.270675
3681	3906.866149	46.177551	2.604537	0.543495	16.429659
3683	3908.951942	48.454366	-0.158340	0.463629	17.064025
3685	3911.038621	47.466423	2.463332	0.540052	16.379864
3687	3913.121852	49.401724	-0.150615	0.462075	16.822150
3689	3915.203116	48.458666	2.421262	0.545051	17.535017
3691	3917.284694	48.657075	3.123033	0.546804	18.591394
3693	3919.365553	50.455545	-0.400077	0.467299	18.063959
3695	3921.446566	50.642724	-0.487990	0.466427	18.016166
3697	3923.532804	52.588217	-0.530242	0.515534	18.176711
3699	3925.617046	51.479086	-0.632605	0.479041	18.246743
3701	3927.704190	51.094148	0.588060	0.496173	18.924873
3703	3929.788877	51.925074	-0.383283	0.459152	18.802470
3705	3931.873882	52.343025	-0.312541	0.459841	19.237006
3707	3933.960238	53.969382	-0.707721	0.520797	20.003629
3709	3936.044931	53.521012	-0.917606	0.446600	19.965310
3711	3938.129720	51.216361	2.668651	0.543281	20.115291
3713	3940.213315	52.028893	2.837201	0.543647	20.723509
3715	3942.296207	56.145927	-0.809667	0.524449	20.418513
3717	3944.379930	53.682124	1.405385	0.497032	20.068695
3719	3946.462806	56.758047	-0.883655	0.514976	20.254064
3721	3948.545230	55.612051	-1.000323	0.442774	20.942134
3723	3950.628787	55.474713	-0.656555	0.469079	20.908069
3725	3952.712800	54.605325	0.905014	0.471421	21.480897
3727	3954.797657	54.618026	2.468559	0.535685	21.833099
3729	3956.884179	56.211843	-0.485162	0.459118	22.190342
3731	3958.971330	58.294366	-0.963415	0.509195	22.256010
3733	3961.057554	55.987711	-0.603477	0.492990	22.982957
3735	3963.143482	59.093013	-0.927637	0.516083	22.677409
3737	3965.228315	58.314512	-1.291872	0.439469	22.416167
3739	3967.311698	58.042991	-0.622204	0.468007	22.446103
3741	3969.394635	57.772533	-1.038414	0.510379	23.299870
3743	3971.478122	57.886392	-1.053407	0.511917	23.517008
3745	3973.561779	59.414732	-1.278668	0.438105	23.954540
3747	3975.644441	59.646209	-1.090735	0.516903	23.525479
3749	3977.728429	58.748823	-1.272796	0.502817	24.173374
3751	3979.812692	60.192986	-1.323290	0.437216	24.660337
3753	3981.896519	62.168494	-1.223348	0.513999	23.512565
3755	3983.982148	59.622575	-1.384559	0.502114	25.363723
3757	3986.066200	59.691036	-1.345293	0.502737	24.464968
3759	3988.151425	61.232368	-1.399913	0.434780	25.134910
3761	3990.236201	58.842224	2.631669	0.539446	25.696248
3763	3992.320190	59.389645	3.033411	0.539221	25.280392
3765	3994.403512	59.156443	2.771065	0.539844	25.603816
