crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	23.695364	3736	3965397504.000000
281474976710655.000000	24.196445	3737	3966439936.000000
281474976710655.000000	21.417490	3738	3967480576.000000
281474976710655.000000	22.014351	3739	3968524544.000000
281474976710655.000000	21.619102	3740	3969563648.000000
281474976710655.000000	23.960274	3741	3970608128.000000
281474976710655.000000	22.420033	3742	3971646976.000000
281474976710655.000000	24.751289	3743	3972694784.000000
281474976710655.000000	23.405375	3744	3973730816.000000
281474976710655.000000	22.259361	3745	3974778880.000000
281474976710655.000000	27.969986	3746	3975813376.000000
281474976710655.000000	22.269192	3747	3976863744.000000
281474976710655.000000	24.725891	3748	3977897472.000000
281474976710655.000000	24.617943	3749	3978948352.000000
281474976710655.000000	23.868237	3750	3979981568.000000
281474976710655.000000	23.275320	3751	3981032704.000000
281474976710655.000000	22.784876	3752	3982065408.000000
281474976710655.000000	24.978966	3753	3983114496.000000
281474976710655.000000	22.135513	3754	3984151296.000000
281474976710655.000000	23.280085	3755	3985198080.000000
281474976710655.000000	25.353149	3756	3986235136.000000
281474976710655.000000	23.278473	3757	3987280640.000000
281474976710655.000000	25.614292	3758	3988320768.000000
281474976710655.000000	25.926682	3759	3989363456.000000
281474976710655.000000	23.930460	3760	3990405376.000000
281474976710655.000000	24.571564	3761	3991447552.000000
281474976710655.000000	24.104332	3762	3992489216.000000
281474976710655.000000	23.360476	3763	3993531648.000000
281474976710655.000000	24.232552	3764	3994572544.000000
281474976710655.000000	22.598637	3765	0.000000
