time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4864.698220	19.434170	0.014627	1.328676	236
4865.738527	19.566771	0.014591	1.341002	237
4866.781586	20.257956	0.014596	1.387916	238
4867.825808	20.013725	0.014621	1.368870	239
4868.864164	19.706774	0.014559	1.353619	240
4869.908590	19.779520	0.014618	1.353091	241
4870.943315	20.967876	0.014604	1.435750	242
4871.995765	19.310522	0.014627	1.320166	243
4873.020358	19.829420	0.014572	1.360788	244
4874.083344	19.949812	0.014617	1.364823	245
4875.099194	20.630215	0.014654	1.407785	246
4876.167559	20.633884	0.014628	1.410554	247
4877.180117	21.986322	0.014629	1.502904	248
4878.252585	18.500322	0.014626	1.264916	249
4879.261658	21.945860	0.014637	1.499380	250
4880.339979	19.776199	0.014577	1.356694	251
4881.346783	21.302370	0.014596	1.459507	252
4882.423296	20.960695	0.014643	1.431453	253
4883.427334	22.112104	0.014632	1.511178	254
4884.505043	19.896500	0.014610	1.361800	255
4885.514951	20.728163	0.014634	1.416418	0
4886.585123	21.226330	0.014636	1.450248	1
4887.598234	23.309641	0.014691	1.586622	2
4888.669702	21.051702	0.014609	1.440962	3
4889.683620	23.286409	0.014634	1.591203	4
4890.752059	21.079079	0.014620	1.441812	5
4891.766374	22.748402	0.014616	1.556408	6
4892.834004	21.490318	0.014618	1.470090	7
4893.849784	28.887011	0.014602	1.978358	8
4894.915969	21.883198	0.014611	1.497746	9
4895.932354	23.272438	0.014639	1.589753	10
4897.007292	22.443338	0.014588	1.538501	11
4898.015225	23.387638	0.014608	1.601048	12
4899.084358	21.441193	0.014584	1.470159	13
4900.098109	23.090942	0.014574	1.584383	14
4901.171015	22.949110	0.014605	1.571310	15
4902.180895	24.478252	0.014595	1.677170	16
4903.255165	22.593107	0.014610	1.546435	17
4904.262821	24.103792	0.014612	1.649640	18
4905.340767	23.586441	0.014605	1.614954	19
4906.344961	24.662714	0.014600	1.689225	20
4907.423185	23.317955	0.014648	1.591857	21
4908.429853	24.864485	0.014662	1.695841	22
4909.505189	23.638205	0.014602	1.618854	23
4910.515256	23.981003	0.014629	1.639248	24
4911.590793	24.444403	0.014603	1.673972	25
4912.600220	25.353474	0.014626	1.733441	26
4913.666998	24.626194	0.014604	1.686311	27
4914.685409	26.072123	0.014630	1.782150	28
4915.746968	24.403814	0.014599	1.671620	29
4916.774923	25.607111	0.014625	1.750972	30
4917.825980	24.756485	0.014623	1.692934	31
4918.860021	25.447945	0.014599	1.743096	32
4919.909005	25.263762	0.014595	1.731012	33
4920.947129	25.556982	0.014602	1.750291	34
4921.988045	25.796402	0.014644	1.761564	35
4923.029625	25.579506	0.014594	1.752776	36
4924.071820	25.435209	0.014602	1.741889	37
4925.116859	35.358097	0.014591	2.423314	38
4926.156220	25.382324	0.014638	1.734050	39
4927.196676	26.197077	0.014693	1.782934	40
4928.237167	26.047260	0.014612	1.782583	41
4929.280791	26.120434	0.014587	1.790660	42
4930.320844	26.103891	0.014605	1.787274	43
4931.362032	26.013678	0.014588	1.783176	44
4932.405459	26.706682	0.014594	1.830028	45
4933.444716	26.615660	0.014624	1.820028	46
4934.488560	26.828650	0.014693	1.825994	47
4935.529460	26.864252	0.014663	1.832131	48
4936.571448	27.007328	0.014616	1.847742	49
4937.612397	27.005524	0.014607	1.848854	50
4938.656000	26.274414	0.014611	1.798289	51
4939.700208	28.097155	0.014603	1.924101	52
4940.738617	28.013342	0.014626	1.915282	53
4941.781073	27.457485	0.014549	1.887306	54
4942.823044	27.617903	0.014579	1.894343	55
4943.863806	28.013456	0.014630	1.914754	56
4944.902500	27.725807	0.014610	1.897754	57
4945.947439	28.167809	0.014606	1.928462	58
4946.987599	27.991299	0.014585	1.919249	59
4948.029805	28.199547	0.014569	1.935639	60
4949.072318	28.506023	0.014634	1.947893	61
4950.112783	28.614319	0.014584	1.962002	62
4951.158414	29.103291	0.014629	1.989425	63
4952.192973	29.641272	0.014634	2.025449	64
4953.242816	28.730801	0.014622	1.964893	65
4954.272903	29.470968	0.014613	2.016771	66
4955.330619	29.316586	0.014628	2.004168	67
4956.353365	30.087866	0.014607	2.059865	68
4957.413952	28.264204	0.014589	1.937403	69
4958.437834	31.171007	0.014614	2.132955	70
4959.501473	28.764526	0.014555	1.976265	71
4960.517858	30.826782	0.014580	2.114274	72
4961.584500	29.123114	0.014638	1.989519	73
4962.598034	31.040012	0.014596	2.126543	74
4963.670072	29.657059	0.014596	2.031915	75
4964.681974	30.748806	0.014548	2.113639	76
4965.752045	28.868336	0.014600	1.977300	77
4966.764727	31.913280	0.014638	2.180234	78
4967.834601	30.132982	0.014691	2.051179	79
4968.848893	31.123888	0.014563	2.137176	80
4969.918536	29.792440	0.014611	2.039080	81
4970.932854	31.159372	0.014588	2.135968	82
4972.002305	30.272100	0.014596	2.073936	83
4973.016831	31.303734	0.014632	2.139331	84
4974.083068	30.080715	0.014612	2.058631	85
4975.100836	32.090351	0.014639	2.192147	86
4976.172411	31.039749	0.014604	2.125359	87
4977.184406	32.333511	0.014588	2.216415	88
4978.252601	31.104588	0.014603	2.130072	89
4979.266963	32.495163	0.014624	2.222039	90
4980.334964	31.145924	0.014620	2.130369	91
4981.352437	33.094196	0.014608	2.265431	92
4982.420931	31.918175	0.014607	2.185061	93
