time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1547.277927	33.254086	0.019726	1.685804	160
1548.292980	34.516918	0.019669	1.754893	161
1549.361570	33.480679	0.019713	1.698427	162
1550.378087	34.420719	0.019670	1.749880	163
1551.445684	33.295513	0.019728	1.687720	164
1552.463839	34.405361	0.019704	1.746074	165
1553.528534	32.527878	0.019673	1.653460	166
1554.548948	34.361305	0.019711	1.743243	167
1555.610831	33.494267	0.019674	1.702472	168
1556.635534	32.684669	0.019710	1.658320	169
1557.693081	33.469303	0.019664	1.702053	170
1558.722184	33.713554	0.019639	1.716620	171
1559.775233	33.743023	0.019679	1.714684	172
1560.809079	33.051468	0.019634	1.683414	173
1561.858974	33.716354	0.019668	1.714238	174
1562.894157	33.082417	0.019675	1.681486	175
1563.943445	33.597748	0.019667	1.708364	176
1564.979592	33.317959	0.019707	1.690677	177
1566.024431	32.508224	0.019706	1.649622	178
1567.065109	32.740643	0.019660	1.665331	179
1568.108603	34.437012	0.019725	1.745847	180
1569.150152	32.411285	0.019745	1.641499	181
1570.192710	33.750931	0.019663	1.716462	182
1571.233551	35.275845	0.019661	1.794226	183
1572.276125	31.861507	0.019703	1.617066	184
1573.317704	32.402859	0.019663	1.647916	185
1574.361580	33.449135	0.019717	1.696493	186
1575.397484	32.877621	0.019658	1.672498	187
1576.444725	33.033104	0.019633	1.682505	188
1577.482459	32.359741	0.019664	1.645604	189
1578.530489	33.223270	0.019700	1.686465	190
1579.570321	31.430357	0.019618	1.602131	191
1580.613769	32.621632	0.019626	1.662181	192
1581.653702	32.238869	0.019658	1.640005	193
1582.699028	33.376408	0.019708	1.693510	194
1583.739499	32.036518	0.019697	1.626471	195
1584.782858	33.073330	0.019712	1.677849	196
1585.822420	31.844530	0.019663	1.619547	197
1586.867134	32.832851	0.019667	1.669450	198
1587.905325	31.737669	0.019646	1.615458	199
1588.952802	32.624287	0.019660	1.659427	200
1589.990785	31.812798	0.019654	1.618611	201
1591.037874	31.798077	0.019629	1.619914	202
1592.072115	32.178356	0.019719	1.631837	203
1593.121963	32.070148	0.019642	1.632763	204
1594.154458	32.372692	0.019647	1.647684	205
1595.207976	32.130585	0.019665	1.633884	206
1596.238333	31.554895	0.019647	1.606083	207
1597.294094	31.600008	0.019665	1.606917	208
1598.321769	31.366873	0.019651	1.596215	209
1599.381744	31.151535	0.019655	1.584924	210
1600.402132	32.285179	0.019654	1.642710	211
1601.465037	31.425844	0.019664	1.598160	212
1602.489979	30.833057	0.019666	1.567845	213
1603.548014	32.044727	0.019662	1.629803	214
1604.568122	31.976690	0.019692	1.623834	215
1605.634078	30.581270	0.019694	1.552861	216
1606.653812	31.271147	0.019620	1.593832	217
1607.720174	31.049368	0.019696	1.576465	218
1608.738249	30.520456	0.019661	1.552311	219
1609.804488	31.070570	0.019655	1.580813	220
1610.819611	31.298958	0.019664	1.591728	221
1611.888043	31.137943	0.019666	1.583341	222
1612.903627	30.769518	0.019655	1.565460	223
1613.972106	30.719416	0.019679	1.561053	224
1614.993572	29.468359	0.019605	1.503080	225
1616.055742	30.964825	0.019717	1.570476	226
1617.072639	30.657854	0.019643	1.560730	227
1618.140245	30.894806	0.019692	1.568914	228
1619.156103	30.609972	0.019677	1.555631	229
1620.224113	30.053463	0.019729	1.523290	230
1621.240794	30.380833	0.019619	1.548542	231
1622.307627	30.935535	0.019663	1.573298	232
1623.324102	30.825413	0.019660	1.567932	233
