time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4531.811272	24.242868	0.014632	1.656891	174
4532.852399	23.976194	0.014665	1.634927	175
4533.889732	23.335178	0.014608	1.597399	176
4534.938674	22.577934	0.014645	1.541720	177
4535.979229	23.121361	0.014606	1.582983	178
4537.017729	23.906628	0.014650	1.631839	179
4538.060265	22.729162	0.014619	1.554790	180
4539.102434	23.865425	0.014616	1.632864	181
4540.144413	24.774668	0.014611	1.695624	182
4541.188237	23.867241	0.014598	1.634979	183
4542.224763	23.500940	0.014582	1.611691	184
4543.273367	24.836319	0.014641	1.696315	185
4544.304852	26.144741	0.014623	1.787957	186
4545.361625	24.234106	0.014643	1.654984	187
4546.382796	25.177254	0.014605	1.723857	188
4547.448319	23.600153	0.014601	1.616358	189
4548.462264	25.391056	0.014637	1.734713	190
4549.534095	24.384800	0.014601	1.670093	191
4550.542172	25.812586	0.014633	1.764038	192
4551.619649	24.947098	0.014640	1.703983	193
4552.627092	25.913607	0.014595	1.775499	194
4553.701216	24.177376	0.014598	1.656160	195
4554.711339	25.724789	0.014624	1.759138	196
4555.783415	25.603621	0.014624	1.750762	197
4556.793301	25.792551	0.014641	1.761647	198
4557.864925	24.804873	0.014638	1.694568	199
4558.889772	26.845724	0.014594	1.839492	200
4559.947857	25.941090	0.014612	1.775353	201
4560.965824	26.430410	0.014608	1.809325	202
4562.028554	26.050034	0.014706	1.771332	203
4563.056234	26.814434	0.014588	1.838058	204
4564.111617	26.233164	0.014591	1.797884	205
4565.134744	27.105038	0.014625	1.853346	206
4566.196650	26.296589	0.014606	1.800454	207
4567.218626	27.065142	0.014601	1.853634	208
4568.280526	26.956453	0.014595	1.846985	209
4569.299704	26.944794	0.014603	1.845182	210
4570.363911	26.958004	0.014624	1.843408	211
4571.384091	27.792734	0.014573	1.907191	212
4572.448804	26.347132	0.014593	1.805508	213
4573.464758	27.668966	0.014607	1.894218	214
4574.533262	27.430704	0.014631	1.874786	215
4575.546519	28.740635	0.014619	1.966001	216
