time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4576.616541	26.689335	0.014585	1.829976	217
4577.630888	28.389011	0.014605	1.943752	218
4578.700945	28.256519	0.014611	1.933920	219
4579.711241	28.919407	0.014627	1.977062	220
4580.787531	27.552433	0.014573	1.890691	221
4581.795307	29.059757	0.014602	1.990139	222
4582.867427	28.059793	0.014647	1.915766	223
4583.877248	28.340624	0.014571	1.945005	224
4584.947313	28.212894	0.014626	1.928992	225
4585.969385	29.048502	0.014585	1.991663	226
4587.029445	29.279242	0.014617	2.003030	227
4588.053458	29.263203	0.014590	2.005706	228
4589.107491	29.244123	0.014623	1.999842	229
4590.141707	28.941851	0.014576	1.985615	230
4591.189340	29.697636	0.014569	2.038343	231
4592.227774	29.793486	0.014641	2.034872	232
4593.271569	29.463953	0.014563	2.023155	233
4594.312102	29.835136	0.014621	2.040588	234
4595.352915	29.975527	0.014606	2.052265	235
4596.393337	29.499454	0.014618	2.017992	236
4597.436038	29.825205	0.014620	2.040078	237
4598.477639	29.968048	0.014603	2.052139	238
4599.521996	31.121658	0.014597	2.132010	239
4600.560006	30.636135	0.014616	2.096010	240
4601.604846	30.880299	0.014607	2.114088	241
4602.641201	29.858448	0.014631	2.040769	242
4603.691125	31.214554	0.014606	2.137064	243
4604.724193	30.877619	0.014633	2.110105	244
4605.773762	31.633017	0.014619	2.163766	245
4606.809755	31.442293	0.014603	2.153071	246
4607.858783	31.954304	0.014600	2.188662	247
4608.889576	31.514048	0.014655	2.150342	248
4609.939203	31.234083	0.014601	2.139195	249
4610.976970	31.672039	0.014619	2.166490	250
4612.022096	31.760530	0.014590	2.176897	251
4613.060043	31.833241	0.014631	2.175777	252
4614.104801	32.649212	0.014643	2.229635	253
4615.144345	31.889107	0.014594	2.185115	254
4616.187054	32.292961	0.014605	2.211091	255
4617.229024	31.893576	0.014565	2.189728	0
4618.272819	32.878288	0.014614	2.249762	1
4619.308509	31.623575	0.014606	2.165103	2
4620.353748	32.874199	0.014598	2.251913	3
4621.395773	33.189178	0.014599	2.273325	4
4622.436875	31.453316	0.014562	2.159899	5
4623.476633	33.390770	0.014610	2.285484	6
4624.522322	33.322071	0.014618	2.279551	7
4625.557317	34.355537	0.014626	2.348911	8
4626.609170	33.133190	0.014580	2.272481	9
4627.637050	34.234074	0.014599	2.344915	10
4628.700267	33.854073	0.014595	2.319511	11
4629.718946	34.547874	0.014591	2.367716	12
4630.781918	33.591454	0.014627	2.296512	13
4631.801271	34.138374	0.014594	2.339249	14
4632.867436	33.622181	0.014621	2.299630	15
4633.881571	35.233051	0.014601	2.413073	16
4634.951837	33.891525	0.014608	2.320128	17
4635.965461	35.660427	0.014608	2.441129	18
4637.036014	34.071339	0.014589	2.335408	19
4638.053136	35.946705	0.014584	2.464748	20
4639.119573	34.531818	0.014601	2.365048	21
4640.132108	35.440708	0.014630	2.422537	22
4641.200133	34.705505	0.014634	2.371618	23
4642.215861	35.724819	0.014592	2.448230	24
4643.282505	34.691109	0.014592	2.377356	25
4644.301682	35.974495	0.014594	2.465017	26
4645.368249	35.792854	0.014590	2.453184	27
4646.383172	35.926975	0.014588	2.462729	28
4647.449114	35.229591	0.014598	2.413264	29
4648.468921	36.407238	0.014594	2.494616	30
4649.533658	35.993938	0.014598	2.465690	31
4650.551791	36.620132	0.014588	2.510238	32
4651.616378	35.749321	0.014624	2.444533	33
4652.633904	36.870613	0.014601	2.525178	34
4653.700885	35.114456	0.014624	2.401207	35
4654.714790	37.085110	0.014632	2.534441	36
4655.784886	36.762283	0.014630	2.512801	37
4656.799391	37.946442	0.014567	2.605021	38
4657.868045	36.757244	0.014582	2.520779	39
4658.885090	38.487679	0.014591	2.637825	40
4659.951758	36.794758	0.014569	2.525533	41
4660.968122	38.556480	0.014591	2.642470	42
