time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
3544.020011	47.716431	0.019616	2.432538	23
3545.088731	45.275146	0.019558	2.314939	24
3546.104210	47.904087	0.019598	2.444318	25
3547.172607	46.191776	0.019594	2.357413	26
3548.189401	48.257427	0.019623	2.459268	27
3549.256780	45.285210	0.019583	2.312461	28
3550.272743	47.253544	0.019565	2.415231	29
3551.341227	45.882427	0.019579	2.343444	30
3552.357423	48.416409	0.019636	2.465634	31
3553.423844	46.890278	0.019607	2.391462	32
3554.441261	48.301601	0.019573	2.467810	33
3555.511665	45.324497	0.019591	2.313533	34
3556.527484	48.234680	0.019572	2.464420	35
3557.593272	46.452599	0.019534	2.378061	36
3558.609883	48.120190	0.019567	2.459261	37
3559.678558	46.475483	0.019579	2.373767	38
3560.694440	48.904984	0.019531	2.503969	39
3561.762094	47.593296	0.019573	2.431573	40
3562.780137	48.773853	0.019530	2.497378	41
3563.846636	47.771820	0.019588	2.438890	42
3564.863405	48.960098	0.019542	2.505320	43
3565.930779	47.746006	0.019591	2.437118	44
3566.947389	49.283100	0.019576	2.517528	45
3568.014787	46.739647	0.019583	2.386775	46
3569.032271	49.470562	0.019600	2.523977	47
3570.098601	47.761570	0.019611	2.435422	48
3571.120732	48.764172	0.019582	2.490202	49
3572.177871	48.798077	0.019617	2.487479	50
3573.206584	48.925335	0.019573	2.499680	51
3574.260096	48.506676	0.019568	2.478889	52
3575.292567	48.540558	0.019581	2.478910	53
3576.343568	48.326656	0.019576	2.468680	54
3577.376938	48.238857	0.019585	2.463052	55
3578.425960	49.013050	0.019609	2.499535	56
3579.463551	48.297657	0.019575	2.467315	57
3580.508642	48.943645	0.019614	2.495355	58
3581.548183	48.366001	0.019567	2.471859	59
3582.592185	49.279373	0.019576	2.517397	60
3583.631151	48.890587	0.019584	2.496468	61
3584.675240	49.610161	0.019606	2.530302	62
3585.717658	48.384354	0.019579	2.471234	63
3586.759846	49.194595	0.019587	2.511572	64
3587.801604	48.785473	0.019581	2.491413	65
3588.841382	51.061932	0.019581	2.607721	66
3589.884758	48.949913	0.019534	2.505919	67
3590.926223	49.645092	0.019597	2.533337	68
3591.971955	47.415249	0.019600	2.419182	69
3593.011824	48.220432	0.019536	2.468274	70
3594.054482	47.522923	0.019623	2.421835	71
3595.094158	48.454811	0.019565	2.476564	72
