num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3273	3461.545968	32.716448	-0.749797	3.528568	7.945619
3275	3463.627027	32.693320	-0.780383	3.529384	6.727344
3277	3465.707160	32.659236	-0.814179	3.529356	6.928513
3279	3467.791438	32.765941	2.296131	3.521856	6.635337
3281	3469.874779	33.727942	-0.873376	3.519954	8.208536
3283	3471.960708	33.611308	-0.843247	3.531530	7.175071
3285	3474.043176	33.711708	-0.818946	3.526013	7.614772
3287	3476.128312	34.244671	-0.871267	3.536840	8.320606
3289	3478.217377	34.552396	-0.874021	3.533524	7.666856
3291	3480.300020	34.838318	-0.879066	3.534451	8.508975
3293	3482.386712	35.104972	-0.773053	3.534468	8.054306
3295	3484.470613	35.500227	-0.883762	3.535802	8.859834
3297	3486.554123	35.887546	-0.915922	3.536572	8.784332
3299	3488.636041	36.126551	-0.918021	3.532698	9.110176
3301	3490.718899	36.643248	-0.923178	3.533951	9.082908
3303	3492.799278	37.040050	1.657930	3.513918	9.430554
3305	3494.880910	37.273887	-0.957106	3.529840	8.845965
3307	3496.961902	36.572067	2.019209	3.519905	8.958145
3309	3499.044314	37.825113	-0.996200	3.529950	8.992509
3311	3501.129623	37.979864	-1.081017	3.520628	9.452806
3313	3503.213994	38.552889	-1.094272	3.522380	9.331099
3315	3505.297401	38.740014	-0.976699	3.532432	9.726061
3317	3507.384593	39.165330	-0.910039	3.537705	9.583202
3319	3509.469457	39.870432	-1.031423	3.527178	9.705170
3321	3511.553476	39.773861	-0.951262	3.538672	10.321077
3323	3513.637624	40.131970	-1.021330	3.534963	10.368925
3325	3515.722049	40.452274	-1.008769	3.536114	10.404171
3327	3517.804651	40.697318	-1.014164	3.536813	10.375435
3329	3519.888326	41.025179	-1.026269	3.537270	11.172808
3331	3521.971022	41.426647	-1.067786	3.539846	11.115754
3333	3524.057979	41.614007	-1.017142	3.537074	11.078932
3335	3526.142478	42.055405	-1.067952	3.539112	12.010058
3337	3528.228736	42.041459	-1.130377	3.535267	11.133167
3339	3530.315393	42.626196	-1.058976	3.535831	11.966618
3341	3532.402462	42.924334	-1.071471	3.535760	12.101350
3343	3534.489564	42.630632	1.752216	3.525599	12.187294
3345	3536.576043	43.571953	-1.118256	3.535226	12.401125
3347	3538.661060	43.810868	-1.090789	3.535482	12.436483
3349	3540.746256	44.349548	-1.014344	3.540847	12.509711
3351	3542.831118	44.428128	-1.117519	3.537023	12.402673
3353	3544.913674	45.546554	-1.224145	3.528787	13.069764
3355	3546.997656	45.118770	-1.289181	3.525814	13.265834
3357	3549.081679	45.464610	-1.160169	3.536733	12.716131
3359	3551.166017	45.731308	-1.174692	3.537295	13.185748
3361	3553.248781	46.038064	-1.198587	3.537113	13.329676
3363	3555.334205	46.543026	-1.150703	3.543128	13.131127
3365	3557.417843	46.685680	-1.233422	3.537888	14.132485
3367	3559.502758	46.870683	-1.234276	3.538683	14.203826
3369	3561.587241	47.419900	-1.214868	3.543371	14.348736
3371	3563.672035	47.465799	-1.366534	3.539431	13.696531
3373	3565.754721	47.539532	-1.352417	3.540277	15.298140
3375	3567.838582	48.072867	-1.396765	3.538290	15.622070
3377	3569.921541	48.549240	-1.252950	3.539647	14.774670
3379	3572.003302	48.930295	-1.355055	3.535277	14.927787
3381	3574.085493	49.187812	-1.300250	3.537888	15.380690
3383	3576.168253	49.456711	-1.309761	3.536609	16.130314
3385	3578.251132	49.749360	-1.456135	3.527989	15.540169
3387	3580.333059	50.066797	-1.249314	3.540472	15.922285
3389	3582.415848	50.049214	-1.376750	3.537312	16.153023
3391	3584.499372	50.244557	-1.387342	3.538515	16.430270
3393	3586.584600	50.711700	-1.388736	3.536541	17.067213
3395	3588.665287	51.166530	-1.307797	3.542874	20.810231
3397	3590.751189	51.771656	-1.430150	3.532043	16.657344
3399	3592.835254	50.926673	0.369066	3.535469	15.894208
3401	3594.919507	51.812677	-1.426034	3.537788	17.286766
3403	3597.003190	51.827036	-1.423100	3.538365	17.562041
3405	3599.086490	51.755716	-1.443625	3.538170	17.317416
3407	3601.167901	51.669870	-1.451285	3.538581	17.129853
3409	3604.128475	23.651568	2.024311	3.734485	17.304027
3411	3606.205783	25.600801	0.341118	3.702050	5.024827
3413	3608.287867	25.523481	0.322891	3.703298	4.686520
3415	3610.371435	25.516483	0.317960	3.704748	4.385990
3417	3612.453390	25.465639	0.307535	3.705735	4.014023
3419	3614.538028	25.419207	0.287613	3.706506	4.344364
3421	3616.620819	25.422398	0.284879	3.707433	4.603811
3423	3618.701969	25.341343	0.261282	3.707497	4.793662
3425	3620.784676	25.368189	0.261846	3.707571	4.500830
