crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	12.497366	3342	3534659840.000000
281474976710655.000000	12.624497	3343	3535680000.000000
281474976710655.000000	13.035891	3344	3536746240.000000
281474976710655.000000	12.614677	3345	3537762048.000000
281474976710655.000000	12.308451	3346	3538831360.000000
281474976710655.000000	12.379614	3347	3539845632.000000
281474976710655.000000	13.153831	3348	3540916480.000000
281474976710655.000000	12.570359	3349	3541930240.000000
281474976710655.000000	13.041346	3350	3543001344.000000
281474976710655.000000	12.742923	3351	3544014080.000000
281474976710655.000000	12.987313	3352	3545083648.000000
281474976710655.000000	12.675967	3353	3546100224.000000
281474976710655.000000	13.259584	3354	3547167744.000000
281474976710655.000000	12.411174	3355	3548184576.000000
281474976710655.000000	13.959583	3356	3549251584.000000
281474976710655.000000	13.054235	3357	3550268160.000000
281474976710655.000000	13.355343	3358	3551335936.000000
281474976710655.000000	13.167490	3359	3552352256.000000
281474976710655.000000	13.581579	3360	3553418752.000000
281474976710655.000000	13.032787	3361	3554437120.000000
281474976710655.000000	14.411544	3362	3555504384.000000
281474976710655.000000	13.853455	3363	3556522240.000000
281474976710655.000000	14.593584	3364	3557587712.000000
281474976710655.000000	14.322827	3365	3558604288.000000
281474976710655.000000	14.161304	3366	3559673088.000000
281474976710655.000000	14.082603	3367	3560688896.000000
281474976710655.000000	14.262656	3368	3561757440.000000
281474976710655.000000	13.791475	3369	3562773760.000000
281474976710655.000000	15.320832	3370	3563842304.000000
281474976710655.000000	15.074335	3371	3564858112.000000
281474976710655.000000	15.351556	3372	3565924608.000000
281474976710655.000000	15.171769	3373	3566941952.000000
281474976710655.000000	16.163973	3374	3568008448.000000
281474976710655.000000	14.904594	3375	3569027328.000000
281474976710655.000000	15.887850	3376	3570091520.000000
281474976710655.000000	15.096949	3377	3571114240.000000
281474976710655.000000	16.643663	3378	3572173312.000000
281474976710655.000000	15.616506	3379	3573199872.000000
281474976710655.000000	16.261486	3380	3574255360.000000
281474976710655.000000	15.813988	3381	3575286528.000000
281474976710655.000000	15.545146	3382	3576338176.000000
281474976710655.000000	15.671765	3383	3577372672.000000
281474976710655.000000	16.497051	3384	3578420992.000000
281474976710655.000000	16.144054	3385	3579458048.000000
281474976710655.000000	16.333511	3386	3580503040.000000
281474976710655.000000	16.371964	3387	3581542656.000000
281474976710655.000000	16.554325	3388	3582585856.000000
281474976710655.000000	16.681051	3389	3583628032.000000
281474976710655.000000	16.780447	3390	3584669440.000000
281474976710655.000000	17.381563	3391	3585712384.000000
281474976710655.000000	16.132021	3392	3586754816.000000
281474976710655.000000	22.079390	3393	3587796736.000000
281474976710655.000000	16.032036	3394	3588835072.000000
281474976710655.000000	16.816170	3395	3589880320.000000
281474976710655.000000	16.873283	3396	3590921472.000000
281474976710655.000000	15.788771	3397	3591965440.000000
281474976710655.000000	17.098976	3398	3593005312.000000
281474976710655.000000	16.998795	3399	3594048768.000000
281474976710655.000000	17.872627	3400	3595089408.000000
281474976710655.000000	18.278090	3401	0.000000
281474976710655.000000	17.711081	3402	0.000000
281474976710655.000000	17.123817	3403	0.000000
281474976710655.000000	17.585051	3404	0.000000
281474976710655.000000	17.520945	3405	0.000000
281474976710655.000000	18.628075	3406	0.000000
281474976710655.000000	17.456982	3407	0.000000
281474976710655.000000	4.303475	3408	0.000000
281474976710655.000000	4.281374	3409	0.000000
281474976710655.000000	4.201193	3410	0.000000
281474976710655.000000	4.270834	3411	0.000000
281474976710655.000000	4.209169	3412	0.000000
281474976710655.000000	4.275212	3413	0.000000
281474976710655.000000	4.324182	3414	0.000000
281474976710655.000000	4.133706	3415	0.000000
281474976710655.000000	4.169816	3416	0.000000
281474976710655.000000	4.267269	3417	0.000000
281474976710655.000000	4.103694	3418	0.000000
281474976710655.000000	4.164840	3419	0.000000
281474976710655.000000	4.128853	3420	0.000000
281474976710655.000000	4.208803	3421	0.000000
281474976710655.000000	4.213852	3422	0.000000
281474976710655.000000	4.088457	3423	0.000000
281474976710655.000000	4.121078	3424	0.000000
281474976710655.000000	4.159031	3425	0.000000
281474976710655.000000	4.091479	3426	0.000000
281474976710655.000000	4.110454	3427	0.000000
281474976710655.000000	4.138381	3428	0.000000
