time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4707.622546	21.535822	0.014612	1.473876	87
4708.674004	23.073009	0.014616	1.578649	88
4709.714182	23.330055	0.014617	1.596103	89
4710.751071	22.920149	0.014605	1.569314	90
4711.797515	21.957125	0.014651	1.498695	91
4712.841302	22.772343	0.014615	1.558125	92
4713.870974	24.155909	0.014629	1.651237	93
4714.932105	22.246378	0.014614	1.522295	94
4715.947915	26.560448	0.014600	1.819178	95
4717.024008	22.005415	0.014594	1.507799	96
4718.030894	23.180056	0.014615	1.586038	97
4719.099163	23.255478	0.014634	1.589089	98
4720.118481	23.633394	0.014610	1.617632	99
4721.177813	22.983490	0.014627	1.571353	100
4722.209313	23.477512	0.014599	1.608111	101
4723.255338	23.610027	0.014605	1.616554	102
4724.297345	23.690699	0.014597	1.622943	103
4725.338221	23.469589	0.014630	1.604185	104
4726.378236	22.972284	0.014599	1.573605	105
4727.422162	25.124111	0.014612	1.719384	106
4728.460957	24.315172	0.014631	1.661870	107
4729.508300	22.561995	0.014628	1.542418	108
4730.544497	24.325809	0.014574	1.669142	109
4731.590736	24.745325	0.014606	1.694186	110
4732.624854	24.489489	0.014635	1.673371	111
4733.675041	23.819342	0.014602	1.631284	112
4734.708223	24.708372	0.014568	1.696122	113
4735.759446	25.399578	0.014631	1.736043	114
4736.793787	24.622154	0.014587	1.688008	115
4737.839520	24.814674	0.014603	1.699273	116
4738.876724	25.681305	0.014609	1.757910	117
4739.922780	25.476297	0.014604	1.744484	118
4740.962959	25.088182	0.014604	1.717892	119
4742.001342	26.130997	0.014645	1.784292	120
4743.047224	25.079857	0.014625	1.714860	121
4744.089064	26.168774	0.014599	1.792473	122
4745.130175	25.709162	0.014605	1.760331	123
4746.174195	26.206009	0.014612	1.793465	124
4747.211679	25.955299	0.014567	1.781777	125
4748.261162	25.897356	0.014609	1.772665	126
4749.284344	26.727974	0.014649	1.824572	127
4750.352174	26.002766	0.014602	1.780815	128
4751.363902	27.202980	0.014604	1.862682	129
4752.436177	26.228954	0.014607	1.795627	130
4753.446899	26.851366	0.014600	1.839101	131
4754.516012	26.445341	0.014569	1.815164	132
4755.538485	27.671461	0.014606	1.894519	133
4756.592176	27.537781	0.014595	1.886824	134
4757.628523	27.598183	0.014607	1.889330	135
4758.672200	27.069790	0.014578	1.856838	136
4759.714725	27.769987	0.014631	1.898057	137
4760.754787	28.280588	0.014624	1.933835	138
4761.795183	27.813543	0.014607	1.904076	139
4762.840396	28.011520	0.014695	1.906212	140
4763.875900	28.232195	0.014602	1.933429	141
4764.929831	27.925680	0.014600	1.912769	142
4765.951997	28.952074	0.014593	1.983904	143
4767.018961	27.862013	0.014597	1.908775	144
4768.033277	28.221947	0.014589	1.934418	145
4769.101519	28.313358	0.014657	1.931672	146
4770.116805	29.629580	0.014573	2.033155	147
4771.185298	27.957476	0.014611	1.913435	148
4772.198933	29.787230	0.014607	2.039306	149
4773.269466	28.598469	0.014603	1.958415	150
4774.283607	30.853222	0.014684	2.101090	151
4775.351815	28.510981	0.014590	1.954111	152
4776.364898	29.980749	0.014598	2.053692	153
4777.435555	29.252377	0.014629	1.999649	154
4778.447447	30.042082	0.014608	2.056542	155
4779.519288	29.509527	0.014595	2.021850	156
4780.531599	30.902618	0.014625	2.113038	157
4781.603273	29.533556	0.014593	2.023788	158
4782.615775	30.034998	0.014569	2.061602	159
4783.685281	30.240284	0.014624	2.067804	160
4784.702246	31.125553	0.014626	2.128144	161
4785.765670	30.833151	0.014595	2.112589	162
4786.789200	31.369394	0.014615	2.146456	163
4787.841499	30.987633	0.014564	2.127660	164
4788.880859	31.605190	0.014596	2.165333	165
4789.922785	31.953161	0.014628	2.184356	166
4790.964190	30.915512	0.014591	2.118750	167
4792.003932	31.423498	0.014635	2.147201	168
4793.048030	31.732864	0.014570	2.177891	169
4794.088866	31.355627	0.014566	2.152707	170
4795.127363	32.577156	0.014596	2.231987	171
4796.177955	32.372898	0.014596	2.217992	172
4797.205159	33.473026	0.014590	2.294169	173
4798.268911	32.082760	0.014597	2.197927	174
4799.284016	33.203842	0.014604	2.273564	175
4800.352080	31.347574	0.014607	2.146031	176
4801.367765	33.257053	0.014610	2.276387	177
4802.436259	32.317745	0.014582	2.216204	178
4803.450961	32.786625	0.014564	2.251136	179
4804.514339	32.506893	0.014578	2.229896	180
4805.539888	33.706562	0.014612	2.306729	181
4806.594715	33.574177	0.014641	2.293177	182
4807.627751	33.796879	0.014592	2.316072	183
4808.674000	33.635387	0.014607	2.302670	184
4809.711211	33.256981	0.014558	2.284519	185
4810.755759	34.055618	0.014623	2.328962	186
4811.797920	33.851788	0.014612	2.316676	187
4812.840091	34.469276	0.014623	2.357118	188
4813.886133	34.794537	0.014586	2.385403	189
4814.922225	34.655136	0.014591	2.375116	190
4815.965152	34.778854	0.014634	2.376634	191
4817.006946	34.939014	0.014603	2.392591	192
4818.049099	34.258537	0.014545	2.355271	193
4819.090814	35.598591	0.014614	2.435943	194
4820.131324	34.991676	0.014662	2.386564	195
4821.173580	35.238373	0.014605	2.412796	196
4822.213715	35.209785	0.014603	2.411216	197
4823.257921	35.560390	0.014592	2.436964	198
4824.296196	35.610287	0.014600	2.439052	199
4825.344505	35.921104	0.014542	2.470242	200
4826.376405	35.444633	0.014545	2.436926	201
4827.430427	35.679966	0.014566	2.449603	202
