crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	8.995620	4488	4758668288.000000
281474976710655.000000	9.214577	4489	4759710720.000000
281474976710655.000000	9.226191	4490	4760749568.000000
281474976710655.000000	9.257578	4491	4761790976.000000
281474976710655.000000	9.306356	4492	4762836480.000000
281474976710655.000000	9.499249	4493	4763871232.000000
281474976710655.000000	9.754985	4494	4764926464.000000
281474976710655.000000	9.518312	4495	4765947392.000000
281474976710655.000000	9.701762	4496	4767014400.000000
281474976710655.000000	9.922213	4497	4768029184.000000
281474976710655.000000	9.925283	4498	4769097728.000000
281474976710655.000000	9.697915	4499	4770110976.000000
281474976710655.000000	9.613611	4500	4771181056.000000
281474976710655.000000	9.911272	4501	4772193280.000000
281474976710655.000000	9.673553	4502	4773264896.000000
281474976710655.000000	10.129321	4503	4774279680.000000
281474976710655.000000	9.947095	4504	4775348224.000000
281474976710655.000000	10.164578	4505	4776360960.000000
281474976710655.000000	9.977970	4506	4777431552.000000
281474976710655.000000	10.135244	4507	4778443264.000000
281474976710655.000000	10.407249	4508	4779514880.000000
281474976710655.000000	10.547159	4509	4780527616.000000
281474976710655.000000	10.386418	4510	4781598720.000000
281474976710655.000000	10.490945	4511	4782611968.000000
281474976710655.000000	10.621755	4512	4783680000.000000
281474976710655.000000	10.253192	4513	4784698368.000000
281474976710655.000000	10.446204	4514	4785760768.000000
281474976710655.000000	10.257490	4515	4786785280.000000
281474976710655.000000	10.624275	4516	4787837952.000000
281474976710655.000000	10.368649	4517	4788876288.000000
281474976710655.000000	10.669301	4518	4789917696.000000
281474976710655.000000	10.736387	4519	4790960640.000000
281474976710655.000000	10.592010	4520	4792000000.000000
281474976710655.000000	11.384331	4521	4793043456.000000
281474976710655.000000	10.675222	4522	4794085376.000000
281474976710655.000000	10.830359	4523	4795123712.000000
281474976710655.000000	10.887890	4524	4796174336.000000
281474976710655.000000	11.001646	4525	4797199872.000000
281474976710655.000000	11.136371	4526	4798262784.000000
281474976710655.000000	11.617438	4527	4799279616.000000
281474976710655.000000	11.532058	4528	4800347648.000000
281474976710655.000000	11.767013	4529	4801361920.000000
281474976710655.000000	11.185836	4530	4802430976.000000
281474976710655.000000	11.568143	4531	4803446784.000000
281474976710655.000000	11.924850	4532	4804510208.000000
281474976710655.000000	11.389752	4533	4805534208.000000
281474976710655.000000	11.961282	4534	4806590976.000000
281474976710655.000000	11.450250	4535	4807621632.000000
281474976710655.000000	11.984947	4536	4808668160.000000
281474976710655.000000	11.433195	4537	4809707520.000000
281474976710655.000000	12.149187	4538	4810752000.000000
281474976710655.000000	11.518508	4539	4811793408.000000
281474976710655.000000	12.266123	4540	4812834816.000000
281474976710655.000000	11.966415	4541	4813877248.000000
281474976710655.000000	11.964246	4542	4814917632.000000
281474976710655.000000	12.438599	4543	4815961088.000000
281474976710655.000000	11.855427	4544	4817002496.000000
281474976710655.000000	12.732291	4545	4818044928.000000
281474976710655.000000	12.593785	4546	4819085312.000000
281474976710655.000000	12.165932	4547	4820127232.000000
281474976710655.000000	12.466021	4548	4821169152.000000
281474976710655.000000	12.435024	4549	4822209536.000000
281474976710655.000000	12.731338	4550	4823252992.000000
281474976710655.000000	12.160268	4551	4824291840.000000
281474976710655.000000	13.046958	4552	4825339904.000000
281474976710655.000000	12.885848	4553	4826372096.000000
281474976710655.000000	13.197054	4554	4827425792.000000
281474976710655.000000	12.941688	4555	4828452352.000000
281474976710655.000000	12.804007	4556	4829511680.000000
281474976710655.000000	13.260772	4557	4830532608.000000
281474976710655.000000	13.477561	4558	4831598592.000000
281474976710655.000000	12.979388	4559	4832614400.000000
281474976710655.000000	13.575312	4560	4833682944.000000
281474976710655.000000	13.073318	4561	4834698240.000000
281474976710655.000000	13.461455	4562	4835763712.000000
