time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1411.122768	30.256830	0.019705	1.535503	30
1412.139746	31.593792	0.019698	1.603888	31
1413.207567	30.675854	0.019693	1.557701	32
1414.223735	31.453871	0.019701	1.596540	33
1415.289827	30.946419	0.019702	1.570731	34
1416.306897	31.602938	0.019730	1.601785	35
1417.373664	30.161242	0.019734	1.528405	36
1418.392017	31.164133	0.019681	1.583449	37
1419.456341	30.508780	0.019740	1.545501	38
1420.479055	30.957523	0.019697	1.571702	39
1421.540089	30.449757	0.019702	1.545482	40
1422.561995	30.632385	0.019693	1.555528	41
1423.624383	28.724493	0.019659	1.461137	42
1424.645983	30.555536	0.019705	1.550614	43
1425.707070	30.193684	0.019724	1.530816	44
1426.730032	28.431503	0.019732	1.440895	45
1427.793144	29.536432	0.019725	1.497423	46
1428.812805	30.680334	0.019742	1.554076	47
1429.877524	29.829693	0.019697	1.514427	48
1430.897721	30.016546	0.019704	1.523392	49
1431.961460	29.781694	0.019720	1.510197	50
1432.979203	30.273129	0.019671	1.539006	51
1434.047032	29.353394	0.019731	1.487653	52
1435.066544	29.526098	0.019692	1.499388	53
1436.130555	29.611607	0.019737	1.500303	54
1437.147365	29.992386	0.019677	1.524209	55
1438.214817	29.142763	0.019696	1.479656	56
1439.231612	29.706318	0.019691	1.508639	57
1440.297629	29.500141	0.019692	1.498109	58
1441.316155	30.493628	0.019707	1.547328	59
1442.378764	30.072365	0.019693	1.527061	60
1443.402485	29.953333	0.019643	1.524861	61
1444.461967	29.117159	0.019685	1.479190	62
1445.488047	29.382748	0.019683	1.492776	63
1446.543562	29.468113	0.019700	1.495833	64
1447.575553	28.561541	0.019690	1.450577	65
1448.623686	29.909351	0.019673	1.520348	66
1449.661723	28.396708	0.019694	1.441864	67
1450.705734	29.477722	0.019697	1.496594	68
1451.747821	28.434044	0.019687	1.444342	69
1452.788518	29.794580	0.019687	1.513407	70
1453.831427	28.083834	0.019649	1.429283	71
1454.872508	28.986513	0.019678	1.473040	72
1455.914038	29.099367	0.019729	1.474930	73
1456.956614	28.449720	0.019654	1.447549	74
1457.997230	28.687363	0.019727	1.454239	75
1459.041728	28.663246	0.019685	1.456111	76
1460.081351	28.288280	0.019697	1.436167	77
1461.125043	28.902243	0.019652	1.470724	78
1462.165309	28.137148	0.019683	1.429548	79
1463.209298	28.247456	0.019647	1.437748	80
