time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1325.664591	34.465214	0.019771	1.743182	204
1326.679078	37.498745	0.019740	1.899615	205
1327.753334	31.612785	0.019747	1.600884	206
1328.764458	32.842255	0.019739	1.663802	207
1329.837971	34.137825	0.019747	1.728742	208
1330.847732	36.543034	0.019786	1.846929	209
1331.923226	31.616346	0.019694	1.605354	210
1332.934550	35.678616	0.019759	1.805691	211
1334.005145	32.952248	0.019746	1.668786	212
1335.021716	34.431858	0.019766	1.741991	213
1336.087895	34.066891	0.019786	1.721727	214
1337.106283	36.335228	0.019696	1.844787	215
1338.170425	33.890747	0.019781	1.713291	216
1339.192642	34.391552	0.019733	1.742815	217
1340.257464	32.571888	0.019732	1.650727	218
1341.278970	34.874779	0.019761	1.764829	219
1342.336960	33.382030	0.019728	1.692156	220
1343.364159	35.124783	0.019780	1.775758	221
1344.419865	33.487759	0.019763	1.694508	222
1345.447407	35.445068	0.019697	1.799557	223
1346.509656	31.627714	0.019728	1.603194	224
1347.531533	34.661976	0.019721	1.757590	225
1348.592482	32.996944	0.019734	1.672098	226
1349.617341	34.392067	0.019759	1.740543	227
1350.680803	33.111115	0.019758	1.675866	228
1351.697064	35.863720	0.019729	1.817829	229
1352.766848	31.295345	0.019725	1.586604	230
1353.782604	33.947075	0.019759	1.718040	231
1354.851507	33.423687	0.019754	1.691967	232
1355.863742	34.871929	0.019729	1.767538	233
1356.935653	32.258427	0.019763	1.632276	234
1357.950682	34.189129	0.019824	1.724594	235
1359.020407	33.211658	0.019762	1.680541	236
1360.035261	34.434235	0.019725	1.745700	237
1361.102626	33.258797	0.019701	1.688192	238
1362.122577	34.458073	0.019724	1.747050	239
1363.184048	33.448383	0.019781	1.690971	240
1364.208432	35.066425	0.019749	1.775597	241
1365.262916	33.557140	0.019718	1.701846	242
1366.297312	32.356277	0.019754	1.637952	243
1367.346249	33.426804	0.019716	1.695447	244
1368.384456	33.582302	0.019730	1.702097	245
1369.428179	32.426609	0.019759	1.641119	246
1370.469754	32.587090	0.019718	1.652670	247
1371.511604	37.770748	0.019705	1.916842	248
1372.554539	33.091377	0.019710	1.678902	249
1373.596529	32.898102	0.019707	1.669330	250
1374.636213	33.446598	0.019704	1.697442	251
1375.681802	33.074234	0.019753	1.674355	252
1376.719803	32.724873	0.019740	1.657774	253
1377.768656	31.677698	0.019718	1.606555	254
1378.804880	32.713623	0.019717	1.659162	255
1379.852206	33.111664	0.019765	1.675264	0
1380.887609	33.241222	0.019709	1.686564	1
1381.937344	32.721458	0.019740	1.657614	2
1382.971056	32.911411	0.019723	1.668652	3
1384.021884	32.012665	0.019728	1.622729	4
1385.054003	33.012539	0.019723	1.673816	5
1386.105975	32.164944	0.019714	1.631557	6
1387.140014	32.443123	0.019713	1.645771	7
1388.187828	32.318665	0.019679	1.642297	8
1389.224906	32.359867	0.019676	1.644647	9
1390.271123	32.304134	0.019764	1.634471	10
1391.308632	32.069260	0.019707	1.627342	11
1392.353565	32.137932	0.019710	1.630500	12
1393.395229	31.971264	0.019693	1.623515	13
1394.438519	31.332220	0.019694	1.590968	14
1395.479816	31.382879	0.019696	1.593373	15
1396.520616	32.284740	0.019643	1.643577	16
1397.562960	31.805307	0.019742	1.611038	17
1398.606686	32.055275	0.019702	1.627042	18
1399.645801	31.860455	0.019707	1.616719	19
1400.690900	31.802088	0.019711	1.613439	20
1401.729460	31.895603	0.019690	1.619921	21
1402.777115	31.366844	0.019721	1.590506	22
1403.810754	31.599302	0.019707	1.603487	23
1404.863437	31.949677	0.019750	1.617678	24
1405.892704	31.323797	0.019699	1.590082	25
1406.951451	31.247932	0.019745	1.582612	26
1407.974137	31.406317	0.019700	1.594264	27
1409.037549	30.112436	0.019701	1.528436	28
1410.055717	31.546118	0.019706	1.600813	29
