num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1223	1319.174454	39.322585	0.728149	3.593911	9.298836
1225	1321.259458	39.219348	0.693153	3.592524	10.629204
1227	1323.346351	39.143376	0.695687	3.591021	10.027203
1229	1325.432059	39.257919	0.780482	3.594309	10.513037
1231	1327.520229	39.866049	1.510131	3.571483	9.897980
1233	1329.605230	39.537781	0.722794	3.594973	10.064003
1235	1331.689932	40.115983	0.526750	3.590437	9.935562
1237	1333.771767	40.029515	0.452086	3.581366	10.987665
1239	1335.855270	40.564678	0.551917	3.591804	10.346502
1241	1337.937789	40.608798	0.484885	3.586035	11.168796
1243	1340.022404	40.816410	2.584495	3.584484	10.423011
1245	1342.104112	41.299991	0.447798	3.593218	10.868494
1247	1344.186826	41.423944	0.464733	3.588456	11.826438
1249	1346.275733	41.651066	0.419617	3.593561	10.462003
1251	1348.359315	41.852023	0.383739	3.593521	11.040698
1253	1350.446887	42.058448	0.366161	3.594202	11.753756
1255	1352.533009	42.227869	0.318671	3.594909	11.620966
1257	1354.618269	42.454558	0.441649	3.593611	11.306902
1259	1356.702672	42.491650	0.407498	3.594844	11.905485
1261	1358.786774	42.870775	0.382209	3.594890	11.862111
1263	1360.868445	43.418301	0.227731	3.597023	11.994418
1265	1362.950724	43.898293	0.180239	3.591829	12.256762
1267	1365.029832	43.779278	0.177636	3.590573	11.784350
1269	1367.111899	43.946938	0.268646	3.593630	12.075953
1271	1369.195201	43.975409	0.062596	3.587689	11.928956
1273	1371.278029	44.195585	0.116344	3.589474	12.552932
1275	1373.362655	44.362359	0.104340	3.590465	12.919890
1277	1375.448452	44.486521	-0.022947	3.583334	12.851278
1279	1377.533986	44.900125	0.144657	3.597306	12.384277
1281	1379.619343	45.645484	0.069659	3.589129	13.494581
1283	1381.703412	45.323732	0.087303	3.598340	13.411894
1285	1383.788506	45.814250	0.025219	3.588239	13.337594
1287	1385.872799	45.632391	-0.016324	3.593754	12.922757
1289	1387.954830	45.887997	-0.042717	3.593391	13.494133
1291	1390.038306	45.915873	-0.028020	3.589535	13.041133
1293	1392.120848	46.299466	-0.057721	3.599156	13.407169
1295	1394.205632	46.376692	-0.097044	3.595307	14.093950
1297	1396.287735	46.464959	-0.126701	3.595971	13.199164
1299	1398.373149	46.604798	-0.138416	3.595677	13.539699
1301	1400.457632	46.761479	-0.101920	3.593251	14.360194
1303	1402.543717	46.849787	-0.185189	3.590641	14.228935
1305	1404.630460	47.090745	-0.204225	3.593949	14.122374
1307	1406.718093	47.318383	-0.215463	3.593382	13.942121
1309	1408.803898	47.418019	-0.492547	3.583802	14.396915
1311	1410.888197	47.787896	-0.126489	3.598818	14.396461
1313	1412.973880	47.822041	-0.348512	3.592728	14.843900
1315	1415.056529	47.897494	-0.287420	3.593009	14.924277
1317	1417.140639	48.153976	-0.498909	3.582183	14.600565
1319	1419.223570	48.066576	-0.413876	3.584706	14.558932
1321	1421.306899	48.351572	-0.393693	3.586265	15.176532
1323	1423.390701	48.593566	-0.383837	3.594390	14.842229
1325	1425.474095	48.569905	-0.448539	3.586822	15.190820
1327	1427.558756	49.049137	-0.353254	3.599626	15.296213
1329	1429.642955	48.809699	-0.584391	3.595334	14.953757
1331	1431.728345	49.763987	-0.471726	3.585197	15.964484
1333	1433.812883	49.256200	-0.495533	3.596393	15.155821
1335	1435.896863	49.416768	1.197019	3.588131	15.304945
1337	1437.980377	49.716091	-0.686981	3.595965	15.383535
1339	1440.064127	49.888677	-0.547861	3.596078	15.694688
1341	1442.145620	50.034316	-0.586281	3.595425	16.199897
1343	1444.227544	50.465331	-0.556044	3.596708	15.882110
1345	1446.310389	49.470552	-0.668446	3.593162	15.712189
1347	1448.390993	50.463920	-0.640356	3.590243	16.413983
1349	1450.472751	50.509326	-0.667861	3.589417	15.969443
1351	1452.555094	50.412538	-0.787693	3.581411	16.233451
1353	1454.638796	50.818765	-0.568040	3.597021	16.367929
1355	1456.723498	50.848468	-0.775130	3.590679	16.325389
1357	1458.807199	50.942258	-0.720472	3.591121	16.410755
1359	1460.891364	51.107723	-0.737782	3.591611	16.999369
