crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	5.754954	2966	0.000000
281474976710655.000000	5.892075	2967	0.000000
281474976710655.000000	6.052782	2968	3143302144.000000
281474976710655.000000	5.956476	2969	3144346624.000000
281474976710655.000000	6.048042	2970	3145388800.000000
281474976710655.000000	6.190525	2971	3146428416.000000
281474976710655.000000	6.130939	2972	3147476992.000000
281474976710655.000000	6.199680	2973	3148515584.000000
281474976710655.000000	6.493201	2974	3149556736.000000
281474976710655.000000	6.518437	2975	3150598400.000000
281474976710655.000000	6.347912	2976	3151642368.000000
281474976710655.000000	6.596682	2977	3152682752.000000
281474976710655.000000	6.518137	2978	3153728000.000000
281474976710655.000000	6.441280	2979	3154767872.000000
281474976710655.000000	6.583606	2980	3155813632.000000
281474976710655.000000	6.770969	2981	3156853760.000000
281474976710655.000000	7.133043	2982	3157894144.000000
281474976710655.000000	7.107745	2983	3158936832.000000
281474976710655.000000	6.789966	2984	3159979776.000000
281474976710655.000000	7.212882	2985	3161022976.000000
281474976710655.000000	7.073060	2986	3162064640.000000
281474976710655.000000	7.176050	2987	3163107584.000000
281474976710655.000000	7.268395	2988	3164148224.000000
281474976710655.000000	7.375694	2989	3165192448.000000
281474976710655.000000	7.173907	2990	3166231808.000000
281474976710655.000000	7.470195	2991	3167278848.000000
281474976710655.000000	7.448052	2992	3168315392.000000
281474976710655.000000	7.488153	2993	3169363456.000000
281474976710655.000000	7.756350	2994	3170398976.000000
281474976710655.000000	7.722786	2995	3171449088.000000
281474976710655.000000	7.716815	2996	3172481280.000000
281474976710655.000000	8.099251	2997	3173537280.000000
281474976710655.000000	7.824502	2998	3174563328.000000
281474976710655.000000	8.319091	2999	3175623424.000000
281474976710655.000000	8.131310	3000	3176647168.000000
281474976710655.000000	8.325507	3001	3177709312.000000
281474976710655.000000	8.520913	3002	3178727936.000000
281474976710655.000000	8.447463	3003	3179796224.000000
281474976710655.000000	8.592814	3004	3180810496.000000
281474976710655.000000	8.558378	3005	3181882624.000000
281474976710655.000000	8.445720	3006	3182895616.000000
281474976710655.000000	8.830504	3007	3183966464.000000
281474976710655.000000	8.860825	3008	3184977920.000000
281474976710655.000000	8.817828	3009	3186053632.000000
281474976710655.000000	8.838381	3010	3187062016.000000
281474976710655.000000	8.968855	3011	3188137728.000000
281474976710655.000000	8.972112	3012	3189146624.000000
281474976710655.000000	8.942966	3013	3190221568.000000
281474976710655.000000	9.126406	3014	3191231744.000000
281474976710655.000000	9.376525	3015	3192306944.000000
281474976710655.000000	9.221947	3016	3193314304.000000
281474976710655.000000	9.508933	3017	3194390528.000000
281474976710655.000000	9.291437	3018	3195399680.000000
281474976710655.000000	9.363472	3019	3196474624.000000
281474976710655.000000	9.400338	3020	3197484800.000000
281474976710655.000000	9.928823	3021	3198558464.000000
281474976710655.000000	9.836281	3022	3199568128.000000
281474976710655.000000	9.879743	3023	3200643328.000000
281474976710655.000000	9.876222	3024	3201654016.000000
281474976710655.000000	9.991341	3025	3202727680.000000
281474976710655.000000	10.232252	3026	3203739904.000000
281474976710655.000000	10.263000	3027	3204812288.000000
281474976710655.000000	10.356956	3028	3205821952.000000
281474976710655.000000	10.764410	3029	3206894848.000000
281474976710655.000000	10.626015	3030	3207908864.000000
281474976710655.000000	10.754378	3031	3208977664.000000
281474976710655.000000	10.891150	3032	3209994496.000000
281474976710655.000000	10.917506	3033	3211061248.000000
281474976710655.000000	10.793323	3034	3212080640.000000
281474976710655.000000	11.746958	3035	3213144064.000000
281474976710655.000000	11.047359	3036	3214167296.000000
281474976710655.000000	11.735960	3037	3215226880.000000
281474976710655.000000	11.175105	3038	3216253184.000000
281474976710655.000000	11.564069	3039	3217308672.000000
281474976710655.000000	11.774478	3040	3218339584.000000
281474976710655.000000	11.951355	3041	3219391488.000000
281474976710655.000000	11.990316	3042	3220426240.000000
281474976710655.000000	12.099560	3043	3221475072.000000
281474976710655.000000	11.236753	3044	3222510592.000000
281474976710655.000000	12.087119	3045	3223557376.000000
281474976710655.000000	11.504839	3046	3224596480.000000
281474976710655.000000	12.064466	3047	3225641216.000000
281474976710655.000000	12.397836	3048	3226681344.000000
281474976710655.000000	12.380527	3049	3227725056.000000
281474976710655.000000	11.753669	3050	3228765952.000000
281474976710655.000000	12.248803	3051	3229808640.000000
281474976710655.000000	12.120514	3052	3230850816.000000
281474976710655.000000	12.384602	3053	3231892480.000000
281474976710655.000000	12.599567	3054	3232934400.000000
281474976710655.000000	12.742057	3055	3233977088.000000
281474976710655.000000	12.947003	3056	3235019520.000000
281474976710655.000000	12.871972	3057	3236061952.000000
281474976710655.000000	12.469405	3058	3237103872.000000
281474976710655.000000	12.739150	3059	3238145536.000000
281474976710655.000000	12.735126	3060	3239186944.000000
281474976710655.000000	13.003528	3061	3240229888.000000
281474976710655.000000	13.240879	3062	3241271040.000000
281474976710655.000000	13.459872	3063	3242314752.000000
