time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2390.533259	42.029793	0.024252	1.733011	198
2391.593439	41.008228	0.024189	1.695302	199
2392.615847	44.074314	0.024220	1.819785	200
2393.680928	39.312168	0.024186	1.625415	201
2394.701022	42.909809	0.024179	1.774664	202
2395.768022	38.655224	0.024208	1.596785	203
2396.788896	41.466568	0.024180	1.714886	204
2397.853212	40.669960	0.024175	1.682325	205
2398.868748	44.821259	0.024207	1.851615	206
2399.942174	38.858662	0.024134	1.610144	207
2400.956377	43.193920	0.024169	1.787174	208
2402.026414	38.435448	0.024116	1.593758	209
2403.040695	42.514126	0.024208	1.756202	210
2404.116079	39.867489	0.024160	1.650118	211
2405.123938	44.555580	0.024187	1.842147	212
2406.200078	40.958199	0.024256	1.688563	213
2407.209578	44.469646	0.024152	1.841226	214
2408.284777	39.099773	0.024215	1.614668	215
2409.296416	42.588470	0.024163	1.762562	216
2410.370544	40.470287	0.024163	1.674896	217
2411.381819	44.302235	0.024140	1.835249	218
2412.455171	41.074013	0.024166	1.699630	219
2413.467237	43.692184	0.024109	1.812307	220
2414.550085	39.423759	0.024164	1.631481	221
2415.553491	43.431587	0.024151	1.798345	222
2416.626819	40.908924	0.024148	1.694092	223
2417.639397	43.705494	0.024183	1.807295	224
2418.711358	40.800800	0.024163	1.688578	225
2419.725498	43.467026	0.024184	1.797369	226
2420.794756	41.641083	0.024185	1.721765	227
2421.810771	43.774067	0.024137	1.813560	228
2422.881535	39.823132	0.024115	1.651414	229
2423.896410	42.751740	0.024141	1.770896	230
2424.964996	39.870281	0.024151	1.650893	231
2425.980591	44.083084	0.024143	1.825917	232
2427.048746	41.579525	0.024155	1.721336	233
2428.069413	42.172897	0.024181	1.744073	234
2429.131681	40.652069	0.024134	1.684438	235
2430.138555	46.016052	0.024178	1.903259	236
2431.214682	41.685207	0.024138	1.726950	237
2432.242001	42.304344	0.024140	1.752443	238
2433.299121	42.261574	0.024162	1.749069	239
2434.328605	43.108829	0.024204	1.781059	240
2435.382932	41.255054	0.024123	1.710173	241
2436.413708	41.580574	0.024159	1.721128	242
2437.467808	39.863338	0.024157	1.650151	243
2438.501352	41.333344	0.024086	1.716073	244
2439.553261	41.489006	0.024187	1.715315	245
2440.586056	41.755421	0.024168	1.727684	246
2441.637369	41.844753	0.024186	1.730098	247
2442.671108	40.707470	0.024068	1.691330	248
2443.719217	41.462521	0.024143	1.717401	249
2444.756885	40.646900	0.024101	1.686505	250
2445.805075	48.641476	0.024091	2.019109	251
2446.843499	40.391315	0.024144	1.672928	252
2447.887865	41.859966	0.024167	1.732115	253
2448.927445	40.968449	0.024164	1.695429	254
2449.973120	41.005970	0.024129	1.699467	255
2451.011125	40.958706	0.024187	1.693425	0
2452.059590	40.963799	0.024100	1.699741	1
2453.096961	40.514896	0.024130	1.679030	2
2454.144145	40.733231	0.024138	1.687505	3
2455.179851	40.815029	0.024136	1.691028	4
2456.227329	41.044514	0.024139	1.700325	5
2457.264502	40.580715	0.024177	1.678510	6
2458.313975	40.930805	0.024179	1.692824	7
2459.349995	40.295971	0.024131	1.669894	8
2460.398068	40.373741	0.024136	1.672757	9
2461.434695	39.911671	0.024191	1.649885	10
2462.484365	41.281635	0.024127	1.710998	11
2463.516242	40.461601	0.024142	1.675956	12
2464.570010	38.680885	0.024217	1.597242	13
2465.603621	38.798817	0.024099	1.609963	14
2466.654842	40.491009	0.024146	1.676900	15
2467.685063	39.633400	0.024214	1.636797	16
2468.741266	39.561939	0.024131	1.639475	17
2469.768448	40.507111	0.024174	1.675623	18
2470.824971	39.846718	0.024170	1.648574	19
2471.852105	40.121712	0.024153	1.661140	20
2472.911354	39.104805	0.024176	1.617498	21
2473.936447	39.405251	0.024123	1.633516	22
2474.995065	39.337711	0.024119	1.631010	23
2476.018392	39.983444	0.024120	1.657676	24
2477.087484	37.298744	0.024096	1.547910	25
2478.103536	40.180679	0.024153	1.663574	26
2479.166790	37.959549	0.024181	1.569821	27
2480.185861	39.043438	0.024123	1.618494	28
2481.250866	39.075325	0.024186	1.615638	29
2482.270834	37.524876	0.024160	1.553177	30
2483.336571	38.239429	0.024198	1.580293	31
2484.355203	39.106602	0.024158	1.618805	32
2485.421576	38.057880	0.024139	1.576619	33
2486.439744	38.274544	0.024137	1.585737	34
2487.504046	38.106960	0.024155	1.577592	35
2488.521828	38.937466	0.024169	1.611076	36
2489.589564	38.319424	0.024184	1.584489	37
2490.606239	39.037376	0.024132	1.617654	38
2491.673451	37.531670	0.024124	1.555801	39
2492.691838	37.835255	0.024117	1.568825	40
2493.756513	38.047962	0.024128	1.576933	41
2494.777233	37.323406	0.024091	1.549262	42
2495.842441	38.358086	0.024116	1.590597	43
2496.862092	38.257648	0.024142	1.584682	44
2497.923421	38.975231	0.024122	1.615762	45
2498.945425	38.652855	0.024168	1.599317	46
2500.008915	37.500778	0.024163	1.551992	47
2501.032204	36.622726	0.024150	1.516484	48
2502.090533	37.231369	0.024173	1.540206	49
2503.115798	37.905003	0.024182	1.567510	50
2504.174881	37.228321	0.024126	1.543092	51
2505.201495	36.141357	0.024135	1.497483	52
2506.256705	37.107628	0.024113	1.538926	53
2507.286369	36.859936	0.024138	1.527071	54
2508.342214	36.623009	0.024130	1.517731	55
2509.371387	33.857262	0.024156	1.401582	56
2510.423265	37.508171	0.024106	1.555966	57
2511.459892	34.679333	0.024090	1.439582	58
2512.505861	37.640942	0.024159	1.558043	59
2513.541496	36.615154	0.024164	1.515247	60
2514.591900	35.919121	0.024132	1.488469	61
2515.628668	34.951553	0.024113	1.449519	62
2516.674387	36.802624	0.024169	1.522748	63
2517.712862	35.484135	0.024128	1.470659	64
2518.758105	36.513660	0.024188	1.509595	65
2519.796515	35.445644	0.024113	1.469969	66
2520.843047	35.519684	0.024121	1.472571	67
