crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	7.691832	2242	0.000000
281474976710655.000000	7.425630	2243	0.000000
281474976710655.000000	7.509370	2244	0.000000
281474976710655.000000	7.752581	2245	0.000000
281474976710655.000000	7.703440	2246	2390526720.000000
281474976710655.000000	7.439435	2247	2391586304.000000
281474976710655.000000	7.577337	2248	2392609024.000000
281474976710655.000000	7.447731	2249	2393675008.000000
281474976710655.000000	7.486709	2250	2394694912.000000
281474976710655.000000	7.925265	2251	2395762176.000000
281474976710655.000000	7.480032	2252	2396781824.000000
281474976710655.000000	7.946418	2253	2397847552.000000
281474976710655.000000	8.244404	2254	2398863104.000000
281474976710655.000000	7.756339	2255	2399936256.000000
281474976710655.000000	7.878478	2256	2400950272.000000
281474976710655.000000	8.346157	2257	2402021632.000000
281474976710655.000000	8.459043	2258	2403034880.000000
281474976710655.000000	8.711514	2259	2404109568.000000
281474976710655.000000	8.648332	2260	2405117184.000000
281474976710655.000000	8.558347	2261	2406193408.000000
281474976710655.000000	8.520100	2262	2407204352.000000
281474976710655.000000	8.682279	2263	2408279808.000000
281474976710655.000000	8.707212	2264	2409291008.000000
281474976710655.000000	9.134422	2265	2410364672.000000
281474976710655.000000	9.461045	2266	2411376384.000000
281474976710655.000000	9.164888	2267	2412449280.000000
281474976710655.000000	9.085690	2268	2413460992.000000
281474976710655.000000	8.730614	2269	2414535168.000000
281474976710655.000000	9.227282	2270	2415548160.000000
281474976710655.000000	9.388157	2271	2416620544.000000
281474976710655.000000	10.289061	2272	2417633536.000000
281474976710655.000000	9.500833	2273	2418705408.000000
281474976710655.000000	9.627773	2274	2419719680.000000
281474976710655.000000	9.444914	2275	2420787968.000000
281474976710655.000000	9.656487	2276	2421804032.000000
281474976710655.000000	9.884930	2277	2422875392.000000
281474976710655.000000	9.893783	2278	2423890944.000000
281474976710655.000000	10.277043	2279	2424957696.000000
281474976710655.000000	10.217626	2280	2425975040.000000
281474976710655.000000	10.024278	2281	2427042048.000000
281474976710655.000000	9.847380	2282	2428062464.000000
281474976710655.000000	10.181910	2283	2429126144.000000
281474976710655.000000	10.137291	2284	2430149888.000000
281474976710655.000000	10.652593	2285	2431209216.000000
281474976710655.000000	10.837041	2286	2432235776.000000
281474976710655.000000	10.858980	2287	2433292800.000000
281474976710655.000000	10.840245	2288	2434320128.000000
281474976710655.000000	10.831440	2289	2435377664.000000
281474976710655.000000	10.492237	2290	2436407808.000000
281474976710655.000000	10.692097	2291	2437461760.000000
281474976710655.000000	10.901449	2292	2438494976.000000
281474976710655.000000	11.205663	2293	2439546624.000000
281474976710655.000000	11.592791	2294	2440580096.000000
281474976710655.000000	11.262095	2295	2441630720.000000
281474976710655.000000	11.306098	2296	2442665728.000000
281474976710655.000000	11.453901	2297	2443713536.000000
281474976710655.000000	11.295584	2298	2444750336.000000
281474976710655.000000	11.373409	2299	2445798656.000000
281474976710655.000000	11.525839	2300	2446837504.000000
281474976710655.000000	11.766848	2301	2447882240.000000
281474976710655.000000	11.740584	2302	2448920576.000000
281474976710655.000000	11.830312	2303	2449967872.000000
281474976710655.000000	11.605724	2304	2451005440.000000
281474976710655.000000	12.099362	2305	2452052224.000000
281474976710655.000000	11.755820	2306	2453090816.000000
281474976710655.000000	12.008493	2307	2454137344.000000
281474976710655.000000	11.941865	2308	2455173632.000000
281474976710655.000000	12.611294	2309	2456221952.000000
281474976710655.000000	12.410279	2310	2457259008.000000
281474976710655.000000	12.476755	2311	2458307072.000000
281474976710655.000000	12.024598	2312	2459344128.000000
281474976710655.000000	13.145260	2313	2460392448.000000
281474976710655.000000	12.294910	2314	2461428224.000000
