num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1743	1862.251690	36.894689	-2.269994	0.498774	9.745489
1745	1864.334901	36.865780	-2.279608	0.499868	7.404575
1747	1866.417496	36.759833	-2.288272	0.500683	9.647999
1749	1868.501862	37.254314	-5.094481	0.518083	8.739904
1751	1870.587460	38.105730	-2.352964	0.498205	8.760917
1753	1872.674532	37.581416	-2.377355	0.493205	9.300627
1755	1874.759292	37.848688	2.766208	0.487049	9.753905
1757	1876.846209	38.112629	-2.347668	0.494259	9.742591
1759	1878.938387	38.372058	2.700965	0.482390	9.739032
1761	1881.028262	38.795067	-2.251563	0.494540	10.152791
1763	1883.117032	39.171866	3.238529	0.482340	9.729080
1765	1885.201552	40.352568	-2.517743	0.495778	9.739944
1767	1887.283174	39.486080	-1.627291	0.488573	10.073227
1769	1889.361724	40.400432	-2.365477	0.495073	10.765853
1771	1891.442715	40.841589	3.141382	0.490562	10.176431
1773	1893.528217	40.973590	2.987969	0.490836	10.424952
1775	1895.613243	42.164577	-2.151218	0.506590	11.083847
1777	1897.701053	41.426793	-2.252963	0.502652	11.077328
1779	1899.791486	41.797714	-2.243300	0.500776	11.393399
1781	1901.878996	43.502724	-3.910372	0.508078	11.212261
1783	1903.966107	42.240058	3.094281	0.486612	11.427986
1785	1906.051665	42.889322	2.769153	0.485846	11.246772
1787	1908.135153	42.760729	-2.243462	0.496155	11.885199
1789	1910.220947	43.092918	-2.205479	0.498184	11.997835
1791	1912.304463	43.647926	-2.222244	0.502967	11.997396
1793	1914.388343	43.983548	-2.636947	0.491820	11.884292
1795	1916.470428	44.363416	-2.351474	0.495146	12.389537
1797	1918.551779	44.535367	3.434656	0.488202	12.445189
1799	1920.633287	45.073465	3.480088	0.483420	13.428679
1801	1922.716303	45.764924	-2.491046	0.499293	13.239614
1803	1924.801041	44.809891	-2.764898	0.487644	12.928561
1805	1926.887839	45.621223	-2.324732	0.492266	13.106028
1807	1928.975221	45.233027	-2.399379	0.491922	13.711639
1809	1931.064852	46.374197	3.029438	0.489636	13.472030
1811	1933.152468	45.734633	-2.425911	0.492801	13.805512
1813	1935.237324	46.821477	3.992357	0.487796	13.522107
1815	1937.320150	46.479972	3.654559	0.482938	13.950538
1817	1939.402478	47.989686	-2.426446	0.495763	14.305090
1819	1941.482414	47.715226	-4.422258	0.501923	13.760952
1821	1943.566303	47.381555	-2.335361	0.496724	14.003673
1823	1945.650046	47.697463	-2.327851	0.488942	16.098846
1825	1947.732688	47.769173	-2.326139	0.496908	13.995326
1827	1949.816268	47.592377	-2.573902	0.495139	14.885349
1829	1951.900945	46.775528	-5.234506	0.502635	14.969228
1831	1953.987524	48.154566	-2.360529	0.490166	15.111404
1833	1956.072358	48.111318	3.202707	0.483745	15.141757
1835	1958.158887	48.958018	-2.472308	0.488927	14.838966
1837	1960.246069	48.583744	3.365367	0.482524	15.533492
1839	1962.333168	49.808388	-2.611552	0.496564	15.797023
1841	1964.417299	49.983458	-3.501945	0.497383	15.897133
1843	1966.499744	49.643819	3.335657	0.482160	16.271899
1845	1968.580668	49.863628	-2.421534	0.494500	16.011500
1847	1970.661929	49.715687	-2.619295	0.492935	15.692621
1849	1972.742798	51.162304	-5.041571	0.511186	15.977840
1851	1974.824877	50.308179	-2.340791	0.499360	15.795978
1853	1976.910060	51.089585	-4.695702	0.501571	16.323655
1855	1978.995118	50.308009	-2.524803	0.488164	16.084988
1857	1981.080649	50.621832	4.128168	0.483432	15.728651
1859	1983.166580	51.299744	3.309491	0.479715	16.595426
1861	1985.251920	52.686050	-2.652812	0.491277	16.545120
1863	1987.337187	52.260304	-4.115803	0.496208	16.743776
1865	1989.421608	52.101344	3.353128	0.480214	16.338917
1867	1991.505457	52.882887	-2.684557	0.491054	17.047374
