time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1867.729010	39.685226	0.024348	1.629938	211
1868.734762	42.461609	0.024186	1.755629	212
1869.814251	41.563961	0.024192	1.718081	213
1870.821836	44.841000	0.024201	1.852895	214
1871.899333	39.354782	0.024249	1.622927	215
1872.909861	42.013252	0.024184	1.737247	216
1873.984674	39.265133	0.024203	1.622303	217
1874.992621	44.307354	0.024186	1.831942	218
1876.066599	40.569595	0.024304	1.669260	219
1877.079220	43.322998	0.024233	1.787766	220
1878.148833	41.359940	0.024194	1.709515	221
1879.171847	41.964523	0.024238	1.731387	222
1880.230945	42.846741	0.024246	1.767166	223
1881.261658	42.551758	0.024228	1.756322	224
1882.311736	42.727539	0.024229	1.763474	225
1883.349500	41.189388	0.024131	1.706922	226
1884.395159	42.065483	0.024174	1.740089	227
1885.435678	41.682510	0.024197	1.722645	228
1886.482324	43.414200	0.024184	1.795197	229
1887.516242	42.474094	0.024191	1.755811	230
1888.573534	40.938057	0.024186	1.692632	231
1889.594071	43.355133	0.024191	1.792229	232
1890.663214	41.494068	0.024196	1.714904	233
1891.675151	43.829433	0.024216	1.809925	234
1892.751234	40.521294	0.024225	1.672727	235
1893.761203	42.460892	0.024211	1.753764	236
1894.834867	41.000504	0.024105	1.700895	237
1895.847852	41.913155	0.024170	1.734109	238
1896.918420	40.193115	0.024106	1.667367	239
1897.935425	42.707687	0.024210	1.764041	240
1898.997406	41.897835	0.024177	1.732962	241
1900.026152	41.298286	0.024217	1.705354	242
1901.079083	42.173523	0.024219	1.741371	243
1902.112726	41.188625	0.024168	1.704234	244
1903.162884	41.996239	0.024140	1.739716	245
1904.199235	41.480305	0.024212	1.713234	246
1905.246570	40.554005	0.024212	1.674962	247
1906.285443	38.335903	0.024163	1.586585	248
1907.329962	42.424511	0.024182	1.754382	249
1908.368329	40.997677	0.024136	1.698581	250
1909.415879	41.811783	0.024200	1.727725	251
1910.454792	40.794746	0.024159	1.688571	252
1911.486524	45.403515	0.024165	1.878897	253
1912.539655	40.188248	0.024174	1.662476	254
1913.587382	39.571720	0.024183	1.636338	255
1914.621694	39.962242	0.024124	1.656538	0
1915.673177	41.904945	0.024198	1.731730	1
1916.703759	40.725670	0.024162	1.685506	2
1917.759999	40.164078	0.024124	1.664922	3
1918.784350	39.162891	0.024206	1.617879	4
1919.849695	39.509033	0.024114	1.638400	5
1920.865978	41.171257	0.024127	1.706440	6
1921.936523	39.929989	0.024219	1.648711	7
1922.951845	40.228565	0.024153	1.665554	8
1924.022414	40.027157	0.024202	1.653861	9
1925.033690	41.122047	0.024174	1.701079	10
1926.106091	39.482288	0.024178	1.633008	11
1927.145564	34.621616	0.024208	1.430155	12
1928.187339	38.746941	0.024185	1.602126	13
1929.208568	40.678020	0.024194	1.681325	14
1930.266076	39.987835	0.024160	1.655104	15
1931.299325	38.667412	0.024179	1.599203	16
1932.346976	39.021526	0.024161	1.615088	17
1933.386439	41.696163	0.024161	1.725773	18
1934.429086	40.560539	0.024203	1.675818	19
1935.470673	38.456375	0.024176	1.590677	20
1936.515425	40.498478	0.024200	1.673523	21
1937.553183	38.485981	0.024164	1.592725	22
1938.601709	39.492516	0.024215	1.630910	23
1939.639199	37.556175	0.024169	1.553884	24
1940.689430	35.166267	0.024173	1.454799	25
