crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	8.159647	1743	0.000000
281474976710655.000000	7.927876	1744	0.000000
281474976710655.000000	9.350046	1745	0.000000
281474976710655.000000	9.135642	1746	0.000000
281474976710655.000000	8.409583	1747	1867723264.000000
281474976710655.000000	8.782018	1748	1868728960.000000
281474976710655.000000	8.908132	1749	1869807744.000000
281474976710655.000000	8.738361	1750	1870814720.000000
281474976710655.000000	8.989801	1751	1871893888.000000
281474976710655.000000	9.466104	1752	1872902016.000000
281474976710655.000000	9.455873	1753	1873978624.000000
281474976710655.000000	9.303446	1754	1874986496.000000
281474976710655.000000	9.668549	1755	1876061312.000000
281474976710655.000000	9.176336	1756	1877073664.000000
281474976710655.000000	9.659596	1757	1878142592.000000
281474976710655.000000	9.543136	1758	1879166336.000000
281474976710655.000000	9.802133	1759	1880224256.000000
281474976710655.000000	8.989022	1760	1881255936.000000
281474976710655.000000	9.497233	1761	1882305920.000000
281474976710655.000000	9.672532	1762	1883344640.000000
281474976710655.000000	9.928022	1763	1884388608.000000
281474976710655.000000	10.581298	1764	1885428608.000000
281474976710655.000000	10.067611	1765	1886476032.000000
281474976710655.000000	9.665373	1766	1887510016.000000
281474976710655.000000	10.221154	1767	1888568192.000000
281474976710655.000000	10.410505	1768	1889588096.000000
281474976710655.000000	10.460388	1769	1890657664.000000
281474976710655.000000	10.841904	1770	1891669376.000000
281474976710655.000000	10.499498	1771	1892745344.000000
281474976710655.000000	10.666295	1772	1893755392.000000
281474976710655.000000	10.951316	1773	1894828544.000000
281474976710655.000000	11.094492	1774	1895840384.000000
281474976710655.000000	11.003737	1775	1896911232.000000
281474976710655.000000	10.877223	1776	1897928448.000000
281474976710655.000000	11.188052	1777	1898991488.000000
281474976710655.000000	11.241831	1778	1900019328.000000
281474976710655.000000	11.211201	1779	1901073536.000000
281474976710655.000000	11.040326	1780	1902106496.000000
281474976710655.000000	11.417027	1781	1903156864.000000
281474976710655.000000	11.306366	1782	1904193536.000000
281474976710655.000000	11.268348	1783	1905240064.000000
281474976710655.000000	11.333749	1784	1906278912.000000
281474976710655.000000	11.813499	1785	1907324544.000000
281474976710655.000000	11.547780	1786	1908362240.000000
281474976710655.000000	11.987976	1787	1909408896.000000
281474976710655.000000	12.083154	1788	1910448256.000000
281474976710655.000000	11.502875	1789	1911494912.000000
281474976710655.000000	11.740783	1790	1912531584.000000
281474976710655.000000	11.946294	1791	1913580800.000000
281474976710655.000000	11.779456	1792	1914615424.000000
281474976710655.000000	12.717265	1793	1915666176.000000
281474976710655.000000	11.947347	1794	1916697216.000000
281474976710655.000000	12.330495	1795	1917754368.000000
281474976710655.000000	12.242310	1796	1918778624.000000
281474976710655.000000	13.046975	1797	1919843200.000000
281474976710655.000000	12.264544	1798	1920860160.000000
281474976710655.000000	12.961237	1799	1921930752.000000
281474976710655.000000	12.979803	1800	1922943232.000000
281474976710655.000000	12.718117	1801	1924016640.000000
281474976710655.000000	12.949070	1802	1925028224.000000
281474976710655.000000	13.237747	1803	1926099584.000000
281474976710655.000000	13.090865	1804	1927115136.000000
281474976710655.000000	13.412215	1805	1928180096.000000
281474976710655.000000	12.834434	1806	1929202688.000000
281474976710655.000000	12.890688	1807	1930259584.000000
281474976710655.000000	13.432805	1808	1931292544.000000
281474976710655.000000	13.988551	1809	1932341632.000000
281474976710655.000000	13.369486	1810	1933379968.000000
281474976710655.000000	13.163756	1811	1934423168.000000
281474976710655.000000	13.430788	1812	1935464576.000000
281474976710655.000000	14.340908	1813	1936509696.000000
281474976710655.000000	13.432619	1814	1937547136.000000
281474976710655.000000	14.071293	1815	1938596096.000000
281474976710655.000000	14.224182	1816	1939629440.000000
281474976710655.000000	14.187344	1817	1940683392.000000
281474976710655.000000	14.299438	1818	1941708928.000000
281474976710655.000000	14.403410	1819	1942769664.000000
281474976710655.000000	14.040250	1820	1943793408.000000
281474976710655.000000	15.838392	1821	1944853248.000000
281474976710655.000000	14.583952	1822	1945877120.000000
281474976710655.000000	13.757438	1823	1946940160.000000
281474976710655.000000	15.361622	1824	1947959680.000000
281474976710655.000000	14.456876	1825	1949026432.000000
281474976710655.000000	14.568104	1826	1950043392.000000
281474976710655.000000	15.112661	1827	1951109248.000000
281474976710655.000000	15.012681	1828	1952128128.000000
281474976710655.000000	15.420199	1829	1953191808.000000
281474976710655.000000	14.927572	1830	1954214912.000000
281474976710655.000000	14.856118	1831	1955275648.000000
281474976710655.000000	15.241841	1832	1956299520.000000
281474976710655.000000	15.102654	1833	1957358080.000000
281474976710655.000000	14.210320	1834	1958386176.000000
281474976710655.000000	15.674367	1835	1959438592.000000
281474976710655.000000	15.144032	1836	1960473472.000000
281474976710655.000000	15.759712	1837	1961520256.000000
281474976710655.000000	15.091099	1838	1962560640.000000
281474976710655.000000	16.011311	1839	1963604096.000000
281474976710655.000000	15.411593	1840	1964644352.000000
281474976710655.000000	15.749019	1841	1965687808.000000
281474976710655.000000	15.802874	1842	1966726656.000000
281474976710655.000000	16.209265	1843	1967774208.000000
281474976710655.000000	15.568205	1844	1968807296.000000
281474976710655.000000	15.268800	1845	1969862784.000000
281474976710655.000000	16.051014	1846	1970888704.000000
281474976710655.000000	16.149141	1847	1971949312.000000
281474976710655.000000	15.234599	1848	1972969472.000000
281474976710655.000000	15.973376	1849	1974035968.000000
281474976710655.000000	16.164877	1850	1975051648.000000
281474976710655.000000	16.349663	1851	1976121600.000000
281474976710655.000000	16.315456	1852	1977137280.000000
281474976710655.000000	16.236469	1853	1978205056.000000
281474976710655.000000	15.846402	1854	1979222272.000000
281474976710655.000000	15.979057	1855	1980286720.000000
281474976710655.000000	17.006056	1856	1981307904.000000
281474976710655.000000	16.775013	1857	1982369280.000000
281474976710655.000000	16.780584	1858	1983393920.000000
281474976710655.000000	16.750149	1859	1984451200.000000
281474976710655.000000	16.351440	1860	1985479168.000000
281474976710655.000000	16.901649	1861	1986534784.000000
