num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2455	2607.825137	33.120908	1.100033	0.427158	7.787798
2457	2609.908900	33.097888	1.083504	0.427468	7.270946
2459	2611.990975	33.262747	0.995363	0.419046	7.058664
2461	2614.073151	33.175115	1.378138	0.409965	7.647663
2463	2616.156358	33.491172	1.019631	0.419316	7.377129
2465	2618.239614	33.812265	1.004356	0.418686	7.472995
2467	2620.325144	33.726842	1.725057	0.402725	7.956102
2469	2622.407085	34.300562	0.944210	0.417110	7.938386
2471	2624.492519	34.795826	0.928322	0.431572	8.224708
2473	2626.576925	34.853115	-2.512195	0.434127	7.531976
2475	2628.661538	34.799658	0.891961	0.416606	8.492663
2477	2630.747311	35.061466	0.875459	0.416795	7.953101
2479	2632.830363	35.465218	1.535183	0.408451	8.369764
2481	2634.913636	35.559671	0.805760	0.414654	7.831760
2483	2636.996323	35.657274	1.538449	0.410296	8.401629
2485	2639.078341	36.104355	0.716089	0.415080	8.797523
2487	2641.157725	36.419426	1.370593	0.405434	8.697118
2489	2643.238670	36.721013	0.673107	0.423673	9.070244
2491	2645.320722	36.850140	0.782502	0.430176	9.350518
2493	2647.402933	37.127662	0.554497	0.417820	9.057846
2495	2649.485630	37.153187	0.502071	0.417244	8.982641
2497	2651.569880	37.335332	2.168107	0.410451	8.931834
2499	2653.654242	37.550923	0.482812	0.414618	9.079125
2501	2655.739763	38.537769	0.617377	0.429106	9.212497
2503	2657.825563	37.584502	-3.273092	0.431899	9.503735
2505	2659.909280	38.197357	2.614821	0.402504	9.396650
2507	2661.993091	38.274301	3.188055	0.404914	10.379777
2509	2664.076397	38.401408	1.364774	0.403732	10.169738
2511	2666.161148	38.892277	0.392808	0.412791	9.378292
2513	2668.243792	39.148417	0.356836	0.412638	10.040712
2515	2670.327616	40.502062	0.369731	0.427774	10.448699
2517	2672.410627	39.172536	-3.523935	0.433142	10.728030
2519	2674.495264	39.918300	0.277095	0.421556	10.533891
2521	2676.580573	40.099898	0.280439	0.421427	10.749628
2523	2678.665635	40.235913	0.168917	0.416515	11.287205
2525	2680.751984	42.177026	-1.824677	0.430601	10.821156
2527	2682.840668	40.622648	0.135922	0.414976	11.507972
2529	2684.925457	40.800447	4.103461	0.414122	10.761706
2531	2687.011416	41.145764	0.073449	0.414719	10.727928
2533	2689.095794	41.905573	1.789525	0.408904	11.751806
2535	2691.182039	41.983429	1.685241	0.408183	11.388555
2537	2693.265241	42.146957	1.543537	0.407623	11.411835
2539	2695.349503	42.176178	0.113710	0.422873	11.554001
2541	2697.433018	41.976452	-2.295375	0.419072	12.217228
2543	2699.516393	42.197773	2.180895	0.403638	12.207548
2545	2701.600934	43.154114	1.504467	0.399911	11.930499
2547	2703.684029	43.133568	2.012866	0.400547	11.709368
2549	2705.769495	43.676291	1.615620	0.399783	12.429450
2551	2707.853041	43.598571	1.510692	0.401447	12.084140
2553	2709.937938	43.818207	1.780874	0.400035	12.204489
2555	2712.021520	44.802403	-0.081534	0.425794	12.169039
2557	2714.103314	48.394814	-1.868645	0.420539	11.875303
2559	2716.186936	44.325671	-0.144557	0.419907	12.621372
2561	2718.268976	44.251158	-4.968274	0.437169	13.226878
2563	2720.350592	44.889116	2.431872	0.409331	12.981862
2565	2722.433129	45.725928	2.281726	0.399292	13.542580
2567	2724.513749	45.258865	-0.186850	0.423217	13.737895
2569	2726.595584	45.419529	-0.198233	0.424466	14.340785
2571	2728.678120	45.531769	-0.229614	0.423653	13.712916
2573	2730.761644	45.893363	-0.314076	0.416754	14.038130
2575	2732.844119	47.329880	-0.201529	0.424109	14.007580
2577	2734.927611	45.989172	-0.282651	0.425475	13.931221
2579	2737.011816	45.307915	-4.746951	0.424882	14.080566
2581	2739.095803	46.490733	2.022602	0.407427	14.336108
