time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2683.016506	32.699383	0.014592	2.240898	222
2684.068380	32.237514	0.014558	2.214450	223
2685.100776	33.201565	0.014616	2.271580	224
2686.152326	32.627579	0.014598	2.235010	225
2687.186762	33.226032	0.014597	2.276248	226
2688.232480	32.663425	0.014555	2.244066	227
2689.270939	32.926628	0.014589	2.256908	228
2690.314865	33.178181	0.014594	2.273368	229
2691.356705	33.167789	0.014615	2.269488	230
2692.401086	33.104694	0.014610	2.265906	231
2693.440093	33.597336	0.014620	2.297997	232
2694.482375	33.284756	0.014588	2.281724	233
2695.525572	33.464630	0.014617	2.289442	234
2696.566864	33.267517	0.014596	2.279293	235
2697.610473	33.473461	0.014594	2.293670	236
2698.649783	33.527233	0.014621	2.293019	237
2699.691571	33.621677	0.014608	2.301628	238
2700.733635	33.857773	0.014626	2.314962	239
2701.777089	32.900326	0.014555	2.260386	240
2702.817165	33.536652	0.014586	2.299261	241
2703.859438	33.856228	0.014593	2.320069	242
2704.901249	34.312584	0.014586	2.352488	243
2705.945251	33.573219	0.014558	2.306155	244
2706.985343	34.321350	0.014589	2.352514	245
2708.028467	33.837097	0.014593	2.318754	246
2709.072344	34.206749	0.014596	2.343572	247
2710.113298	33.463036	0.014604	2.291337	248
2711.152898	34.237473	0.014570	2.349812	249
2712.196178	33.443550	0.014558	2.297239	250
2713.237659	34.505417	0.014585	2.365846	251
2714.278742	33.409515	0.014589	2.290063	252
2715.321358	34.412540	0.014580	2.360296	253
2716.361462	34.424572	0.014580	2.361127	254
2717.407484	34.410007	0.014595	2.357734	255
2718.443839	34.733585	0.014588	2.380970	0
2719.492197	34.529968	0.014593	2.366158	1
2720.526107	35.157932	0.014590	2.409716	2
2721.578213	34.244942	0.014591	2.346973	3
2722.607937	35.240395	0.014560	2.420275	4
2723.665938	34.637493	0.014598	2.372827	5
2724.690023	35.439449	0.014612	2.425443	6
2725.752564	34.009697	0.014607	2.328350	7
2726.772579	35.619438	0.014595	2.440602	8
2727.835790	34.543510	0.014620	2.362691	9
2728.855184	36.043694	0.014594	2.469813	10
2729.921850	33.923950	0.014595	2.324340	11
2730.936578	36.354259	0.014611	2.488110	12
2732.004270	34.713081	0.014598	2.377909	13
2733.023138	35.495071	0.014533	2.442444	14
2734.088783	34.466682	0.014594	2.361649	15
2735.104549	36.261803	0.014602	2.483319	16
2736.172853	34.508347	0.014590	2.365281	17
2737.186938	36.481300	0.014591	2.500342	18
2738.256642	34.693130	0.014579	2.379739	19
2739.271039	36.573345	0.014589	2.506932	20
2740.340606	34.712238	0.014593	2.378671	21
2741.355730	36.705597	0.014623	2.510087	22
