crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	6.901349	2457	0.000000
281474976710655.000000	7.118926	2458	2612162048.000000
281474976710655.000000	7.468196	2459	2613205760.000000
281474976710655.000000	7.696632	2460	2614244096.000000
281474976710655.000000	7.231787	2461	2615291648.000000
281474976710655.000000	7.318728	2462	2616327424.000000
281474976710655.000000	7.427696	2463	2617374464.000000
281474976710655.000000	7.726044	2464	2618410496.000000
281474976710655.000000	7.606744	2465	2619461120.000000
281474976710655.000000	7.624462	2466	2620496384.000000
281474976710655.000000	7.550299	2467	2621542656.000000
281474976710655.000000	7.935154	2468	2622578176.000000
281474976710655.000000	7.951014	2469	2623629056.000000
281474976710655.000000	7.896450	2470	2624663808.000000
281474976710655.000000	7.493543	2471	2625708800.000000
281474976710655.000000	7.721251	2472	2626748160.000000
281474976710655.000000	8.208857	2473	2627795200.000000
281474976710655.000000	8.264906	2474	2628832768.000000
281474976710655.000000	7.743776	2475	2629876480.000000
281474976710655.000000	8.048676	2476	2630918656.000000
281474976710655.000000	8.220311	2477	2631960320.000000
281474976710655.000000	8.385683	2478	2633001472.000000
281474976710655.000000	8.135581	2479	2634046208.000000
281474976710655.000000	8.390200	2480	2635084544.000000
281474976710655.000000	8.457829	2481	2636130816.000000
281474976710655.000000	8.425962	2482	2637167360.000000
281474976710655.000000	8.372794	2483	2638216704.000000
281474976710655.000000	8.410950	2484	2639249408.000000
281474976710655.000000	8.730440	2485	2640302080.000000
281474976710655.000000	8.596790	2486	2641328384.000000
281474976710655.000000	8.704358	2487	2642390528.000000
281474976710655.000000	9.078751	2488	2643409408.000000
281474976710655.000000	9.137265	2489	2644478208.000000
281474976710655.000000	9.119412	2490	2645491712.000000
281474976710655.000000	8.849011	2491	2646563328.000000
281474976710655.000000	8.978429	2492	2647574016.000000
281474976710655.000000	9.087207	2493	2648648960.000000
281474976710655.000000	9.072037	2494	2649656576.000000
281474976710655.000000	8.932724	2495	2650733824.000000
281474976710655.000000	8.875609	2496	2651740928.000000
281474976710655.000000	9.263352	2497	2652815616.000000
281474976710655.000000	9.174092	2498	2653825536.000000
281474976710655.000000	9.398381	2499	2654900224.000000
281474976710655.000000	9.244009	2500	2655910912.000000
281474976710655.000000	9.330361	2501	2656981760.000000
281474976710655.000000	9.339534	2502	2657996800.000000
281474976710655.000000	9.395576	2503	2659066624.000000
281474976710655.000000	9.578505	2504	2660080384.000000
281474976710655.000000	9.829309	2505	2661149440.000000
281474976710655.000000	9.466344	2506	2662164224.000000
281474976710655.000000	9.945442	2507	2663233280.000000
281474976710655.000000	9.798224	2508	2664247296.000000
281474976710655.000000	9.574691	2509	2665318144.000000
281474976710655.000000	9.622429	2510	2666332416.000000
281474976710655.000000	9.978395	2511	2667400960.000000
281474976710655.000000	9.932570	2512	2668414720.000000
281474976710655.000000	10.103196	2513	2669486592.000000
281474976710655.000000	9.956442	2514	2670498560.000000
281474976710655.000000	10.441938	2515	2671571200.000000
281474976710655.000000	10.516517	2516	2672581632.000000
281474976710655.000000	10.417938	2517	2673654784.000000
281474976710655.000000	10.409820	2518	2674666496.000000
281474976710655.000000	10.471677	2519	2675736832.000000
281474976710655.000000	10.313201	2520	2676751872.000000
281474976710655.000000	10.975138	2521	2677820672.000000
281474976710655.000000	10.788434	2522	2678836992.000000
281474976710655.000000	10.823914	2523	2679899904.000000
281474976710655.000000	10.931776	2524	2680923136.000000
281474976710655.000000	11.445225	2525	2681983232.000000
281474976710655.000000	10.824021	2526	2683012096.000000
281474976710655.000000	11.059896	2527	2684064000.000000
281474976710655.000000	10.938531	2528	2685096704.000000
281474976710655.000000	11.028868	2529	2686146816.000000
281474976710655.000000	11.098083	2530	2687182592.000000
281474976710655.000000	11.492259	2531	2688227840.000000
281474976710655.000000	11.339416	2532	2689266944.000000
281474976710655.000000	11.067954	2533	2690310656.000000
281474976710655.000000	11.074775	2534	2691353344.000000
281474976710655.000000	11.289311	2535	2692393728.000000
281474976710655.000000	11.508327	2536	2693436160.000000
281474976710655.000000	11.304928	2537	2694478848.000000
281474976710655.000000	11.601020	2538	2695520512.000000
281474976710655.000000	11.885853	2539	2696562688.000000
281474976710655.000000	11.418207	2540	2697604096.000000
281474976710655.000000	11.907188	2541	2698646016.000000
281474976710655.000000	11.322609	2542	2699687424.000000
281474976710655.000000	12.210181	2543	2700729600.000000
281474976710655.000000	12.347238	2544	2701772288.000000
281474976710655.000000	12.049310	2545	2702814208.000000
281474976710655.000000	12.191554	2546	2703855104.000000
281474976710655.000000	12.161777	2547	2704896512.000000
