time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5323.599866	33.288670	0.019656	1.693590	162
5324.640481	33.759621	0.019595	1.722836	163
5325.684121	33.764767	0.019615	1.721411	164
5326.723192	34.302685	0.019595	1.750591	165
5327.768608	33.530888	0.019596	1.711116	166
5328.804759	34.414375	0.019613	1.754660	167
5329.851045	34.622646	0.019631	1.763689	168
5330.886964	35.385754	0.019626	1.802986	169
5331.936582	34.733143	0.019589	1.773127	170
5332.969691	34.084526	0.019588	1.740047	171
5334.022779	35.696274	0.019592	1.822029	172
5335.049724	36.400520	0.019590	1.858084	173
5336.107708	36.003807	0.019588	1.838091	174
5337.130480	36.740433	0.019547	1.879576	175
5338.193044	35.790707	0.019622	1.823999	176
5339.214469	37.483917	0.019624	1.910059	177
5340.276658	35.932407	0.019581	1.835093	178
5341.293302	38.041451	0.019594	1.941438	179
5342.361940	36.407818	0.019590	1.858466	180
5343.375015	39.297138	0.019627	2.002180	181
5344.446823	36.003670	0.019583	1.838537	182
5345.458765	38.754894	0.019592	1.978105	183
5346.532863	37.160957	0.019606	1.895422	184
5347.540593	38.908005	0.019550	1.990230	185
5348.617284	38.118240	0.019623	1.942551	186
5349.623330	40.214413	0.019617	2.050011	187
5350.702338	38.419239	0.019636	1.956621	188
5351.707552	40.889877	0.019630	2.082978	189
5352.785302	38.764194	0.019589	1.978899	190
5353.792530	41.010445	0.019573	2.095287	191
5354.868437	38.049946	0.019585	1.942824	192
5355.876624	41.822182	0.019585	2.135397	193
5356.952947	40.408211	0.019623	2.059183	194
5357.957634	41.903267	0.019593	2.138675	195
5359.037021	40.532978	0.019619	2.065994	196
5360.041780	42.161194	0.019632	2.147567	197
5361.119267	40.360451	0.019573	2.061998	198
5362.125480	42.805531	0.019598	2.184207	199
5363.204549	41.837830	0.019599	2.134663	200
5364.201441	41.440281	0.019574	2.117139	201
5365.287806	41.625530	0.019588	2.125095	202
5366.293248	43.928112	0.019590	2.242383	203
5367.369370	56.408138	0.019642	2.871842	204
5368.378765	44.410404	0.019578	2.268357	205
5369.451976	43.015991	0.019622	2.192250	206
5370.462112	45.169521	0.019562	2.309068	207
5371.535285	43.610847	0.019617	2.223158	208
5372.546490	46.540020	0.019607	2.373601	209
5373.616541	43.567543	0.019623	2.220213	210
5374.630947	45.478748	0.019623	2.317576	211
5375.698738	44.308315	0.019629	2.257264	212
5376.717582	46.807945	0.019583	2.390224	213
5377.780891	45.130787	0.019655	2.296183	214
5378.802281	47.351265	0.019589	2.417297	215
5379.863615	45.277206	0.019556	2.315273	216
5380.887206	47.408501	0.019579	2.421342	217
5381.947260	46.235420	0.019585	2.360758	218
5382.971947	47.437088	0.019616	2.418224	219
5384.028326	46.771873	0.019589	2.387608	220
5385.056159	47.538330	0.019584	2.427465	221
5386.111618	47.815144	0.019588	2.441067	222
5387.142119	48.742294	0.019577	2.489813	223
5388.192862	47.254246	0.019559	2.415995	224
5389.230250	49.215477	0.019575	2.514202	225
5390.276417	48.494984	0.019585	2.476103	226
5391.311894	49.525913	0.019594	2.527549	227
5392.359442	49.338531	0.019627	2.513810	228
5393.394970	49.862366	0.019615	2.542010	229
5394.443019	49.669319	0.019621	2.531458	230
5395.478546	49.753487	0.019522	2.548522	231
5396.526707	49.803177	0.019581	2.543457	232
5397.561648	50.355545	0.019587	2.570906	233
5398.610345	51.160458	0.019591	2.611488	234
5399.646266	50.413219	0.019550	2.578711	235
5400.693994	50.098106	0.019524	2.565975	236
5401.730002	50.119606	0.019572	2.560766	237
