time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5272.533694	23.770857	0.019683	1.207708	113
5273.616831	23.433496	0.019671	1.191280	114
5274.614820	24.904989	0.019587	1.271480	115
5275.703772	23.985689	0.019641	1.221198	116
5276.700257	25.875603	0.019622	1.318694	117
5277.784230	23.008615	0.019620	1.172742	118
5278.786973	23.455769	0.019658	1.193209	119
5279.863344	23.062414	0.019588	1.177369	120
5280.864919	23.942554	0.019613	1.220729	121
5281.951189	24.807753	0.019634	1.263542	122
5282.947133	25.794767	0.019616	1.314979	123
5284.035142	24.015909	0.019619	1.224137	124
5285.036736	27.183750	0.019660	1.382677	125
5286.115976	24.383627	0.019629	1.242212	126
5287.119632	25.474432	0.019664	1.295492	127
5288.197655	25.832909	0.019613	1.317154	128
5289.199015	26.376617	0.019596	1.346016	129
5290.283243	26.199961	0.019614	1.335789	130
5291.283933	27.987841	0.019605	1.427559	131
5292.365055	24.023184	0.019610	1.225043	132
5293.369603	26.703547	0.019573	1.364321	133
5294.447518	26.716822	0.019600	1.363121	134
5295.453706	27.795979	0.019606	1.417763	135
5296.528642	27.620104	0.019609	1.408519	136
5297.536962	28.438778	0.019621	1.449380	137
5298.606344	27.533056	0.019653	1.400982	138
5299.626099	27.979319	0.019611	1.426697	139
5300.690758	27.910854	0.019611	1.423260	140
5301.712537	28.998781	0.019636	1.476785	141
5302.771807	28.634876	0.019578	1.462582	142
5303.803337	31.115261	0.019584	1.588827	143
5304.852385	29.452698	0.019630	1.500418	144
5305.881891	29.438257	0.019592	1.502600	145
5306.932317	29.683504	0.019636	1.511656	146
5307.968875	28.992344	0.019604	1.478864	147
5309.016765	30.160360	0.019625	1.536856	148
5310.052394	30.378584	0.019640	1.546792	149
5311.101014	30.899208	0.019603	1.576213	150
5312.137695	30.556149	0.019602	1.558854	151
5313.180607	30.148575	0.019571	1.540489	152
5314.220376	30.914562	0.019595	1.577706	153
5315.273509	35.409821	0.019634	1.803503	154
5316.305311	32.176991	0.019617	1.640295	155
5317.348800	31.960722	0.019613	1.629535	156
5318.391007	32.018429	0.019584	1.634958	157
5319.432428	32.239872	0.019572	1.647275	158
5320.471728	32.308643	0.019633	1.645623	159
5321.516691	33.020660	0.019602	1.684584	160
5322.557542	34.031521	0.019601	1.736251	161
