num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4975	5269.336598	29.701757	-5.257146	3.677173	5.494418
4977	5271.418625	29.752382	-5.217401	3.677579	4.185200
4979	5273.499513	30.292129	-5.251081	3.672788	6.793192
4981	5275.586351	30.221673	-5.206037	3.684287	6.536915
4983	5277.666832	30.393850	-5.157415	3.687012	4.504956
4985	5279.746571	30.690500	-5.082627	3.690745	6.678441
4987	5281.833853	30.900337	-5.059185	3.694628	7.234968
4989	5283.917698	31.096982	-5.043921	3.697832	5.673260
4991	5285.998636	31.325701	-5.042622	3.692920	5.134326
4993	5288.078882	31.622940	-4.968688	3.705460	6.709207
4995	5290.165926	32.026156	-4.924207	3.708896	7.033974
4997	5292.247742	32.216710	-4.881266	3.711939	6.389352
4999	5294.329255	32.465197	-4.835291	3.713387	6.141924
5001	5296.411093	32.937315	-4.786199	3.717501	7.394016
5003	5298.488738	33.110289	-4.740328	3.718410	7.361165
5005	5300.573275	33.650748	-4.799677	3.716495	6.670050
5007	5302.654238	33.500482	-4.782974	3.716245	5.934846
5009	5304.735111	33.756363	-4.670081	3.723315	6.657520
5011	5306.815147	34.036263	-4.714932	3.719596	6.638011
5013	5308.899877	34.231278	-4.685947	3.721943	6.485932
5015	5310.983554	34.513525	-4.584334	3.731147	6.183823
5017	5313.063508	34.801859	-4.547395	3.733886	7.100412
5019	5315.148083	35.005003	-4.521644	3.737434	7.518154
5021	5317.232256	35.472062	-4.458422	3.745549	7.020695
5023	5319.315458	35.871507	-4.518789	3.735411	7.610203
5025	5321.399287	35.971255	-4.478709	3.739366	7.649878
5027	5323.483347	36.345033	-4.389740	3.751808	7.511842
5029	5325.566738	36.639971	-4.429208	3.742885	7.370227
5031	5327.651315	36.777448	-4.356158	3.748480	8.295443
5033	5329.734086	37.074885	-4.309621	3.754071	8.079171
5035	5331.819135	37.397651	-4.279897	3.755872	8.083756
5037	5333.905216	37.604632	-4.254000	3.757363	8.794754
5039	5335.990108	37.073675	-2.566752	3.744010	8.985465
5041	5338.074928	38.382283	-4.221406	3.759678	9.221378
5043	5340.159817	38.410522	4.527628	3.754937	8.743979
5045	5342.244311	38.856087	-4.250322	3.758902	9.750863
5047	5344.330154	39.127216	-4.136223	3.765992	9.901988
5049	5346.415395	39.447204	-4.093111	3.767215	9.721215
5051	5348.500410	39.733312	-4.080158	3.769936	10.174318
5053	5350.584419	40.369048	-4.002795	3.774777	10.708071
5055	5352.667658	40.292140	-4.047148	3.773572	10.341043
5057	5354.751187	40.451288	-4.122609	3.766546	10.295620
5059	5356.834955	40.475569	0.413249	3.764346	10.580786
5061	5358.919247	41.262279	-4.001605	3.779911	10.818769
5063	5361.001580	41.483247	-3.950116	3.781141	10.741870
5065	5363.084982	41.848170	-3.938723	3.783042	11.142715
5067	5365.169011	42.508210	-3.895790	3.787913	11.185106
5069	5367.251600	42.815101	-3.886304	3.789456	10.935034
5071	5369.335074	42.791797	-3.861924	3.788300	11.806025
5073	5371.416944	43.560225	-3.830591	3.792386	11.571595
5075	5373.500039	43.477839	-3.817550	3.790817	11.346056
5077	5375.581661	43.847892	-3.801437	3.791262	11.386570
5079	5377.664236	44.035905	-3.856373	3.787529	11.904414
5081	5379.746168	44.309820	-3.864601	3.787479	12.412250
5083	5381.828427	44.173407	-0.005835	3.778867	12.208801
5085	5383.910966	45.050588	-3.726479	3.794910	12.236850
5087	5385.993096	45.819378	-3.635234	3.799168	12.568659
5089	5388.075957	45.662331	-3.716533	3.796644	12.721889
5091	5390.158714	45.935583	-3.678725	3.797710	13.173931
5093	5392.241756	46.218293	-3.810240	3.790116	13.081765
5095	5394.326115	46.579218	-3.640556	3.800002	13.172813
5097	5396.409214	46.981088	-3.627728	3.800697	12.827286
5099	5398.493355	47.215605	-3.610791	3.802692	13.574291
