crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	7.686137	5016	5313175552.000000
281474976710655.000000	7.742848	5017	5314214912.000000
281474976710655.000000	7.508052	5018	5315260416.000000
281474976710655.000000	7.149995	5019	5316300288.000000
281474976710655.000000	7.592631	5020	5317344256.000000
281474976710655.000000	7.468382	5021	5318384128.000000
281474976710655.000000	7.948242	5022	5319427584.000000
281474976710655.000000	8.164786	5023	5320465920.000000
281474976710655.000000	7.996548	5024	5321511424.000000
281474976710655.000000	7.917039	5025	5322549760.000000
281474976710655.000000	7.771436	5026	5323595264.000000
281474976710655.000000	7.869166	5027	5324634112.000000
281474976710655.000000	8.269368	5028	5325679104.000000
281474976710655.000000	8.478727	5029	5326716928.000000
281474976710655.000000	8.523862	5030	5327763456.000000
281474976710655.000000	8.507114	5031	5328799744.000000
281474976710655.000000	8.428593	5032	5329846272.000000
281474976710655.000000	8.230001	5033	5330882048.000000
281474976710655.000000	8.324066	5034	5331931136.000000
281474976710655.000000	8.585420	5035	5332963328.000000
281474976710655.000000	9.012100	5036	5334017536.000000
281474976710655.000000	8.709231	5037	5335045120.000000
281474976710655.000000	8.655391	5038	5336102400.000000
281474976710655.000000	8.933425	5039	5337124864.000000
281474976710655.000000	8.869208	5040	5338187264.000000
281474976710655.000000	9.074418	5041	5339207680.000000
281474976710655.000000	9.304484	5042	5340272128.000000
281474976710655.000000	9.419247	5043	5341288960.000000
281474976710655.000000	8.872318	5044	5342356480.000000
281474976710655.000000	9.379998	5045	5343370240.000000
281474976710655.000000	8.986126	5046	5344442368.000000
281474976710655.000000	9.352104	5047	5345453568.000000
281474976710655.000000	9.471105	5048	5346527744.000000
281474976710655.000000	9.842111	5049	5347535360.000000
281474976710655.000000	9.569676	5050	5348612608.000000
281474976710655.000000	10.153896	5051	5349618688.000000
281474976710655.000000	9.659234	5052	5350696448.000000
281474976710655.000000	9.954225	5053	5351703040.000000
281474976710655.000000	9.700788	5054	5352779776.000000
281474976710655.000000	10.404548	5055	5353785856.000000
281474976710655.000000	9.971309	5056	5354863104.000000
281474976710655.000000	10.427521	5057	5355870208.000000
281474976710655.000000	10.088744	5058	5356946944.000000
281474976710655.000000	10.365357	5059	5357952512.000000
281474976710655.000000	10.103636	5060	5359031296.000000
281474976710655.000000	10.758719	5061	5360037376.000000
281474976710655.000000	10.680716	5062	5361113600.000000
281474976710655.000000	10.969192	5063	5362120704.000000
281474976710655.000000	10.648523	5064	5363196928.000000
281474976710655.000000	11.195547	5065	5364204544.000000
281474976710655.000000	10.605869	5066	5365281280.000000
281474976710655.000000	10.904321	5067	5366287872.000000
281474976710655.000000	10.986902	5068	5367363584.000000
281474976710655.000000	11.578742	5069	5368372224.000000
281474976710655.000000	11.197231	5070	5369447424.000000
281474976710655.000000	11.644799	5071	5370457088.000000
281474976710655.000000	11.179052	5072	5371529216.000000
281474976710655.000000	11.546763	5073	5372541952.000000
281474976710655.000000	11.576456	5074	5373612032.000000
281474976710655.000000	11.445148	5075	5374626304.000000
281474976710655.000000	11.891684	5076	5375693824.000000
281474976710655.000000	11.744103	5077	5376711168.000000
281474976710655.000000	12.195777	5078	5377776128.000000
281474976710655.000000	12.062361	5079	5378796032.000000
281474976710655.000000	12.450103	5080	5379858432.000000
281474976710655.000000	11.904525	5081	5380881408.000000
281474976710655.000000	12.457887	5082	5381940736.000000
281474976710655.000000	12.464055	5083	5382966272.000000
281474976710655.000000	12.579064	5084	5384023040.000000
281474976710655.000000	12.717966	5085	5385050624.000000
281474976710655.000000	13.148787	5086	5386105344.000000
281474976710655.000000	13.043500	5087	5387136512.000000
281474976710655.000000	13.122479	5088	5388188160.000000
281474976710655.000000	12.939246	5089	5389220352.000000
281474976710655.000000	13.512957	5090	5390270976.000000
281474976710655.000000	12.888895	5091	5391305728.000000
281474976710655.000000	13.831492	5092	5392353792.000000
281474976710655.000000	12.796548	5093	5393390080.000000
281474976710655.000000	13.345531	5094	5394438144.000000
281474976710655.000000	13.430123	5095	5395473408.000000
281474976710655.000000	13.053785	5096	5396521472.000000
281474976710655.000000	13.284056	5097	5397556224.000000
281474976710655.000000	14.276436	5098	5398605312.000000
281474976710655.000000	13.909712	5099	5399641088.000000
281474976710655.000000	14.576327	5100	5400688640.000000
281474976710655.000000	13.768915	5101	5401724416.000000
